ChIN,Annotation1,Annotation2,ID
3,Zm00001d031258,Zm00001d031264,3102
4,Zm00001d031258,Zm00001d031261,3103
4,Zm00001d031259,Zm00001d031261,3104
11,Zm00001d031258,Zm00001d031261,3105
11,Zm00001d031259,Zm00001d031261,3106
4,Zm00001d031258,Zm00001d031264,3107
4,Zm00001d031259,Zm00001d031264,3108
10,Zm00001d031261,Zm00001d031264,3109
3,Zm00001d031264,Zm00001d031265,3110
7,Zm00001d031264,Zm00001d031265,3111
3,Zm00001d031264,Zm00001d031266,3112
3,Zm00001d031264,Zm00001d031266,3113
6,Zm00001d031265,Zm00001d031266,3114
6,Zm00001d031265,Zm00001d031266,3115
18,Zm00001d031266,Zm00001d022872,3116
18,Zm00001d031266,Zm00001d031268,3117
10,Zm00001d031266,Zm00001d031267,3118
6,Zm00001d031266,Zm00001d031267,3119
7,Zm00001d031269,Zm00001d031271,3120
7,Zm00001d031269,Zm00001d031272,3121
3,Zm00001d031271,Zm00001d031273,3122
22,Zm00001d031271,Zm00001d031273,3123
22,Zm00001d031272,Zm00001d031273,3124
11,Zm00001d031272,Zm00001d031273,3125
3,Zm00001d031275,Zm00001d031278,3126
3,Zm00001d031275,Zm00001d031277,3127
3,Zm00001d031277,Zm00001d031281,3128
3,Zm00001d031278,Zm00001d031290,3129
3,Zm00001d031278,Zm00001d031290,3130
9,Zm00001d031280,Zm00001d031281,3131
9,Zm00001d031280,Zm00001d031282,3132
37,Zm00001d031289,Zm00001d031290,3133
6,Zm00001d031289,Zm00001d012585,3134
3,Zm00001d031289,Zm00001d031290,3135
65,Zm00001d031290,Zm00001d031291,3136
65,Zm00001d031290,Zm00001d031292,3137
15,Zm00001d031290,Zm00001d031292,3138
22,Zm00001d031290,Zm00001d031291,3139
3,Zm00001d031291,Zm00001d031311,3140
3,Zm00001d031291,Zm00001d031312,3141
3,Zm00001d031300,Zm00001d031310,3142
5,Zm00001d031308,Zm00001d031310,3143
3,Zm00001d031310,Zm00001d031315,3144
3,Zm00001d031310,Zm00001d031317,3145
24,Zm00001d031310,Zm00001d031314,3146
24,Zm00001d031311,Zm00001d031314,3147
24,Zm00001d031312,Zm00001d031314,3148
5,Zm00001d031311,Zm00001d031315,3149
5,Zm00001d031312,Zm00001d031315,3150
4,Zm00001d031311,Zm00001d031314,3151
4,Zm00001d031312,Zm00001d031314,3152
4,Zm00001d031315,Zm00001d031318,3153
3,Zm00001d031315,Zm00001d031317,3154
3,Zm00001d031315,Zm00001d031318,3155
5,Zm00001d031315,Zm00001d031317,3156
7,Zm00001d031318,Zm00001d031323,3157
3,Zm00001d031321,Zm00001d031323,3158
3,Zm00001d031323,Zm00001d031326,3159
3,Zm00001d031323,Zm00001d031327,3160
6,Zm00001d031323,Zm00001d031326,3161
6,Zm00001d031323,Zm00001d031327,3162
4,Zm00001d031323,Zm00001d031325,3163
3,Zm00001d031323,Zm00001d031326,3164
3,Zm00001d031323,Zm00001d031327,3165
4,Zm00001d031325,Zm00001d031326,3166
4,Zm00001d031325,Zm00001d031327,3167
6,Zm00001d031329,Zm00001d031332,3168
3,Zm00001d031331,Zm00001d031332,3169
4,Zm00001d031331,Zm00001d031332,3170
72,Zm00001d031332,Zm00001d031338,3171
4,Zm00001d031332,Zm00001d031338,3172
4,Zm00001d031349,Zm00001d031351,3173
6,Zm00001d031349,Zm00001d031351,3174
3,Zm00001d031398,Zm00001d007892,3175
6,Zm00001d031418,Zm00001d031420,3176
5,Zm00001d031419,Zm00001d031420,3177
5,Zm00001d031419,Zm00001d031421,3178
3,Zm00001d031419,Zm00001d031421,3179
4,Zm00001d031420,Zm00001d031422,3180
15,Zm00001d031420,Zm00001d031423,3181
15,Zm00001d031421,Zm00001d031423,3182
93,Zm00001d031420,Zm00001d031423,3183
93,Zm00001d031421,Zm00001d031423,3184
93,Zm00001d031422,Zm00001d031423,3185
50,Zm00001d031421,Zm00001d031423,3186
50,Zm00001d031422,Zm00001d031423,3187
3,Zm00001d031422,Zm00001d013162,3188
3,Zm00001d031423,Zm00001d020694,3189
3,Zm00001d031423,Zm00001d013557,3190
16,Zm00001d031429,Zm00001d031430,3191
5,Zm00001d031429,Zm00001d031430,3192
3,Zm00001d031429,Zm00001d031431,3193
28,Zm00001d031430,Zm00001d031431,3194
3,ENSRNA049465132,Zm00001d031432,3195
3,Zm00001d031434,Zm00001d031437,3196
3,Zm00001d031436,Zm00001d022881,3197
3,Zm00001d031436,Zm00001d031439,3198
3,Zm00001d031436,Zm00001d031440,3199
5,Zm00001d031437,Zm00001d022881,3200
5,Zm00001d031437,Zm00001d031439,3201
5,Zm00001d031437,Zm00001d031440,3202
4,Zm00001d031440,Zm00001d031441,3203
12,Zm00001d022881,Zm00001d031443,3204
12,Zm00001d031439,Zm00001d031443,3205
12,Zm00001d031440,Zm00001d031443,3206
24,Zm00001d022881,Zm00001d031441,3207
24,Zm00001d031439,Zm00001d031441,3208
24,Zm00001d031440,Zm00001d031441,3209
3,Zm00001d022881,Zm00001d031441,3210
3,Zm00001d031439,Zm00001d031441,3211
3,Zm00001d031440,Zm00001d031441,3212
7,Zm00001d022881,Zm00001d031441,3213
7,Zm00001d031439,Zm00001d031441,3214
7,Zm00001d031440,Zm00001d031441,3215
3,Zm00001d031441,Zm00001d031443,3216
5,Zm00001d031441,Zm00001d031443,3217
4,Zm00001d031441,Zm00001d031444,3218
4,Zm00001d031441,Zm00001d022883,3219
4,Zm00001d031441,Zm00001d031442,3220
3,Zm00001d031441,Zm00001d022883,3221
3,Zm00001d031441,Zm00001d031442,3222
3,Zm00001d022883,Zm00001d031444,3223
3,Zm00001d031442,Zm00001d031444,3224
7,Zm00001d031443,Zm00001d031445,3225
3,Zm00001d031445,Zm00001d031447,3226
4,Zm00001d031447,Zm00001d031449,3227
6,Zm00001d031447,Zm00001d031449,3228
6,Zm00001d031449,Zm00001d031450,3229
3,Zm00001d031453,Zm00001d031454,3230
3,Zm00001d031454,Zm00001d035091,3231
3,Zm00001d031470,Zm00001d021577,3232
3,Zm00001d031470,Zm00001d031473,3233
15,Zm00001d031473,Zm00001d031475,3234
15,Zm00001d031473,Zm00001d031476,3235
18,Zm00001d031480,Zm00001d031481,3236
6,Zm00001d031480,Zm00001d031484,3237
7,Zm00001d031480,Zm00001d031484,3238
7,Zm00001d031480,Zm00001d031485,3239
5,Zm00001d031480,Zm00001d031486,3240
3,Zm00001d031480,Zm00001d031489,3241
82,Zm00001d031480,Zm00001d031484,3242
82,Zm00001d031481,Zm00001d031484,3243
82,Zm00001d031480,Zm00001d031485,3244
82,Zm00001d031481,Zm00001d031485,3245
4,Zm00001d031481,Zm00001d031485,3246
3,Zm00001d031481,Zm00001d031484,3247
160,Zm00001d031486,Zm00001d031487,3248
111,Zm00001d031486,Zm00001d031487,3249
3,Zm00001d031486,Zm00001d031488,3250
3,Zm00001d031486,Zm00001d031489,3251
5,Zm00001d031487,Zm00001d031488,3252
5,Zm00001d031487,Zm00001d031489,3253
5,Zm00001d031488,Zm00001d031491,3254
7,Zm00001d031488,Zm00001d031494,3255
14,Zm00001d031489,Zm00001d031490,3256
14,Zm00001d031489,Zm00001d031491,3257
4,Zm00001d031491,Zm00001d031494,3258
7,Zm00001d031490,Zm00001d031494,3259
7,Zm00001d031491,Zm00001d031494,3260
8,Zm00001d031490,ENSRNA049438404,3261
8,Zm00001d031491,ENSRNA049438404,3262
8,Zm00001d031490,Zm00001d031496,3263
8,Zm00001d031491,Zm00001d031496,3264
8,Zm00001d031490,Zm00001d031497,3265
8,Zm00001d031491,Zm00001d031497,3266
8,Zm00001d031490,Zm00001d031498,3267
8,Zm00001d031491,Zm00001d031498,3268
3,Zm00001d031490,Zm00001d031494,3269
21,Zm00001d031494,ENSRNA049438404,3270
21,Zm00001d031494,Zm00001d031496,3271
21,Zm00001d031494,Zm00001d031497,3272
21,Zm00001d031494,Zm00001d031498,3273
4,ENSRNA049438404,Zm00001d031502,3274
4,Zm00001d031496,Zm00001d031502,3275
4,Zm00001d031497,Zm00001d031502,3276
3,Zm00001d031499,Zm00001d048990,3277
3,Zm00001d031514,ENSRNA049439530,3278
3,Zm00001d031514,Zm00001d031521,3279
4,Zm00001d031514,Zm00001d031516,3280
4,Zm00001d031514,Zm00001d031517,3281
79,ENSRNA049439530,Zm00001d031522,3282
79,Zm00001d031520,Zm00001d031522,3283
79,Zm00001d031521,Zm00001d031522,3284
21,ENSRNA049439530,Zm00001d031522,3285
21,Zm00001d031521,Zm00001d031522,3286
3,Zm00001d031523,Zm00001d031525,3287
3,Zm00001d031523,Zm00001d031526,3288
4,Zm00001d031523,Zm00001d031525,3289
4,Zm00001d031525,Zm00001d031527,3290
6,Zm00001d031526,Zm00001d031527,3291
3,Zm00001d031526,Zm00001d031528,3292
6,Zm00001d031526,Zm00001d031528,3293
5,Zm00001d031526,Zm00001d031527,3294
17,Zm00001d031526,Zm00001d031527,3295
17,Zm00001d031526,Zm00001d031528,3296
59,Zm00001d031526,Zm00001d031527,3297
59,Zm00001d031526,Zm00001d031528,3298
4,Zm00001d031526,Zm00001d031528,3299
6,Zm00001d031529,Zm00001d031530,3300
3,Zm00001d031529,Zm00001d031530,3301
3,Zm00001d031533,Zm00001d031535,3302
3,Zm00001d031533,Zm00001d031534,3303
27,Zm00001d031534,Zm00001d031535,3304
4,Zm00001d031534,Zm00001d031535,3305
3,Zm00001d031534,Zm00001d031535,3306
14,Zm00001d031534,Zm00001d031535,3307
4,Zm00001d031534,Zm00001d031536,3308
4,Zm00001d031534,Zm00001d031537,3309
4,Zm00001d031534,Zm00001d031538,3310
9,Zm00001d031536,Zm00001d031539,3311
9,Zm00001d031537,Zm00001d031539,3312
9,Zm00001d031538,Zm00001d031539,3313
11,Zm00001d031540,Zm00001d031542,3314
10,Zm00001d031542,Zm00001d031543,3315
16,Zm00001d031542,Zm00001d031543,3316
21,Zm00001d031543,Zm00001d031545,3317
43,Zm00001d031543,Zm00001d031545,3318
43,Zm00001d031543,Zm00001d031546,3319
7,Zm00001d031543,Zm00001d031544,3320
18,Zm00001d031544,Zm00001d031545,3321
18,Zm00001d031544,Zm00001d031546,3322
20,Zm00001d031544,Zm00001d031545,3323
3,Zm00001d031544,Zm00001d031546,3324
3,Zm00001d031544,Zm00001d031546,3325
4,Zm00001d031544,Zm00001d031545,3326
4,Zm00001d031546,Zm00001d022886,3327
5,Zm00001d031553,Zm00001d031555,3328
5,Zm00001d031554,Zm00001d031555,3329
3,Zm00001d031553,Zm00001d031555,3330
3,Zm00001d031554,Zm00001d031555,3331
4,Zm00001d031569,Zm00001d031570,3332
3,Zm00001d031569,Zm00001d031572,3333
3,Zm00001d031570,Zm00001d031571,3334
5,Zm00001d031570,Zm00001d031571,3335
8,Zm00001d031570,Zm00001d031572,3336
3,Zm00001d031571,Zm00001d031572,3337
3,Zm00001d031571,Zm00001d031572,3338
8,Zm00001d031580,Zm00001d031581,3339
3,Zm00001d031580,Zm00001d035207,3340
7,Zm00001d031580,Zm00001d031581,3341
4,Zm00001d031584,Zm00001d031586,3342
3,Zm00001d031584,Zm00001d031586,3343
4,Zm00001d031584,Zm00001d031586,3344
3,Zm00001d031584,Zm00001d031586,3345
3,Zm00001d031586,Zm00001d022889,3346
3,Zm00001d031587,Zm00001d022889,3347
4,Zm00001d031587,Zm00001d031589,3348
6,Zm00001d031589,Zm00001d031593,3349
3,Zm00001d022889,Zm00001d031593,3350
3,Zm00001d031589,Zm00001d031593,3351
4,Zm00001d022889,Zm00001d031593,3352
4,Zm00001d031589,Zm00001d031593,3353
3,Zm00001d022889,Zm00001d031593,3354
3,Zm00001d031599,Zm00001d031602,3355
3,Zm00001d031601,Zm00001d031602,3356
11,Zm00001d031601,Zm00001d031602,3357
25,Zm00001d031601,Zm00001d031602,3358
8,Zm00001d031602,Zm00001d031611,3359
36,Zm00001d031611,Zm00001d031616,3360
36,Zm00001d031611,Zm00001d031617,3361
3,Zm00001d031611,Zm00001d031618,3362
14,Zm00001d031611,Zm00001d031618,3363
12,Zm00001d031611,Zm00001d031614,3364
5,Zm00001d031611,Zm00001d031614,3365
3,Zm00001d031611,Zm00001d031613,3366
3,Zm00001d031611,Zm00001d031618,3367
3,Zm00001d031611,Zm00001d031619,3368
3,Zm00001d031613,Zm00001d031617,3369
48,Zm00001d031614,Zm00001d031616,3370
48,Zm00001d031614,Zm00001d031617,3371
3,Zm00001d031614,Zm00001d031618,3372
5,Zm00001d031614,Zm00001d031619,3373
5,Zm00001d031614,Zm00001d031618,3374
5,Zm00001d031625,Zm00001d031626,3375
9,Zm00001d031627,Zm00001d031634,3376
6,Zm00001d031627,Zm00001d031635,3377
3,Zm00001d031627,Zm00001d031639,3378
4,Zm00001d031627,Zm00001d031637,3379
12,Zm00001d031627,Zm00001d031634,3380
3,Zm00001d031627,Zm00001d031634,3381
3,Zm00001d031634,Zm00001d031635,3382
3,Zm00001d031634,Zm00001d031636,3383
41,Zm00001d031635,Zm00001d031636,3384
4,Zm00001d031635,Zm00001d031637,3385
10,Zm00001d031635,Zm00001d031636,3386
10,Zm00001d031635,Zm00001d031637,3387
3,Zm00001d031635,Zm00001d031637,3388
4,Zm00001d031635,Zm00001d031636,3389
3,Zm00001d031635,Zm00001d031636,3390
3,Zm00001d031636,Zm00001d031640,3391
3,Zm00001d031637,Zm00001d031640,3392
3,Zm00001d031636,Zm00001d031641,3393
3,Zm00001d031637,Zm00001d031641,3394
3,Zm00001d031637,Zm00001d031640,3395
3,Zm00001d031637,Zm00001d031641,3396
4,Zm00001d031637,Zm00001d031638,3397
4,Zm00001d031637,Zm00001d031638,3398
3,Zm00001d031637,Zm00001d031638,3399
8,Zm00001d031637,Zm00001d031638,3400
7,Zm00001d031637,Zm00001d031640,3401
7,Zm00001d031637,Zm00001d031641,3402
3,Zm00001d031638,Zm00001d031639,3403
3,Zm00001d031638,Zm00001d031639,3404
7,Zm00001d031639,Zm00001d031640,3405
7,Zm00001d031639,Zm00001d031641,3406
7,Zm00001d031639,Zm00001d031642,3407
3,Zm00001d031639,Zm00001d031643,3408
4,Zm00001d031639,Zm00001d031642,3409
6,Zm00001d031640,Zm00001d031643,3410
6,Zm00001d031641,Zm00001d031643,3411
3,Zm00001d031640,Zm00001d031643,3412
3,Zm00001d031641,Zm00001d031643,3413
3,Zm00001d031642,Zm00001d031643,3414
3,Zm00001d031653,Zm00001d031655,3415
4,Zm00001d031655,Zm00001d031658,3416
3,Zm00001d031655,Zm00001d031658,3417
3,Zm00001d031655,Zm00001d031659,3418
4,Zm00001d031655,Zm00001d031658,3419
4,Zm00001d031655,Zm00001d031659,3420
42,Zm00001d031657,Zm00001d031658,3421
42,Zm00001d031657,Zm00001d031659,3422
7,Zm00001d031657,Zm00001d031658,3423
7,Zm00001d031657,Zm00001d031659,3424
19,Zm00001d031659,Zm00001d031660,3425
3,Zm00001d031659,Zm00001d031660,3426
3,Zm00001d031659,Zm00001d031660,3427
6,Zm00001d031659,Zm00001d031660,3428
4,Zm00001d031659,Zm00001d031660,3429
3,Zm00001d031660,Zm00001d031662,3430
4,Zm00001d031662,Zm00001d031663,3431
4,Zm00001d031662,Zm00001d031664,3432
3,Zm00001d031666,Zm00001d031667,3433
3,Zm00001d031670,Zm00001d018099,3434
3,Zm00001d031671,Zm00001d018099,3435
3,Zm00001d031670,Zm00001d018100,3436
3,Zm00001d031671,Zm00001d018100,3437
3,Zm00001d031670,Zm00001d018101,3438
3,Zm00001d031671,Zm00001d018101,3439
4,Zm00001d031670,Zm00001d018102,3440
4,Zm00001d031671,Zm00001d018102,3441
3,Zm00001d031670,Zm00001d018098,3442
3,Zm00001d031671,Zm00001d018098,3443
12,Zm00001d031670,Zm00001d018099,3444
12,Zm00001d031671,Zm00001d018099,3445
12,Zm00001d031670,Zm00001d018100,3446
12,Zm00001d031671,Zm00001d018100,3447
142,Zm00001d031670,Zm00001d017308,3448
142,Zm00001d031671,Zm00001d017308,3449
142,Zm00001d031672,Zm00001d017308,3450
4,Zm00001d031672,Zm00001d018099,3451
4,Zm00001d031672,Zm00001d018100,3452
4,Zm00001d031672,Zm00001d018101,3453
9,Zm00001d031674,Zm00001d031676,3454
3,Zm00001d031676,Zm00001d031677,3455
9,Zm00001d031682,Zm00001d031684,3456
3,Zm00001d031682,Zm00001d031683,3457
3,Zm00001d031682,Zm00001d031684,3458
4,Zm00001d031682,Zm00001d031684,3459
8,Zm00001d031684,Zm00001d031685,3460
15,Zm00001d031684,Zm00001d031685,3461
5,Zm00001d031684,Zm00001d031685,3462
6,Zm00001d031684,Zm00001d031685,3463
9,Zm00001d031685,Zm00001d031688,3464
5,Zm00001d031685,Zm00001d031689,3465
5,Zm00001d031688,Zm00001d031690,3466
4,Zm00001d031689,Zm00001d031691,3467
12,Zm00001d031689,Zm00001d031691,3468
11,Zm00001d031690,Zm00001d031691,3469
15,Zm00001d031690,Zm00001d031691,3470
3,Zm00001d031690,Zm00001d031691,3471
4,Zm00001d031691,Zm00001d031693,3472
14,Zm00001d031691,Zm00001d031693,3473
14,Zm00001d031691,Zm00001d031694,3474
26,Zm00001d031693,Zm00001d052709,3475
26,Zm00001d031694,Zm00001d052709,3476
7,Zm00001d031693,Zm00001d031696,3477
7,Zm00001d031694,Zm00001d031696,3478
4,Zm00001d031696,Zm00001d031697,3479
122,Zm00001d031700,Zm00001d031701,3480
36,Zm00001d031701,Zm00001d031703,3481
5,Zm00001d031701,Zm00001d031703,3482
4,Zm00001d031703,Zm00001d031707,3483
3,Zm00001d031703,Zm00001d031705,3484
3,Zm00001d031706,Zm00001d031707,3485
7,Zm00001d031706,Zm00001d031707,3486
3,Zm00001d031707,Zm00001d031711,3487
6,Zm00001d031707,Zm00001d031711,3488
4,Zm00001d031708,Zm00001d031712,3489
5,Zm00001d031712,Zm00001d031723,3490
3,Zm00001d031712,Zm00001d031723,3491
8,Zm00001d031712,ENSRNA049465074,3492
8,Zm00001d031712,ENSRNA049465110,3493
8,Zm00001d031712,Zm00001d031720,3494
3,ENSRNA049465074,Zm00001d031723,3495
3,ENSRNA049465110,Zm00001d031723,3496
3,Zm00001d031720,Zm00001d031723,3497
32,Zm00001d031723,Zm00001d031724,3498
3,Zm00001d031723,Zm00001d031724,3499
4,Zm00001d031723,Zm00001d031724,3500
94,Zm00001d031725,Zm00001d031726,3501
94,Zm00001d031725,Zm00001d031727,3502
7,Zm00001d031725,Zm00001d031726,3503
19,Zm00001d031725,Zm00001d031726,3504
4,Zm00001d031725,Zm00001d031726,3505
3,Zm00001d031725,Zm00001d031727,3506
6,Zm00001d031726,Zm00001d031727,3507
4,Zm00001d031726,Zm00001d031728,3508
58,Zm00001d031726,Zm00001d031729,3509
58,Zm00001d031727,Zm00001d031729,3510
11,Zm00001d031727,Zm00001d031729,3511
3,Zm00001d031727,Zm00001d031729,3512
14,Zm00001d031728,Zm00001d031729,3513
10,Zm00001d031728,Zm00001d031729,3514
4,Zm00001d031729,Zm00001d022890,3515
3,Zm00001d031736,Zm00001d031741,3516
3,Zm00001d031736,Zm00001d031738,3517
3,Zm00001d031736,Zm00001d031738,3518
3,Zm00001d031737,Zm00001d031741,3519
70,Zm00001d031738,Zm00001d031740,3520
10,Zm00001d031738,Zm00001d031740,3521
3,Zm00001d031738,Zm00001d031740,3522
63,Zm00001d031740,Zm00001d031741,3523
26,Zm00001d031740,Zm00001d031741,3524
3,Zm00001d031741,ENSRNA049438418,3525
3,Zm00001d031741,Zm00001d031746,3526
3,Zm00001d031741,Zm00001d031747,3527
6,Zm00001d031741,ENSRNA049438418,3528
6,Zm00001d031741,Zm00001d031746,3529
6,Zm00001d031741,Zm00001d031747,3530
5,Zm00001d031741,ENSRNA049438418,3531
5,Zm00001d031741,Zm00001d031746,3532
5,Zm00001d031741,Zm00001d031747,3533
3,Zm00001d031745,ENSRNA049438418,3534
3,Zm00001d031745,Zm00001d031746,3535
3,Zm00001d031745,Zm00001d031747,3536
3,Zm00001d031745,Zm00001d031749,3537
68,ENSRNA049438418,Zm00001d031748,3538
68,Zm00001d031746,Zm00001d031748,3539
68,Zm00001d031747,Zm00001d031748,3540
68,ENSRNA049438418,Zm00001d031749,3541
68,Zm00001d031746,Zm00001d031749,3542
68,Zm00001d031747,Zm00001d031749,3543
79,ENSRNA049438418,Zm00001d031748,3544
79,Zm00001d031746,Zm00001d031748,3545
79,Zm00001d031747,Zm00001d031748,3546
79,ENSRNA049438418,Zm00001d031749,3547
79,Zm00001d031746,Zm00001d031749,3548
79,Zm00001d031747,Zm00001d031749,3549
5,Zm00001d031748,Zm00001d031750,3550
5,Zm00001d031748,Zm00001d031751,3551
3,Zm00001d031749,Zm00001d051806,3552
3,Zm00001d031777,Zm00001d031796,3553
14,Zm00001d031782,Zm00001d031784,3554
4,Zm00001d031783,Zm00001d031784,3555
4,Zm00001d031783,Zm00001d031784,3556
5,Zm00001d031790,Zm00001d031792,3557
6,Zm00001d031790,Zm00001d031792,3558
4,Zm00001d031790,Zm00001d031793,3559
5,Zm00001d031792,Zm00001d031796,3560
3,Zm00001d031792,Zm00001d031793,3561
3,Zm00001d031793,Zm00001d031798,3562
3,Zm00001d031794,Zm00001d031796,3563
3,Zm00001d031795,Zm00001d031796,3564
4,Zm00001d031795,Zm00001d031799,3565
4,Zm00001d031795,Zm00001d031800,3566
3,Zm00001d031796,Zm00001d031804,3567
3,Zm00001d031796,Zm00001d031798,3568
39,Zm00001d031797,Zm00001d031799,3569
39,Zm00001d031798,Zm00001d031799,3570
39,Zm00001d031797,Zm00001d031800,3571
39,Zm00001d031798,Zm00001d031800,3572
15,Zm00001d031799,Zm00001d031802,3573
15,Zm00001d031800,Zm00001d031802,3574
3,Zm00001d031799,Zm00001d031809,3575
3,Zm00001d031800,Zm00001d031809,3576
3,Zm00001d031799,Zm00001d031802,3577
3,Zm00001d031800,Zm00001d031802,3578
3,Zm00001d031801,Zm00001d031802,3579
3,Zm00001d031805,Zm00001d031808,3580
4,Zm00001d031808,Zm00001d031809,3581
9,Zm00001d031817,Zm00001d031818,3582
3,Zm00001d031818,Zm00001d031824,3583
41,Zm00001d031822,Zm00001d031824,3584
41,Zm00001d031823,Zm00001d031824,3585
37,Zm00001d031822,Zm00001d031824,3586
37,Zm00001d031823,Zm00001d031824,3587
22,Zm00001d031822,Zm00001d031824,3588
22,Zm00001d031823,Zm00001d031824,3589
22,Zm00001d031822,Zm00001d031825,3590
22,Zm00001d031823,Zm00001d031825,3591
3,Zm00001d031825,Zm00001d031837,3592
3,Zm00001d031832,Zm00001d031833,3593
3,Zm00001d031833,Zm00001d031835,3594
3,Zm00001d031833,Zm00001d031835,3595
245,Zm00001d031847,Zm00001d031848,3596
245,Zm00001d031847,Zm00001d031849,3597
3,Zm00001d031847,Zm00001d031849,3598
3,Zm00001d031848,Zm00001d031850,3599
3,Zm00001d031848,Zm00001d031851,3600
3,Zm00001d031848,Zm00001d031852,3601
5,Zm00001d031848,Zm00001d031850,3602
61,Zm00001d031848,Zm00001d031850,3603
61,Zm00001d031849,Zm00001d031850,3604
61,Zm00001d031848,Zm00001d031851,3605
61,Zm00001d031849,Zm00001d031851,3606
61,Zm00001d031848,Zm00001d031852,3607
61,Zm00001d031849,Zm00001d031852,3608
3,Zm00001d031848,Zm00001d031850,3609
10,Zm00001d031848,Zm00001d031850,3610
10,Zm00001d031849,Zm00001d031850,3611
27,Zm00001d031849,Zm00001d031850,3612
3,Zm00001d031849,Zm00001d031853,3613
14,Zm00001d031850,Zm00001d031851,3614
14,Zm00001d031850,Zm00001d031852,3615
14,Zm00001d031850,Zm00001d031853,3616
3,Zm00001d031850,Zm00001d007067,3617
3,Zm00001d031850,Zm00001d022896,3618
3,Zm00001d031850,Zm00001d031854,3619
8,Zm00001d031851,Zm00001d022896,3620
8,Zm00001d031852,Zm00001d022896,3621
8,Zm00001d031851,Zm00001d031854,3622
8,Zm00001d031852,Zm00001d031854,3623
4,Zm00001d031852,Zm00001d031855,3624
3,Zm00001d031853,Zm00001d022896,3625
3,Zm00001d031853,Zm00001d031854,3626
32,Zm00001d022896,Zm00001d031856,3627
32,Zm00001d031854,Zm00001d031856,3628
3,Zm00001d031860,Zm00001d031863,3629
3,Zm00001d031868,Zm00001d031872,3630
8,Zm00001d031869,Zm00001d031871,3631
8,Zm00001d031870,Zm00001d031871,3632
10,Zm00001d031891,Zm00001d031892,3633
33,Zm00001d031899,Zm00001d031902,3634
4,Zm00001d031899,Zm00001d031902,3635
3,Zm00001d031927,Zm00001d031929,3636
6,Zm00001d031938,Zm00001d031939,3637
3,Zm00001d031938,Zm00001d031939,3638
6,Zm00001d031939,ENSRNA049471337,3639
6,Zm00001d031939,Zm00001d031940,3640
4,Zm00001d031939,ENSRNA049471337,3641
4,Zm00001d031939,Zm00001d031940,3642
5,Zm00001d031939,Zm00001d031941,3643
5,ENSRNA049471337,Zm00001d031941,3644
5,Zm00001d031940,Zm00001d031941,3645
3,ENSRNA049471337,Zm00001d031942,3646
3,Zm00001d031940,Zm00001d031942,3647
10,Zm00001d031941,Zm00001d031942,3648
8,Zm00001d031954,Zm00001d031956,3649
8,Zm00001d031954,Zm00001d031957,3650
4,Zm00001d031956,Zm00001d031958,3651
4,Zm00001d031957,Zm00001d031958,3652
6,Zm00001d031956,Zm00001d031958,3653
6,Zm00001d031957,Zm00001d031958,3654
3,Zm00001d031958,Zm00001d031959,3655
3,Zm00001d031958,Zm00001d031963,3656
3,Zm00001d031958,Zm00001d031959,3657
4,Zm00001d031958,Zm00001d031961,3658
3,Zm00001d031963,Zm00001d031969,3659
33,Zm00001d031967,Zm00001d031969,3660
19,Zm00001d031967,Zm00001d031969,3661
3,Zm00001d031967,Zm00001d031969,3662
3,Zm00001d031969,Zm00001d031970,3663
3,Zm00001d031969,Zm00001d031974,3664
4,Zm00001d031969,Zm00001d031971,3665
17,Zm00001d031969,Zm00001d031971,3666
3,Zm00001d031969,ENSRNA049762431,3667
3,Zm00001d031969,Zm00001d031972,3668
12,Zm00001d031969,Zm00001d031971,3669
12,Zm00001d031970,ENSRNA049762431,3670
12,Zm00001d031970,Zm00001d031972,3671
8,Zm00001d031970,ENSRNA049762431,3672
8,Zm00001d031970,Zm00001d031971,3673
8,Zm00001d031970,Zm00001d031972,3674
4,Zm00001d031970,ENSRNA049762431,3675
4,Zm00001d031970,Zm00001d031972,3676
3,Zm00001d031970,Zm00001d031971,3677
7,Zm00001d031971,Zm00001d031974,3678
16,Zm00001d031973,Zm00001d031975,3679
16,Zm00001d031974,Zm00001d031975,3680
3,Zm00001d031974,Zm00001d031975,3681
4,Zm00001d031975,Zm00001d031979,3682
7,Zm00001d031976,Zm00001d031979,3683
5,Zm00001d031977,Zm00001d031979,3684
5,Zm00001d031991,Zm00001d021494,3685
5,Zm00001d031993,Zm00001d031996,3686
5,Zm00001d031994,Zm00001d031996,3687
5,Zm00001d031993,Zm00001d031997,3688
5,Zm00001d031994,Zm00001d031997,3689
3,Zm00001d031996,Zm00001d032005,3690
3,Zm00001d031997,Zm00001d032005,3691
3,Zm00001d032010,Zm00001d032012,3692
3,Zm00001d032010,Zm00001d032013,3693
3,Zm00001d032012,Zm00001d027059,3694
3,Zm00001d032013,Zm00001d027059,3695
3,Zm00001d032019,Zm00001d032027,3696
135,Zm00001d032029,Zm00001d032031,3697
135,Zm00001d032030,Zm00001d032031,3698
135,Zm00001d032029,Zm00001d032032,3699
135,Zm00001d032030,Zm00001d032032,3700
3,Zm00001d032029,Zm00001d032032,3701
3,Zm00001d032030,Zm00001d032032,3702
6,Zm00001d032029,Zm00001d032035,3703
6,Zm00001d032030,Zm00001d032035,3704
10,Zm00001d032032,Zm00001d032035,3705
3,Zm00001d032035,Zm00001d032036,3706
13,Zm00001d032035,Zm00001d032036,3707
