Annotation1,Annotation2,ID
Zm00001d016952,Zm00001d016957,11299
Zm00001d016952,Zm00001d016973,11300
Zm00001d016952,Zm00001d016956,11301
Zm00001d016952,Zm00001d016981,11302
Zm00001d016956,Zm00001d016958,11303
Zm00001d016956,Zm00001d016973,11304
Zm00001d016958,Zm00001d016981,11305
Zm00001d016957,Zm00001d016963,11306
Zm00001d016963,Zm00001d016973,11307
Zm00001d016973,Zm00001d016981,11308
Zm00001d016973,Zm00001d016997,11309
Zm00001d016974,Zm00001d016990,11310
Zm00001d016974,Zm00001d016977,11311
Zm00001d016981,Zm00001d016995,11312
Zm00001d016991,Zm00001d016995,11313
Zm00001d016991,Zm00001d016997,11314
Zm00001d016993,Zm00001d016995,11315
Zm00001d016999,Zm00001d017000,11316
Zm00001d017008,Zm00001d017009,11317
Zm00001d017013,Zm00001d001697,11318
Zm00001d017021,Zm00001d001697,11319
Zm00001d017028,Zm00001d017030,11320
Zm00001d017034,Zm00001d017036,11321
Zm00001d017036,Zm00001d017041,11322
Zm00001d017036,Zm00001d017042,11323
Zm00001d017037,Zm00001d017046,11324
Zm00001d017037,Zm00001d017114,11325
Zm00001d017041,Zm00001d001698,11326
Zm00001d017042,Zm00001d017043,11327
Zm00001d017042,Zm00001d017046,11328
Zm00001d017042,Zm00001d017047,11329
Zm00001d017043,Zm00001d017045,11330
Zm00001d017046,Zm00001d017049,11331
Zm00001d017046,Zm00001d017047,11332
Zm00001d017047,Zm00001d017049,11333
Zm00001d017049,Zm00001d017050,11334
Zm00001d017060,Zm00001d017061,11335
Zm00001d017060,Zm00001d017067,11336
Zm00001d017061,Zm00001d017069,11337
Zm00001d017061,Zm00001d017065,11338
Zm00001d017061,Zm00001d017067,11339
Zm00001d017067,Zm00001d017071,11340
Zm00001d017072,ENSRNA049476585,11341
Zm00001d017089,Zm00001d017090,11342
Zm00001d017091,Zm00001d017092,11343
Zm00001d017091,Zm00001d017096,11344
ENSRNA049476610,Zm00001d017097,11345
ENSRNA049476610,Zm00001d017119,11346
Zm00001d017092,Zm00001d017094,11347
Zm00001d017092,Zm00001d017096,11348
Zm00001d017092,Zm00001d017099,11349
Zm00001d017096,Zm00001d017107,11350
Zm00001d017096,Zm00001d017120,11351
Zm00001d017096,Zm00001d017099,11352
Zm00001d017096,Zm00001d017104,11353
Zm00001d017097,Zm00001d017119,11354
Zm00001d017099,Zm00001d017113,11355
Zm00001d017100,Zm00001d017101,11356
Zm00001d017100,Zm00001d017106,11357
Zm00001d017104,Zm00001d017106,11358
Zm00001d017104,Zm00001d017112,11359
Zm00001d017106,Zm00001d017119,11360
Zm00001d017113,Zm00001d017119,11361
Zm00001d017113,Zm00001d017125,11362
Zm00001d017113,Zm00001d017126,11363
Zm00001d017114,Zm00001d017168,11364
Zm00001d017119,Zm00001d017140,11365
Zm00001d017120,Zm00001d017125,11366
Zm00001d017121,Zm00001d017125,11367
Zm00001d017121,Zm00001d017140,11368
Zm00001d017125,Zm00001d017126,11369
Zm00001d017126,Zm00001d017128,11370
Zm00001d017126,Zm00001d017140,11371
Zm00001d017139,Zm00001d017169,11372
Zm00001d017140,Zm00001d017151,11373
Zm00001d017142,Zm00001d017144,11374
Zm00001d017146,Zm00001d017151,11375
Zm00001d017151,Zm00001d017164,11376
Zm00001d017151,Zm00001d017152,11377
Zm00001d017164,Zm00001d017165,11378
Zm00001d017164,Zm00001d017168,11379
Zm00001d017165,Zm00001d017175,11380
Zm00001d017166,Zm00001d017167,11381
Zm00001d017169,Zm00001d017181,11382
Zm00001d017169,Zm00001d017195,11383
Zm00001d017170,Zm00001d017175,11384
Zm00001d017171,Zm00001d017172,11385
Zm00001d017175,Zm00001d017185,11386
Zm00001d017175,Zm00001d017176,11387
Zm00001d017175,Zm00001d017177,11388
Zm00001d017175,Zm00001d017179,11389
Zm00001d017177,Zm00001d017179,11390
Zm00001d017181,Zm00001d017186,11391
Zm00001d017197,Zm00001d017201,11392
Zm00001d017197,Zm00001d017205,11393
Zm00001d017203,Zm00001d017206,11394
Zm00001d017204,Zm00001d001702,11395
Zm00001d017204,Zm00001d017241,11396
Zm00001d017204,Zm00001d017270,11397
Zm00001d017204,Zm00001d017209,11398
Zm00001d017206,Zm00001d017208,11399
Zm00001d017207,Zm00001d017208,11400
Zm00001d017210,Zm00001d017240,11401
Zm00001d017213,Zm00001d017214,11402
Zm00001d017216,Zm00001d017225,11403
Zm00001d017216,Zm00001d017240,11404
Zm00001d017216,Zm00001d017219,11405
Zm00001d017241,Zm00001d017352,11406
Zm00001d017241,Zm00001d017242,11407
Zm00001d001704,Zm00001d017246,11408
Zm00001d001705,Zm00001d017252,11409
Zm00001d017253,Zm00001d017261,11410
Zm00001d017253,Zm00001d017258,11411
Zm00001d017256,Zm00001d017258,11412
Zm00001d017258,Zm00001d017261,11413
Zm00001d017271,Zm00001d017294,11414
Zm00001d017271,Zm00001d017275,11415
Zm00001d017271,Zm00001d017284,11416
Zm00001d017274,Zm00001d017275,11417
Zm00001d017275,Zm00001d017280,11418
Zm00001d017276,Zm00001d017278,11419
Zm00001d017280,Zm00001d017281,11420
Zm00001d017282,Zm00001d017285,11421
Zm00001d017286,Zm00001d001708,11422
Zm00001d017289,Zm00001d017290,11423
Zm00001d017294,Zm00001d017324,11424
Zm00001d017294,Zm00001d017296,11425
Zm00001d017298,Zm00001d017351,11426
Zm00001d017298,Zm00001d017303,11427
Zm00001d017298,Zm00001d001709,11428
Zm00001d017303,Zm00001d017306,11429
Zm00001d017307,Zm00001d017320,11430
Zm00001d017307,Zm00001d017317,11431
Zm00001d017308,Zm00001d018043,11432
Zm00001d017308,Zm00001d018057,11433
Zm00001d017317,Zm00001d017320,11434
Zm00001d017320,Zm00001d017323,11435
Zm00001d017320,ENSRNA049459199,11436
Zm00001d017324,ENSRNA049459199,11437
Zm00001d017325,Zm00001d017326,11438
ENSRNA049459199,Zm00001d017330,11439
ENSRNA049459199,Zm00001d017331,11440
Zm00001d017329,Zm00001d017330,11441
Zm00001d017335,Zm00001d017351,11442
Zm00001d017335,Zm00001d017347,11443
Zm00001d017337,Zm00001d017339,11444
Zm00001d017339,Zm00001d017347,11445
Zm00001d017352,Zm00001d017365,11446
Zm00001d017352,Zm00001d017378,11447
Zm00001d017357,Zm00001d017360,11448
Zm00001d017358,Zm00001d017360,11449
Zm00001d017360,Zm00001d017362,11450
Zm00001d017365,Zm00001d017383,11451
Zm00001d017366,Zm00001d017371,11452
Zm00001d017366,Zm00001d017373,11453
Zm00001d017372,Zm00001d017373,11454
Zm00001d017380,Zm00001d017448,11455
Zm00001d017380,Zm00001d017458,11456
Zm00001d017380,Zm00001d017382,11457
Zm00001d017383,Zm00001d017438,11458
Zm00001d017384,ENSRNA049446311,11459
Zm00001d017384,Zm00001d017390,11460
Zm00001d017387,Zm00001d017390,11461
Zm00001d017390,Zm00001d017395,11462
Zm00001d017392,Zm00001d017395,11463
Zm00001d017396,Zm00001d017397,11464
Zm00001d017397,Zm00001d017399,11465
Zm00001d017398,Zm00001d017399,11466
Zm00001d017401,Zm00001d017403,11467
Zm00001d017401,Zm00001d017419,11468
Zm00001d017404,Zm00001d017418,11469
Zm00001d017418,Zm00001d017423,11470
Zm00001d017419,Zm00001d017424,11471
Zm00001d017419,Zm00001d017458,11472
Zm00001d017419,Zm00001d001712,11473
Zm00001d001712,Zm00001d017423,11474
Zm00001d017423,Zm00001d017424,11475
Zm00001d017427,Zm00001d017429,11476
Zm00001d017438,Zm00001d017445,11477
Zm00001d017438,Zm00001d017456,11478
Zm00001d017441,Zm00001d017445,11479
Zm00001d017449,Zm00001d017453,11480
Zm00001d017449,Zm00001d017456,11481
Zm00001d017449,Zm00001d017468,11482
Zm00001d017455,Zm00001d017456,11483
Zm00001d017458,Zm00001d017483,11484
Zm00001d017458,Zm00001d017536,11485
Zm00001d017468,Zm00001d017469,11486
Zm00001d017468,Zm00001d017472,11487
Zm00001d017468,Zm00001d017483,11488
Zm00001d017468,Zm00001d017475,11489
Zm00001d017469,Zm00001d017475,11490
Zm00001d017469,Zm00001d017477,11491
Zm00001d017469,Zm00001d017483,11492
Zm00001d017469,Zm00001d001715,11493
Zm00001d017470,Zm00001d017472,11494
Zm00001d017472,Zm00001d017477,11495
Zm00001d017472,Zm00001d001714,11496
Zm00001d017475,Zm00001d017477,11497
Zm00001d017477,Zm00001d017478,11498
Zm00001d017477,Zm00001d017480,11499
Zm00001d017483,Zm00001d017503,11500
Zm00001d017485,Zm00001d017487,11501
Zm00001d017485,Zm00001d017491,11502
Zm00001d017487,Zm00001d017491,11503
Zm00001d001715,Zm00001d017502,11504
Zm00001d001715,Zm00001d017513,11505
Zm00001d001715,Zm00001d017536,11506
Zm00001d017494,Zm00001d017501,11507
Zm00001d017494,Zm00001d017504,11508
Zm00001d017501,Zm00001d017502,11509
Zm00001d017503,Zm00001d017504,11510
Zm00001d017503,Zm00001d017514,11511
Zm00001d017503,Zm00001d017525,11512
Zm00001d017503,Zm00001d017534,11513
Zm00001d017505,Zm00001d017522,11514
Zm00001d017505,Zm00001d017513,11515
Zm00001d017512,Zm00001d017513,11516
Zm00001d017514,Zm00001d017534,11517
Zm00001d017514,Zm00001d017525,11518
Zm00001d017514,Zm00001d017522,11519
Zm00001d017514,Zm00001d017516,11520
Zm00001d017516,Zm00001d017519,11521
Zm00001d017523,Zm00001d017531,11522
Zm00001d017523,Zm00001d017526,11523
Zm00001d017526,Zm00001d017533,11524
Zm00001d017525,Zm00001d017530,11525
Zm00001d017531,Zm00001d017570,11526
Zm00001d017531,Zm00001d017532,11527
Zm00001d017533,Zm00001d017558,11528
Zm00001d017536,Zm00001d017539,11529
Zm00001d017536,Zm00001d017545,11530
Zm00001d017537,Zm00001d017547,11531
Zm00001d017537,Zm00001d017551,11532
Zm00001d017541,Zm00001d017545,11533
Zm00001d017541,ENSRNA049459008,11534
Zm00001d017545,Zm00001d017550,11535
Zm00001d017545,Zm00001d017551,11536
Zm00001d017545,Zm00001d017570,11537
Zm00001d017545,ENSRNA049459008,11538
Zm00001d017547,Zm00001d017550,11539
Zm00001d017551,ENSRNA049446295,11540
Zm00001d017553,Zm00001d017558,11541
ENSRNA049446295,Zm00001d017558,11542
Zm00001d017559,Zm00001d017570,11543
Zm00001d017559,Zm00001d017560,11544
Zm00001d017559,Zm00001d017561,11545
Zm00001d017559,Zm00001d017564,11546
Zm00001d017559,Zm00001d017574,11547
Zm00001d017559,Zm00001d017604,11548
Zm00001d017562,Zm00001d017564,11549
Zm00001d017564,Zm00001d017566,11550
Zm00001d017574,Zm00001d017577,11551
Zm00001d017583,Zm00001d017584,11552
Zm00001d017584,Zm00001d017597,11553
Zm00001d017584,Zm00001d001719,11554
Zm00001d017591,Zm00001d017597,11555
Zm00001d017591,Zm00001d017601,11556
Zm00001d001720,Zm00001d017592,11557
Zm00001d017592,Zm00001d017598,11558
Zm00001d017597,Zm00001d017612,11559
Zm00001d017598,Zm00001d017603,11560
Zm00001d017603,Zm00001d017604,11561
Zm00001d017604,Zm00001d001722,11562
Zm00001d017604,Zm00001d017607,11563
Zm00001d017607,Zm00001d017619,11564
Zm00001d017609,Zm00001d017611,11565
Zm00001d017609,Zm00001d017614,11566
Zm00001d017609,Zm00001d017617,11567
Zm00001d017609,Zm00001d017613,11568
Zm00001d017613,Zm00001d017614,11569
Zm00001d017614,Zm00001d017618,11570
Zm00001d017614,Zm00001d017619,11571
Zm00001d017614,Zm00001d017617,11572
Zm00001d001722,Zm00001d017619,11573
Zm00001d001722,Zm00001d017625,11574
Zm00001d001722,Zm00001d017641,11575
Zm00001d001722,Zm00001d017660,11576
Zm00001d017622,Zm00001d017641,11577
Zm00001d017622,Zm00001d017625,11578
Zm00001d017641,Zm00001d017653,11579
Zm00001d017641,Zm00001d017644,11580
Zm00001d017641,Zm00001d017648,11581
Zm00001d017641,Zm00001d017658,11582
Zm00001d017644,Zm00001d017652,11583
Zm00001d017644,Zm00001d017660,11584
Zm00001d017646,Zm00001d017648,11585
Zm00001d017649,Zm00001d017658,11586
Zm00001d017649,Zm00001d017684,11587
Zm00001d017650,Zm00001d017652,11588
Zm00001d017660,Zm00001d017700,11589
Zm00001d017675,Zm00001d017676,11590
Zm00001d017675,Zm00001d017677,11591
Zm00001d017676,Zm00001d017677,11592
Zm00001d017676,Zm00001d017678,11593
Zm00001d017677,Zm00001d017678,11594
Zm00001d017677,Zm00001d017684,11595
Zm00001d017678,Zm00001d017684,11596
Zm00001d017678,ENSRNA049446268,11597
Zm00001d017682,Zm00001d017684,11598
Zm00001d017685,ENSRNA049446268,11599
Zm00001d017689,Zm00001d017692,11600
Zm00001d017698,Zm00001d017704,11601
Zm00001d017700,Zm00001d017704,11602
Zm00001d017700,Zm00001d017707,11603
Zm00001d017704,Zm00001d017755,11604
Zm00001d017704,Zm00001d017707,11605
Zm00001d017717,Zm00001d017725,11606
Zm00001d017718,Zm00001d017720,11607
Zm00001d017719,Zm00001d017720,11608
Zm00001d017721,Zm00001d017725,11609
Zm00001d017721,Zm00001d017730,11610
Zm00001d017726,Zm00001d017755,11611
Zm00001d017726,Zm00001d017791,11612
Zm00001d017727,Zm00001d017728,11613
Zm00001d017729,Zm00001d017753,11614
Zm00001d017730,Zm00001d017755,11615
Zm00001d017730,Zm00001d017742,11616
Zm00001d017755,Zm00001d017772,11617
Zm00001d017756,Zm00001d017761,11618
Zm00001d001728,Zm00001d017766,11619
Zm00001d017766,Zm00001d017768,11620
Zm00001d017766,Zm00001d017770,11621
Zm00001d017768,Zm00001d017770,11622
Zm00001d017768,Zm00001d017772,11623
Zm00001d017770,Zm00001d017772,11624
Zm00001d017772,Zm00001d017778,11625
Zm00001d017778,Zm00001d017780,11626
Zm00001d017778,Zm00001d017783,11627
Zm00001d017782,Zm00001d017787,11628
Zm00001d017783,Zm00001d017788,11629
Zm00001d017784,Zm00001d017787,11630
Zm00001d017787,Zm00001d017788,11631
Zm00001d017787,Zm00001d017791,11632
Zm00001d017787,Zm00001d017798,11633
Zm00001d017791,Zm00001d017836,11634
Zm00001d017793,Zm00001d017798,11635
Zm00001d017798,Zm00001d017836,11636
Zm00001d017803,Zm00001d017804,11637
Zm00001d017808,Zm00001d017809,11638
Zm00001d017810,Zm00001d017833,11639
Zm00001d017813,Zm00001d017817,11640
Zm00001d017813,Zm00001d017814,11641
Zm00001d017814,Zm00001d017817,11642
Zm00001d017818,Zm00001d017820,11643
Zm00001d017823,Zm00001d017825,11644
Zm00001d017823,Zm00001d017836,11645
Zm00001d017830,Zm00001d017831,11646
Zm00001d017831,Zm00001d017832,11647
Zm00001d017836,Zm00001d017866,11648
Zm00001d017836,Zm00001d017841,11649
Zm00001d017836,Zm00001d017847,11650
Zm00001d017841,Zm00001d017845,11651
Zm00001d017848,Zm00001d017849,11652
Zm00001d017848,Zm00001d017853,11653
Zm00001d017848,Zm00001d017860,11654
Zm00001d017850,Zm00001d017857,11655
Zm00001d017850,Zm00001d017860,11656
Zm00001d017850,Zm00001d017852,11657
Zm00001d017853,Zm00001d017857,11658
Zm00001d017853,Zm00001d017860,11659
Zm00001d017857,Zm00001d017860,11660
Zm00001d017863,Zm00001d017877,11661
Zm00001d017866,Zm00001d017888,11662
Zm00001d017866,Zm00001d017920,11663
Zm00001d017869,Zm00001d017872,11664
Zm00001d017869,Zm00001d017877,11665
Zm00001d017869,Zm00001d017876,11666
Zm00001d017869,Zm00001d017871,11667
Zm00001d017872,Zm00001d017877,11668
Zm00001d017876,Zm00001d017877,11669
Zm00001d017878,Zm00001d017882,11670
Zm00001d017883,Zm00001d017897,11671
Zm00001d017883,Zm00001d017885,11672
Zm00001d017888,Zm00001d017967,11673
Zm00001d017890,Zm00001d017897,11674
Zm00001d017899,Zm00001d017903,11675
Zm00001d001733,Zm00001d017905,11676
Zm00001d017900,Zm00001d017903,11677
Zm00001d017910,Zm00001d017937,11678
Zm00001d017928,Zm00001d017933,11679
Zm00001d017928,Zm00001d017936,11680
Zm00001d017932,Zm00001d017937,11681
Zm00001d017937,Zm00001d017942,11682
Zm00001d017955,Zm00001d017957,11683
Zm00001d017955,Zm00001d017959,11684
Zm00001d017957,Zm00001d017966,11685
Zm00001d017958,Zm00001d017959,11686
Zm00001d017968,Zm00001d017983,11687
Zm00001d017968,Zm00001d017988,11688
Zm00001d017977,Zm00001d017997,11689
Zm00001d017979,Zm00001d017982,11690
Zm00001d017979,Zm00001d017980,11691
Zm00001d017986,Zm00001d017992,11692
Zm00001d017989,Zm00001d017995,11693
Zm00001d017989,Zm00001d017992,11694
Zm00001d017994,Zm00001d017995,11695
Zm00001d017998,Zm00001d018037,11696
Zm00001d018001,Zm00001d018004,11697
Zm00001d018004,Zm00001d018005,11698
Zm00001d018005,Zm00001d018009,11699
Zm00001d018005,Zm00001d018014,11700
Zm00001d018009,Zm00001d018014,11701
Zm00001d018014,Zm00001d018017,11702
Zm00001d018037,Zm00001d018038,11703
Zm00001d018038,Zm00001d018040,11704
Zm00001d018060,Zm00001d018066,11705
Zm00001d018066,Zm00001d018070,11706
Zm00001d018072,Zm00001d018075,11707
Zm00001d001738,Zm00001d018215,11708
Zm00001d018080,Zm00001d018147,11709
Zm00001d018080,Zm00001d018082,11710
Zm00001d018080,Zm00001d018086,11711
Zm00001d018082,Zm00001d018103,11712
Zm00001d018090,Zm00001d018093,11713
Zm00001d018090,Zm00001d018096,11714
Zm00001d018103,ENSRNA049446241,11715
Zm00001d018103,Zm00001d018112,11716
Zm00001d018104,Zm00001d018106,11717
Zm00001d018106,ENSRNA049446241,11718
ENSRNA049446241,Zm00001d018122,11719
ENSRNA049446241,Zm00001d018112,11720
Zm00001d018112,Zm00001d018113,11721
Zm00001d018113,Zm00001d018118,11722
Zm00001d001740,Zm00001d018147,11723
Zm00001d018128,Zm00001d018130,11724
Zm00001d018131,Zm00001d018146,11725
Zm00001d018131,Zm00001d018133,11726
Zm00001d018133,Zm00001d018146,11727
Zm00001d018135,Zm00001d018146,11728
Zm00001d018135,Zm00001d018141,11729
Zm00001d018135,Zm00001d018142,11730
Zm00001d018141,Zm00001d018142,11731
Zm00001d018142,Zm00001d018144,11732
Zm00001d018142,Zm00001d018145,11733
Zm00001d018144,Zm00001d018145,11734
Zm00001d018147,Zm00001d018215,11735
Zm00001d018151,Zm00001d018156,11736
Zm00001d018157,Zm00001d018198,11737
Zm00001d018179,Zm00001d018180,11738
Zm00001d018179,Zm00001d018182,11739
Zm00001d018180,Zm00001d018182,11740
Zm00001d018185,Zm00001d018190,11741
Zm00001d018185,Zm00001d018187,11742
Zm00001d018190,Zm00001d018194,11743
Zm00001d018194,Zm00001d018195,11744
Zm00001d018194,Zm00001d018198,11745
Zm00001d018195,Zm00001d018197,11746
Zm00001d018197,Zm00001d018207,11747
ENSRNA049477146,Zm00001d018215,11748
Zm00001d018204,Zm00001d018206,11749
Zm00001d018208,Zm00001d018382,11750
Zm00001d018209,Zm00001d018227,11751
Zm00001d018210,Zm00001d018215,11752
Zm00001d018215,Zm00001d001754,11753
Zm00001d018218,Zm00001d018227,11754
Zm00001d018230,Zm00001d018233,11755
Zm00001d018238,Zm00001d018242,11756
Zm00001d018244,Zm00001d018246,11757
Zm00001d018244,Zm00001d018252,11758
Zm00001d018259,Zm00001d018261,11759
Zm00001d018260,Zm00001d018388,11760
Zm00001d018263,Zm00001d018270,11761
Zm00001d018263,Zm00001d018274,11762
Zm00001d018270,Zm00001d018274,11763
Zm00001d018275,Zm00001d018277,11764
Zm00001d018277,Zm00001d018359,11765
Zm00001d018280,Zm00001d018287,11766
Zm00001d018281,Zm00001d018283,11767
Zm00001d018281,Zm00001d018289,11768
Zm00001d018284,Zm00001d018286,11769
Zm00001d018287,Zm00001d018289,11770
Zm00001d001746,Zm00001d018333,11771
Zm00001d018291,Zm00001d018303,11772
Zm00001d018298,Zm00001d018305,11773
Zm00001d018309,Zm00001d018316,11774
Zm00001d018309,Zm00001d018321,11775
Zm00001d018317,Zm00001d018318,11776
Zm00001d018318,Zm00001d018320,11777
Zm00001d018323,Zm00001d018325,11778
Zm00001d018326,Zm00001d018356,11779
Zm00001d018326,Zm00001d018369,11780
Zm00001d018330,Zm00001d018331,11781
Zm00001d018333,Zm00001d018336,11782
Zm00001d018334,Zm00001d018335,11783
Zm00001d018334,Zm00001d018336,11784
Zm00001d018337,Zm00001d018339,11785
Zm00001d018341,Zm00001d018343,11786
Zm00001d018342,Zm00001d018356,11787
Zm00001d018342,Zm00001d018369,11788
Zm00001d018347,Zm00001d018352,11789
Zm00001d018348,Zm00001d018349,11790
Zm00001d018349,Zm00001d018352,11791
Zm00001d018350,Zm00001d018401,11792
Zm00001d001752,Zm00001d018355,11793
Zm00001d001753,Zm00001d018388,11794
Zm00001d018362,Zm00001d018365,11795
Zm00001d018362,Zm00001d018369,11796
Zm00001d018366,Zm00001d018420,11797
Zm00001d018366,Zm00001d018369,11798
Zm00001d018369,Zm00001d018388,11799
Zm00001d018388,Zm00001d018391,11800
Zm00001d001754,Zm00001d018421,11801
Zm00001d001754,Zm00001d018430,11802
Zm00001d018406,Zm00001d018413,11803
Zm00001d018413,Zm00001d018420,11804
Zm00001d018413,Zm00001d018424,11805
Zm00001d018416,Zm00001d018420,11806
Zm00001d018425,Zm00001d018438,11807
Zm00001d018423,Zm00001d018428,11808
Zm00001d001759,Zm00001d018445,11809
Zm00001d018432,Zm00001d018433,11810
Zm00001d018441,Zm00001d018445,11811
Zm00001d018445,Zm00001d018470,11812
Zm00001d018445,Zm00001d018451,11813
Zm00001d018462,ENSRNA049478017,11814
Zm00001d018469,Zm00001d018487,11815
Zm00001d018472,Zm00001d018496,11816
Zm00001d018472,Zm00001d018475,11817
Zm00001d018472,Zm00001d018474,11818
Zm00001d018481,Zm00001d018484,11819
Zm00001d018487,Zm00001d018504,11820
Zm00001d018490,Zm00001d018529,11821
Zm00001d018512,Zm00001d018514,11822
Zm00001d018514,Zm00001d018515,11823
Zm00001d018514,Zm00001d018516,11824
Zm00001d018514,Zm00001d018522,11825
Zm00001d018515,Zm00001d018518,11826
Zm00001d018516,Zm00001d018520,11827
Zm00001d018522,Zm00001d018523,11828
Zm00001d018526,Zm00001d018528,11829
Zm00001d018533,Zm00001d018537,11830
Zm00001d018537,Zm00001d018542,11831
Zm00001d018544,Zm00001d018561,11832
Zm00001d018544,Zm00001d018565,11833
Zm00001d018544,Zm00001d018545,11834
Zm00001d018557,Zm00001d018560,11835
Zm00001d018566,Zm00001d018575,11836
Zm00001d018566,Zm00001d018580,11837
Zm00001d018575,Zm00001d018580,11838
Zm00001d034970,Zm00001d034978,11839
Zm00001d034970,Zm00001d034991,11840
Zm00001d034970,Zm00001d035016,11841
Zm00001d034970,Zm00001d035170,11842
Zm00001d034972,Zm00001d034976,11843
Zm00001d034973,Zm00001d034978,11844
Zm00001d034978,Zm00001d034991,11845
Zm00001d034991,Zm00001d035024,11846
Zm00001d034991,Zm00001d035052,11847
Zm00001d034991,Zm00001d035157,11848
Zm00001d034996,ENSRNA049450137,11849
Zm00001d034996,Zm00001d035029,11850
Zm00001d034996,Zm00001d035040,11851
Zm00001d034996,Zm00001d035094,11852
Zm00001d034996,Zm00001d035186,11853
Zm00001d034996,Zm00001d035001,11854
Zm00001d035001,Zm00001d035004,11855
Zm00001d035003,Zm00001d035004,11856
Zm00001d035004,Zm00001d035030,11857
Zm00001d035004,Zm00001d035033,11858
Zm00001d035008,Zm00001d035016,11859
Zm00001d035008,Zm00001d035024,11860
Zm00001d035008,Zm00001d035020,11861
Zm00001d035016,Zm00001d035033,11862
Zm00001d035016,Zm00001d035094,11863
Zm00001d035016,Zm00001d035020,11864
Zm00001d035016,Zm00001d035024,11865
Zm00001d035020,Zm00001d035024,11866
Zm00001d035024,Zm00001d035029,11867
Zm00001d035024,Zm00001d035033,11868
Zm00001d035028,Zm00001d035033,11869
Zm00001d035030,Zm00001d035040,11870
Zm00001d035030,Zm00001d035048,11871
Zm00001d035030,Zm00001d035032,11872
Zm00001d035032,Zm00001d035040,11873
Zm00001d035033,Zm00001d035048,11874
Zm00001d035035,Zm00001d035039,11875
Zm00001d035040,Zm00001d035048,11876
Zm00001d035041,Zm00001d035052,11877
Zm00001d035041,Zm00001d035044,11878
Zm00001d035044,Zm00001d035046,11879
Zm00001d035048,Zm00001d035052,11880
Zm00001d035052,Zm00001d035094,11881
Zm00001d035052,Zm00001d035053,11882
Zm00001d035057,Zm00001d035064,11883
Zm00001d035066,Zm00001d035072,11884
Zm00001d035072,Zm00001d035079,11885
Zm00001d035076,Zm00001d035083,11886
Zm00001d035076,Zm00001d035084,11887
Zm00001d035076,Zm00001d035081,11888
Zm00001d035081,Zm00001d035083,11889
Zm00001d035082,Zm00001d035086,11890
Zm00001d035083,Zm00001d035086,11891
Zm00001d035083,Zm00001d035087,11892
Zm00001d035083,Zm00001d035084,11893
Zm00001d035084,Zm00001d035086,11894
Zm00001d035084,Zm00001d035088,11895
Zm00001d035086,Zm00001d035092,11896
Zm00001d035089,Zm00001d035170,11897
Zm00001d035089,Zm00001d035090,11898
Zm00001d035089,Zm00001d035092,11899
Zm00001d035093,Zm00001d035113,11900
Zm00001d035094,Zm00001d035120,11901
Zm00001d035094,Zm00001d035184,11902
Zm00001d035094,Zm00001d035098,11903
Zm00001d035098,Zm00001d035113,11904
Zm00001d035098,Zm00001d035170,11905
Zm00001d035115,Zm00001d035120,11906
Zm00001d035115,ENSRNA049450122,11907
Zm00001d035115,Zm00001d035125,11908
Zm00001d035120,ENSRNA049450122,11909
Zm00001d035120,Zm00001d035125,11910
ENSRNA049450122,Zm00001d035125,11911
Zm00001d035126,Zm00001d035129,11912
Zm00001d035129,Zm00001d035130,11913
Zm00001d035133,Zm00001d035136,11914
Zm00001d035139,Zm00001d035140,11915
Zm00001d035156,Zm00001d035169,11916
Zm00001d035157,Zm00001d035161,11917
Zm00001d035157,Zm00001d035167,11918
Zm00001d035157,Zm00001d035186,11919
Zm00001d035157,Zm00001d035199,11920
Zm00001d035161,Zm00001d035166,11921
Zm00001d035169,Zm00001d035183,11922
Zm00001d035169,Zm00001d035186,11923
Zm00001d035170,Zm00001d035195,11924
Zm00001d035170,Zm00001d035208,11925
Zm00001d035174,Zm00001d035183,11926
Zm00001d035186,Zm00001d035199,11927
Zm00001d035186,Zm00001d035191,11928
Zm00001d035186,Zm00001d035194,11929
Zm00001d035186,Zm00001d035195,11930
Zm00001d035191,Zm00001d035194,11931
Zm00001d035195,ENSRNA049455555,11932
Zm00001d035197,Zm00001d035199,11933
Zm00001d035200,Zm00001d035212,11934
Zm00001d035201,Zm00001d035207,11935
Zm00001d035208,Zm00001d035210,11936
Zm00001d035208,Zm00001d035212,11937
Zm00001d035234,Zm00001d035235,11938
Zm00001d035254,Zm00001d035263,11939
Zm00001d035257,Zm00001d035263,11940
Zm00001d035257,Zm00001d035266,11941
Zm00001d035257,Zm00001d035268,11942
Zm00001d035263,Zm00001d035266,11943
Zm00001d035263,Zm00001d035268,11944
Zm00001d035263,Zm00001d035270,11945
Zm00001d035266,Zm00001d035270,11946
Zm00001d035266,Zm00001d035268,11947
Zm00001d035268,Zm00001d035270,11948
Zm00001d035270,Zm00001d035286,11949
Zm00001d001305,Zm00001d001306,11950
Zm00001d035286,Zm00001d035288,11951
Zm00001d035288,Zm00001d035294,11952
Zm00001d035288,Zm00001d001306,11953
Zm00001d035288,Zm00001d035295,11954
Zm00001d035295,Zm00001d035297,11955
Zm00001d035298,Zm00001d035313,11956
Zm00001d035313,Zm00001d035315,11957
Zm00001d035313,Zm00001d035318,11958
Zm00001d035313,Zm00001d035320,11959
Zm00001d035313,Zm00001d035323,11960
Zm00001d035315,Zm00001d035318,11961
Zm00001d035318,Zm00001d035320,11962
