Annotation1,Annotation2,ID
Zm00001d006028,Zm00001d006035,4808
Zm00001d006028,Zm00001d006036,4809
Zm00001d006028,Zm00001d006100,4810
Zm00001d006028,Zm00001d006029,4811
Zm00001d006028,Zm00001d006030,4812
Zm00001d006035,Zm00001d006036,4813
Zm00001d006046,Zm00001d006049,4814
Zm00001d001000,Zm00001d006061,4815
Zm00001d000999,Zm00001d006055,4816
Zm00001d006058,Zm00001d006061,4817
Zm00001d006061,Zm00001d006071,4818
Zm00001d006061,Zm00001d006063,4819
Zm00001d006063,Zm00001d006071,4820
Zm00001d006064,Zm00001d006071,4821
Zm00001d006065,Zm00001d006071,4822
Zm00001d006065,Zm00001d006079,4823
Zm00001d006066,Zm00001d006071,4824
Zm00001d006066,Zm00001d006079,4825
Zm00001d006067,Zm00001d006071,4826
Zm00001d006071,Zm00001d006079,4827
Zm00001d006082,Zm00001d006084,4828
Zm00001d006086,Zm00001d006089,4829
Zm00001d006090,Zm00001d006096,4830
Zm00001d006090,Zm00001d006091,4831
Zm00001d006090,Zm00001d006094,4832
Zm00001d006091,Zm00001d006094,4833
Zm00001d006094,Zm00001d006097,4834
Zm00001d006094,Zm00001d006096,4835
Zm00001d006102,Zm00001d001004,4836
Zm00001d006105,Zm00001d006113,4837
Zm00001d006106,Zm00001d006109,4838
Zm00001d006106,Zm00001d006107,4839
Zm00001d006108,Zm00001d006110,4840
Zm00001d006108,Zm00001d006109,4841
Zm00001d006109,Zm00001d006110,4842
Zm00001d006109,Zm00001d006112,4843
Zm00001d006110,Zm00001d006112,4844
Zm00001d006112,Zm00001d006115,4845
Zm00001d006112,Zm00001d006113,4846
Zm00001d006117,Zm00001d006118,4847
Zm00001d006118,Zm00001d006124,4848
Zm00001d006131,Zm00001d006132,4849
Zm00001d006149,Zm00001d006155,4850
Zm00001d006149,Zm00001d006157,4851
Zm00001d006154,Zm00001d006158,4852
Zm00001d006155,Zm00001d006166,4853
Zm00001d006158,Zm00001d006161,4854
Zm00001d006161,Zm00001d006166,4855
Zm00001d006161,Zm00001d006170,4856
Zm00001d006167,Zm00001d006168,4857
Zm00001d006167,Zm00001d006170,4858
Zm00001d006168,Zm00001d006170,4859
Zm00001d006177,Zm00001d006184,4860
Zm00001d006177,Zm00001d006180,4861
Zm00001d006177,Zm00001d006181,4862
Zm00001d006179,Zm00001d006181,4863
Zm00001d006180,Zm00001d006181,4864
Zm00001d006183,Zm00001d006184,4865
Zm00001d006185,Zm00001d006192,4866
Zm00001d006192,Zm00001d006194,4867
Zm00001d006195,Zm00001d006197,4868
Zm00001d006197,Zm00001d006198,4869
Zm00001d006198,Zm00001d006205,4870
Zm00001d006206,Zm00001d006210,4871
Zm00001d006211,Zm00001d006212,4872
Zm00001d006214,Zm00001d001006,4873
Zm00001d006214,Zm00001d006217,4874
Zm00001d006217,Zm00001d006219,4875
Zm00001d006221,Zm00001d001006,4876
Zm00001d006229,Zm00001d006232,4877
Zm00001d006232,Zm00001d006254,4878
Zm00001d006233,Zm00001d006235,4879
Zm00001d006233,Zm00001d006237,4880
Zm00001d006244,Zm00001d006250,4881
Zm00001d006246,Zm00001d006249,4882
Zm00001d006251,Zm00001d006254,4883
Zm00001d006260,Zm00001d006263,4884
Zm00001d006267,Zm00001d006270,4885
Zm00001d006269,Zm00001d006286,4886
Zm00001d006269,Zm00001d006279,4887
Zm00001d006270,Zm00001d006276,4888
Zm00001d006279,Zm00001d006283,4889
Zm00001d006283,Zm00001d006285,4890
Zm00001d006283,Zm00001d006288,4891
Zm00001d006288,Zm00001d006291,4892
Zm00001d006288,Zm00001d006293,4893
Zm00001d006288,Zm00001d006297,4894
Zm00001d006288,Zm00001d006317,4895
Zm00001d006293,Zm00001d006295,4896
Zm00001d006293,Zm00001d006296,4897
Zm00001d006295,Zm00001d006296,4898
Zm00001d006307,Zm00001d006308,4899
Zm00001d006311,Zm00001d006317,4900
Zm00001d006311,Zm00001d006323,4901
Zm00001d006311,Zm00001d006343,4902
Zm00001d006317,Zm00001d006320,4903
Zm00001d006317,Zm00001d006321,4904
Zm00001d006317,Zm00001d006323,4905
Zm00001d006317,Zm00001d006343,4906
Zm00001d006321,Zm00001d006323,4907
Zm00001d006321,Zm00001d006328,4908
Zm00001d006321,Zm00001d006335,4909
Zm00001d006323,Zm00001d006343,4910
Zm00001d006325,Zm00001d006328,4911
Zm00001d006327,Zm00001d006328,4912
Zm00001d006328,Zm00001d006330,4913
Zm00001d006332,Zm00001d006335,4914
Zm00001d006335,Zm00001d006360,4915
Zm00001d006336,Zm00001d006348,4916
Zm00001d006337,Zm00001d006342,4917
Zm00001d006344,Zm00001d006348,4918
Zm00001d006344,Zm00001d006350,4919
Zm00001d006344,Zm00001d006360,4920
Zm00001d006345,Zm00001d006346,4921
Zm00001d006348,Zm00001d006350,4922
Zm00001d006350,Zm00001d001008,4923
Zm00001d006351,Zm00001d006496,4924
Zm00001d006355,Zm00001d006357,4925
Zm00001d006360,Zm00001d006389,4926
Zm00001d006360,Zm00001d006593,4927
Zm00001d006368,Zm00001d006371,4928
Zm00001d006373,Zm00001d006375,4929
Zm00001d006373,Zm00001d006382,4930
Zm00001d006373,Zm00001d006409,4931
Zm00001d006377,Zm00001d006382,4932
Zm00001d006377,Zm00001d006400,4933
Zm00001d006382,Zm00001d006401,4934
Zm00001d006382,Zm00001d006422,4935
Zm00001d006382,Zm00001d006384,4936
Zm00001d006382,Zm00001d006396,4937
Zm00001d006382,Zm00001d006389,4938
Zm00001d006389,Zm00001d006396,4939
Zm00001d006401,Zm00001d006409,4940
Zm00001d006401,Zm00001d006422,4941
Zm00001d006409,Zm00001d006416,4942
Zm00001d006409,Zm00001d006422,4943
Zm00001d006419,Zm00001d006430,4944
Zm00001d006422,Zm00001d006434,4945
Zm00001d006422,Zm00001d006438,4946
Zm00001d006422,Zm00001d006443,4947
Zm00001d006422,Zm00001d006455,4948
Zm00001d006422,Zm00001d006428,4949
Zm00001d006424,Zm00001d006459,4950
Zm00001d006422,Zm00001d006428,4951
Zm00001d006430,Zm00001d006433,4952
Zm00001d006434,Zm00001d006443,4953
Zm00001d006433,Zm00001d006438,4954
Zm00001d006438,Zm00001d006439,4955
Zm00001d006439,Zm00001d006443,4956
Zm00001d006440,Zm00001d006454,4957
Zm00001d006440,Zm00001d006443,4958
Zm00001d006443,Zm00001d006459,4959
Zm00001d006445,Zm00001d006446,4960
Zm00001d006445,Zm00001d006454,4961
Zm00001d006445,Zm00001d006451,4962
Zm00001d006447,Zm00001d006449,4963
Zm00001d006451,Zm00001d006453,4964
Zm00001d006454,Zm00001d006473,4965
Zm00001d006456,Zm00001d006458,4966
Zm00001d006459,Zm00001d006504,4967
Zm00001d006460,Zm00001d006473,4968
Zm00001d006460,Zm00001d006481,4969
Zm00001d006461,Zm00001d006494,4970
Zm00001d006462,Zm00001d006467,4971
Zm00001d006462,Zm00001d006470,4972
Zm00001d006462,Zm00001d006464,4973
Zm00001d006464,Zm00001d006471,4974
Zm00001d006464,Zm00001d006472,4975
Zm00001d006464,Zm00001d006494,4976
Zm00001d006464,Zm00001d006507,4977
Zm00001d006467,Zm00001d006470,4978
Zm00001d006471,Zm00001d006476,4979
Zm00001d006471,Zm00001d006472,4980
Zm00001d006472,Zm00001d006488,4981
Zm00001d006473,Zm00001d006476,4982
Zm00001d006473,Zm00001d006481,4983
Zm00001d006473,Zm00001d006494,4984
Zm00001d006479,Zm00001d006491,4985
Zm00001d006479,Zm00001d006481,4986
Zm00001d006481,Zm00001d006488,4987
Zm00001d006481,Zm00001d006491,4988
Zm00001d006486,Zm00001d006488,4989
Zm00001d006491,Zm00001d006495,4990
Zm00001d006494,Zm00001d006507,4991
Zm00001d006496,Zm00001d006499,4992
Zm00001d006496,Zm00001d006501,4993
Zm00001d006497,Zm00001d006499,4994
Zm00001d006497,Zm00001d006501,4995
Zm00001d006504,Zm00001d006507,4996
Zm00001d006511,Zm00001d006512,4997
Zm00001d006521,Zm00001d006524,4998
Zm00001d006527,Zm00001d006531,4999
Zm00001d006534,Zm00001d006539,5000
Zm00001d006541,Zm00001d006566,5001
Zm00001d006541,Zm00001d006553,5002
Zm00001d006546,Zm00001d006549,5003
Zm00001d006549,Zm00001d006552,5004
Zm00001d006553,Zm00001d006565,5005
Zm00001d006555,Zm00001d006563,5006
Zm00001d006567,Zm00001d006573,5007
Zm00001d006567,Zm00001d006625,5008
Zm00001d006568,Zm00001d006573,5009
Zm00001d006570,Zm00001d006573,5010
Zm00001d006578,Zm00001d006588,5011
Zm00001d006581,Zm00001d006582,5012
Zm00001d006582,Zm00001d006585,5013
Zm00001d006582,Zm00001d006588,5014
Zm00001d006588,Zm00001d006593,5015
Zm00001d006593,Zm00001d006679,5016
Zm00001d006595,Zm00001d006613,5017
Zm00001d006597,Zm00001d006628,5018
Zm00001d006600,Zm00001d006622,5019
Zm00001d006600,Zm00001d006602,5020
Zm00001d006602,Zm00001d006605,5021
Zm00001d006605,Zm00001d001013,5022
Zm00001d006605,Zm00001d006612,5023
Zm00001d006605,Zm00001d006622,5024
Zm00001d006606,Zm00001d006607,5025
Zm00001d006606,Zm00001d006612,5026
Zm00001d006607,Zm00001d006610,5027
Zm00001d006612,Zm00001d006613,5028
Zm00001d006617,Zm00001d006619,5029
Zm00001d006617,Zm00001d006627,5030
Zm00001d006622,Zm00001d006760,5031
Zm00001d006625,Zm00001d006714,5032
Zm00001d006625,Zm00001d006627,5033
Zm00001d006625,Zm00001d006630,5034
Zm00001d006628,Zm00001d006630,5035
Zm00001d006630,Zm00001d006631,5036
Zm00001d006630,Zm00001d006644,5037
Zm00001d006630,Zm00001d006645,5038
Zm00001d006631,Zm00001d006638,5039
Zm00001d006639,Zm00001d006640,5040
Zm00001d006640,Zm00001d006644,5041
Zm00001d006649,Zm00001d006650,5042
Zm00001d006649,Zm00001d006651,5043
Zm00001d006649,Zm00001d006654,5044
Zm00001d006650,Zm00001d006651,5045
Zm00001d006651,Zm00001d006654,5046
Zm00001d006654,Zm00001d006656,5047
Zm00001d006656,Zm00001d006657,5048
Zm00001d006657,Zm00001d006659,5049
Zm00001d006658,Zm00001d006677,5050
Zm00001d006659,Zm00001d006667,5051
Zm00001d006659,Zm00001d006673,5052
Zm00001d006659,Zm00001d006702,5053
Zm00001d006663,Zm00001d006667,5054
Zm00001d006667,Zm00001d006673,5055
Zm00001d006670,Zm00001d006677,5056
Zm00001d006670,Zm00001d006700,5057
Zm00001d006673,Zm00001d006676,5058
Zm00001d006677,Zm00001d006700,5059
Zm00001d006679,Zm00001d006681,5060
Zm00001d006679,Zm00001d006714,5061
Zm00001d006688,Zm00001d006699,5062
Zm00001d006688,Zm00001d006700,5063
Zm00001d006691,Zm00001d006697,5064
Zm00001d006697,Zm00001d006700,5065
Zm00001d006699,Zm00001d006700,5066
Zm00001d006702,Zm00001d006727,5067
Zm00001d006702,Zm00001d006704,5068
Zm00001d006704,Zm00001d006710,5069
Zm00001d006705,Zm00001d006727,5070
Zm00001d006708,Zm00001d006710,5071
Zm00001d006710,Zm00001d006714,5072
Zm00001d006717,Zm00001d001016,5073
Zm00001d001016,Zm00001d006722,5074
Zm00001d001016,Zm00001d006725,5075
Zm00001d006722,Zm00001d006725,5076
Zm00001d006726,Zm00001d006738,5077
Zm00001d006726,Zm00001d006754,5078
Zm00001d006727,Zm00001d006732,5079
Zm00001d006727,Zm00001d006736,5080
Zm00001d006733,Zm00001d006736,5081
Zm00001d006737,Zm00001d006738,5082
Zm00001d006739,Zm00001d006761,5083
Zm00001d006751,Zm00001d006770,5084
Zm00001d006751,Zm00001d006754,5085
Zm00001d006751,Zm00001d006759,5086
Zm00001d006751,Zm00001d006762,5087
Zm00001d006754,Zm00001d006763,5088
Zm00001d006756,Zm00001d006757,5089
Zm00001d006756,Zm00001d006758,5090
Zm00001d006757,Zm00001d006758,5091
Zm00001d006763,Zm00001d006769,5092
Zm00001d006771,Zm00001d006778,5093
Zm00001d006771,Zm00001d006787,5094
ENSRNA049442482,Zm00001d006788,5095
Zm00001d006789,Zm00001d006790,5096
Zm00001d006789,Zm00001d006793,5097
Zm00001d006790,Zm00001d006793,5098
Zm00001d006790,Zm00001d006797,5099
Zm00001d006797,Zm00001d001020,5100
Zm00001d006812,Zm00001d006821,5101
Zm00001d006823,Zm00001d006825,5102
Zm00001d006828,Zm00001d006833,5103
Zm00001d006828,Zm00001d006837,5104
Zm00001d006828,Zm00001d006845,5105
Zm00001d006835,Zm00001d006836,5106
Zm00001d006840,Zm00001d006845,5107
Zm00001d006840,Zm00001d006856,5108
Zm00001d006845,Zm00001d006856,5109
Zm00001d006846,Zm00001d006853,5110
Zm00001d006858,Zm00001d006864,5111
ENSRNA049466048,Zm00001d006864,5112
ENSRNA049466048,Zm00001d006868,5113
Zm00001d006864,Zm00001d006866,5114
Zm00001d006866,Zm00001d006868,5115
Zm00001d006873,ENSRNA049443525,5116
Zm00001d001021,Zm00001d006930,5117
Zm00001d001021,Zm00001d007039,5118
Zm00001d001021,Zm00001d006881,5119
Zm00001d001021,Zm00001d006885,5120
Zm00001d006879,Zm00001d006883,5121
Zm00001d006879,Zm00001d006881,5122
Zm00001d006882,Zm00001d006918,5123
Zm00001d006882,Zm00001d006883,5124
Zm00001d006885,Zm00001d006886,5125
Zm00001d006889,Zm00001d006894,5126
Zm00001d006899,Zm00001d006900,5127
Zm00001d006899,Zm00001d001023,5128
Zm00001d006900,Zm00001d001023,5129
Zm00001d006903,Zm00001d006914,5130
Zm00001d006904,Zm00001d006905,5131
Zm00001d006906,Zm00001d006914,5132
Zm00001d006907,Zm00001d006910,5133
Zm00001d006918,Zm00001d007037,5134
Zm00001d006918,Zm00001d007146,5135
Zm00001d006920,Zm00001d006945,5136
Zm00001d006920,Zm00001d007029,5137
Zm00001d006920,Zm00001d007196,5138
Zm00001d006920,Zm00001d006929,5139
Zm00001d006921,ENSRNA049466250,5140
ENSRNA049466250,ENSRNA049442545,5141
Zm00001d006929,Zm00001d007029,5142
Zm00001d006930,Zm00001d007011,5143
Zm00001d006932,Zm00001d006944,5144
Zm00001d006932,Zm00001d006938,5145
Zm00001d006939,Zm00001d006943,5146
Zm00001d006944,Zm00001d007029,5147
Zm00001d006951,Zm00001d007029,5148
Zm00001d007016,Zm00001d007029,5149
Zm00001d007016,Zm00001d007037,5150
Zm00001d007029,Zm00001d007032,5151
Zm00001d007032,Zm00001d007035,5152
Zm00001d007039,Zm00001d007043,5153
Zm00001d007043,Zm00001d007044,5154
Zm00001d007046,Zm00001d007048,5155
Zm00001d007050,Zm00001d007053,5156
Zm00001d007061,Zm00001d007065,5157
Zm00001d007070,Zm00001d007071,5158
Zm00001d007072,Zm00001d007082,5159
Zm00001d001024,Zm00001d007076,5160
Zm00001d007080,Zm00001d007082,5161
Zm00001d007082,Zm00001d007086,5162
Zm00001d007082,Zm00001d007094,5163
Zm00001d007089,Zm00001d007092,5164
Zm00001d007094,Zm00001d007096,5165
Zm00001d007096,Zm00001d007153,5166
Zm00001d007099,Zm00001d007102,5167
Zm00001d007099,Zm00001d007103,5168
Zm00001d007102,Zm00001d007103,5169
Zm00001d007108,Zm00001d007112,5170
Zm00001d007113,Zm00001d007117,5171
Zm00001d007113,Zm00001d007119,5172
Zm00001d007117,Zm00001d007119,5173
Zm00001d007119,Zm00001d007121,5174
Zm00001d007130,Zm00001d007133,5175
Zm00001d007135,Zm00001d007145,5176
Zm00001d007135,Zm00001d007139,5177
Zm00001d007139,Zm00001d007141,5178
Zm00001d007139,Zm00001d007145,5179
Zm00001d007146,Zm00001d007152,5180
Zm00001d007155,Zm00001d007187,5181
Zm00001d007155,Zm00001d007173,5182
Zm00001d007158,Zm00001d007173,5183
Zm00001d007158,Zm00001d007159,5184
Zm00001d007160,Zm00001d007162,5185
Zm00001d007173,Zm00001d007187,5186
Zm00001d007173,Zm00001d007196,5187
Zm00001d007175,Zm00001d007179,5188
Zm00001d007175,Zm00001d007181,5189
Zm00001d007179,Zm00001d007181,5190
Zm00001d007181,Zm00001d007183,5191
Zm00001d007183,Zm00001d007184,5192
Zm00001d007183,Zm00001d007185,5193
Zm00001d007187,Zm00001d007202,5194
Zm00001d007189,Zm00001d007190,5195
Zm00001d007189,Zm00001d007193,5196
Zm00001d007189,Zm00001d007191,5197
Zm00001d007190,Zm00001d007191,5198
Zm00001d007191,Zm00001d007193,5199
Zm00001d007196,Zm00001d007214,5200
Zm00001d007196,Zm00001d007201,5201
Zm00001d007201,Zm00001d007213,5202
Zm00001d007201,Zm00001d007202,5203
Zm00001d007202,Zm00001d007214,5204
Zm00001d007202,Zm00001d007226,5205
Zm00001d007204,Zm00001d007213,5206
Zm00001d007204,Zm00001d007208,5207
Zm00001d007215,Zm00001d007226,5208
Zm00001d007215,Zm00001d007228,5209
Zm00001d007215,Zm00001d007234,5210
Zm00001d007226,Zm00001d007234,5211
Zm00001d007226,Zm00001d007259,5212
Zm00001d007226,Zm00001d007228,5213
Zm00001d007229,Zm00001d007234,5214
Zm00001d007247,Zm00001d007251,5215
Zm00001d007254,Zm00001d007256,5216
Zm00001d007263,Zm00001d007268,5217
Zm00001d007265,Zm00001d007267,5218
Zm00001d007267,Zm00001d007270,5219
Zm00001d007268,Zm00001d001028,5220
Zm00001d007270,Zm00001d007277,5221
Zm00001d007274,Zm00001d007277,5222
Zm00001d007277,Zm00001d007295,5223
Zm00001d007277,Zm00001d007287,5224
Zm00001d007287,Zm00001d007295,5225
Zm00001d007288,Zm00001d007294,5226
Zm00001d007288,Zm00001d007296,5227
Zm00001d007290,Zm00001d007294,5228
Zm00001d007295,Zm00001d007302,5229
Zm00001d007295,Zm00001d007296,5230
Zm00001d007295,Zm00001d007300,5231
Zm00001d007305,Zm00001d007309,5232
Zm00001d007318,Zm00001d007319,5233
Zm00001d007318,Zm00001d007324,5234
Zm00001d007320,Zm00001d007324,5235
Zm00001d007320,Zm00001d007328,5236
Zm00001d007324,Zm00001d001032,5237
Zm00001d007324,Zm00001d007327,5238
Zm00001d007328,Zm00001d007331,5239
Zm00001d007328,Zm00001d007334,5240
Zm00001d007339,Zm00001d007341,5241
Zm00001d007339,Zm00001d007345,5242
Zm00001d007345,Zm00001d007348,5243
Zm00001d007345,Zm00001d007349,5244
Zm00001d007354,Zm00001d007357,5245
Zm00001d007357,Zm00001d007360,5246
Zm00001d007360,Zm00001d007363,5247
Zm00001d007366,Zm00001d007367,5248
Zm00001d007366,Zm00001d007369,5249
Zm00001d007369,Zm00001d007372,5250
Zm00001d007369,Zm00001d007383,5251
Zm00001d007370,Zm00001d007372,5252
Zm00001d007373,Zm00001d007381,5253
Zm00001d007383,Zm00001d007388,5254
Zm00001d007383,Zm00001d007391,5255
Zm00001d007388,Zm00001d007407,5256
Zm00001d007391,Zm00001d001041,5257
Zm00001d007391,Zm00001d007417,5258
Zm00001d007391,Zm00001d007401,5259
Zm00001d007394,Zm00001d007395,5260
Zm00001d001041,Zm00001d007397,5261
Zm00001d001041,Zm00001d007401,5262
Zm00001d007398,Zm00001d007401,5263
Zm00001d007401,Zm00001d007417,5264
Zm00001d007403,Zm00001d007417,5265
Zm00001d007403,Zm00001d007407,5266
Zm00001d007407,Zm00001d007417,5267
Zm00001d007411,Zm00001d007417,5268
Zm00001d007417,Zm00001d007423,5269
Zm00001d001044,Zm00001d007421,5270
Zm00001d007421,Zm00001d007423,5271
Zm00001d007426,Zm00001d007430,5272
Zm00001d007431,Zm00001d007435,5273
Zm00001d007442,Zm00001d007445,5274
Zm00001d007446,Zm00001d007451,5275
Zm00001d007454,Zm00001d007455,5276
Zm00001d007455,Zm00001d007462,5277
Zm00001d007465,Zm00001d007466,5278
Zm00001d007474,Zm00001d001045,5279
Zm00001d007474,Zm00001d007475,5280
Zm00001d001045,Zm00001d007475,5281
Zm00001d007485,Zm00001d007489,5282
Zm00001d007490,Zm00001d007495,5283
Zm00001d007503,Zm00001d007507,5284
Zm00001d007509,Zm00001d007522,5285
Zm00001d007514,Zm00001d007517,5286
Zm00001d007517,Zm00001d007529,5287
Zm00001d007522,Zm00001d007529,5288
Zm00001d007530,Zm00001d007535,5289
Zm00001d007531,Zm00001d007534,5290
Zm00001d007534,Zm00001d007535,5291
Zm00001d007560,Zm00001d007572,5292
Zm00001d007572,Zm00001d007698,5293
Zm00001d007572,Zm00001d007892,5294
Zm00001d007577,Zm00001d007585,5295
Zm00001d007585,Zm00001d007595,5296
Zm00001d007590,Zm00001d007594,5297
Zm00001d007595,Zm00001d007596,5298
Zm00001d007600,Zm00001d007602,5299
Zm00001d007633,Zm00001d007635,5300
Zm00001d007638,Zm00001d007640,5301
Zm00001d007647,Zm00001d007651,5302
Zm00001d007647,Zm00001d007659,5303
Zm00001d007652,Zm00001d007658,5304
Zm00001d007654,Zm00001d007657,5305
Zm00001d007679,Zm00001d007682,5306
Zm00001d007688,Zm00001d007692,5307
Zm00001d007688,Zm00001d007698,5308
Zm00001d007692,Zm00001d007697,5309
Zm00001d007698,Zm00001d007719,5310
Zm00001d007706,Zm00001d007755,5311
Zm00001d007709,Zm00001d007712,5312
Zm00001d007713,Zm00001d007719,5313
Zm00001d007713,Zm00001d007714,5314
Zm00001d007713,Zm00001d007716,5315
Zm00001d007714,Zm00001d007715,5316
Zm00001d007716,Zm00001d007755,5317
Zm00001d007716,Zm00001d007824,5318
Zm00001d007716,Zm00001d007719,5319
Zm00001d007744,Zm00001d007752,5320
Zm00001d007755,Zm00001d007758,5321
Zm00001d007758,Zm00001d007763,5322
Zm00001d007758,Zm00001d007759,5323
Zm00001d007760,Zm00001d007763,5324
Zm00001d007766,Zm00001d007806,5325
Zm00001d007766,Zm00001d007892,5326
Zm00001d007766,Zm00001d007915,5327
Zm00001d007767,Zm00001d007838,5328
Zm00001d007771,Zm00001d007772,5329
Zm00001d007776,Zm00001d007892,5330
Zm00001d007778,Zm00001d007786,5331
Zm00001d007778,Zm00001d007824,5332
Zm00001d007778,Zm00001d007782,5333
Zm00001d007782,Zm00001d007799,5334
Zm00001d007783,Zm00001d007786,5335
Zm00001d007783,Zm00001d007785,5336
Zm00001d007785,Zm00001d007786,5337
Zm00001d007786,Zm00001d007790,5338
Zm00001d007801,Zm00001d007822,5339
Zm00001d007802,Zm00001d007806,5340
Zm00001d007803,Zm00001d007806,5341
Zm00001d007807,Zm00001d007824,5342
Zm00001d007807,Zm00001d007838,5343
Zm00001d007807,Zm00001d007892,5344
Zm00001d007807,Zm00001d007810,5345
Zm00001d007816,Zm00001d007822,5346
Zm00001d007816,Zm00001d007819,5347
Zm00001d007819,Zm00001d007822,5348
Zm00001d007822,Zm00001d007904,5349
Zm00001d007824,Zm00001d007886,5350
Zm00001d007824,Zm00001d007913,5351
Zm00001d007826,ENSRNA049443270,5352
Zm00001d007826,Zm00001d007827,5353
Zm00001d007830,Zm00001d007835,5354
Zm00001d007832,Zm00001d007837,5355
Zm00001d007837,Zm00001d007902,5356
Zm00001d007837,Zm00001d007905,5357
Zm00001d007838,Zm00001d007892,5358
Zm00001d007838,Zm00001d007904,5359
Zm00001d007840,Zm00001d007842,5360
Zm00001d007840,Zm00001d007850,5361
Zm00001d007840,Zm00001d007865,5362
Zm00001d007840,Zm00001d007846,5363
Zm00001d007850,Zm00001d007851,5364
Zm00001d007853,Zm00001d007864,5365
Zm00001d007854,Zm00001d007959,5366
Zm00001d007854,Zm00001d007858,5367
Zm00001d007859,Zm00001d007862,5368
Zm00001d007859,Zm00001d007864,5369
Zm00001d007862,Zm00001d007864,5370
Zm00001d007862,Zm00001d007871,5371
Zm00001d007862,Zm00001d007886,5372
Zm00001d007865,Zm00001d007886,5373
Zm00001d007865,Zm00001d007954,5374
Zm00001d007865,Zm00001d007871,5375
Zm00001d007868,Zm00001d007870,5376
Zm00001d007869,Zm00001d007870,5377
Zm00001d007871,Zm00001d007881,5378
Zm00001d007871,Zm00001d007915,5379
Zm00001d007872,Zm00001d007876,5380
Zm00001d007872,Zm00001d007877,5381
Zm00001d007872,Zm00001d007905,5382
Zm00001d007878,Zm00001d007881,5383
Zm00001d007886,Zm00001d007894,5384
Zm00001d007886,Zm00001d007902,5385
Zm00001d007886,Zm00001d007908,5386
Zm00001d007886,Zm00001d007915,5387
Zm00001d007886,Zm00001d007919,5388
Zm00001d007891,Zm00001d007912,5389
Zm00001d007898,Zm00001d007902,5390
Zm00001d007902,Zm00001d007904,5391
Zm00001d007905,Zm00001d007912,5392
Zm00001d007905,Zm00001d007907,5393
Zm00001d007909,Zm00001d007912,5394
Zm00001d007915,Zm00001d007919,5395
Zm00001d001064,Zm00001d007927,5396
Zm00001d007941,Zm00001d007942,5397
Zm00001d007943,Zm00001d007954,5398
Zm00001d007943,Zm00001d007945,5399
Zm00001d007946,Zm00001d007947,5400
Zm00001d007946,Zm00001d007951,5401
Zm00001d007948,Zm00001d007949,5402
Zm00001d007948,Zm00001d007951,5403
Zm00001d007949,Zm00001d007951,5404
Zm00001d007960,Zm00001d007962,5405
Zm00001d039243,Zm00001d039250,5406
Zm00001d039245,Zm00001d039250,5407
Zm00001d039253,Zm00001d044555,5408
Zm00001d039253,Zm00001d039256,5409
Zm00001d039253,Zm00001d039259,5410
Zm00001d039253,Zm00001d039261,5411
Zm00001d039256,Zm00001d039259,5412
Zm00001d039259,Zm00001d039266,5413
Zm00001d039259,Zm00001d039261,5414
Zm00001d039264,Zm00001d039266,5415
Zm00001d039267,Zm00001d039304,5416
Zm00001d000462,Zm00001d039270,5417
Zm00001d039277,Zm00001d039278,5418
Zm00001d039287,Zm00001d039293,5419
Zm00001d039294,Zm00001d039296,5420
Zm00001d039296,Zm00001d039299,5421
Zm00001d039300,Zm00001d039304,5422
Zm00001d039300,Zm00001d039352,5423
Zm00001d039301,Zm00001d039304,5424
Zm00001d039311,Zm00001d039328,5425
Zm00001d039314,Zm00001d039315,5426
Zm00001d039317,Zm00001d039319,5427
Zm00001d039318,Zm00001d039319,5428
ENSRNA049470577,Zm00001d039352,5429
Zm00001d039340,Zm00001d039341,5430
Zm00001d039348,Zm00001d039350,5431
Zm00001d039350,Zm00001d039355,5432
Zm00001d039352,Zm00001d039370,5433
Zm00001d039352,Zm00001d039380,5434
Zm00001d039355,Zm00001d039386,5435
Zm00001d039369,Zm00001d039379,5436
Zm00001d039370,Zm00001d039400,5437
Zm00001d039370,Zm00001d039372,5438
Zm00001d039370,Zm00001d039378,5439
Zm00001d039374,Zm00001d039378,5440
Zm00001d039378,Zm00001d039385,5441
Zm00001d039380,Zm00001d039400,5442
Zm00001d039380,Zm00001d039417,5443
Zm00001d039382,Zm00001d039383,5444
Zm00001d039384,Zm00001d039453,5445
Zm00001d039386,Zm00001d039417,5446
Zm00001d039386,Zm00001d039387,5447
Zm00001d039395,Zm00001d039400,5448
Zm00001d039400,Zm00001d039524,5449
Zm00001d039403,Zm00001d039408,5450
Zm00001d039409,Zm00001d039415,5451
Zm00001d039409,Zm00001d039411,5452
Zm00001d039411,Zm00001d039413,5453
Zm00001d039417,Zm00001d039453,5454
Zm00001d039417,Zm00001d039434,5455
Zm00001d039425,Zm00001d039427,5456
Zm00001d039427,Zm00001d039429,5457
Zm00001d039427,Zm00001d039434,5458
Zm00001d039427,Zm00001d039439,5459
Zm00001d039431,Zm00001d039434,5460
Zm00001d039434,Zm00001d039458,5461
Zm00001d039434,Zm00001d039469,5462
Zm00001d039444,Zm00001d039446,5463
Zm00001d039444,Zm00001d039452,5464
Zm00001d039453,Zm00001d039468,5465
Zm00001d039453,Zm00001d039495,5466
Zm00001d039453,Zm00001d039510,5467
Zm00001d039456,Zm00001d039461,5468
Zm00001d039462,Zm00001d039465,5469
Zm00001d039462,Zm00001d039468,5470
Zm00001d039462,Zm00001d039464,5471
Zm00001d039465,Zm00001d039468,5472
