Gene,Expression
MH01g0680400,0
MH01g0680500,0
MH01g0680600,12.9994
MH01g0680700,68.1579
MH01g0680800,93.3411
MH01g0680900,21.9908
MH01g0681000,24.1161
MH01g0681100,0
MH01g0681200,0
MH01g0681300,27.5431
MH01g0681400,35.3154
MH01g0681500,0
MH01g0681600,3.74151
MH01g0681700,2.32878
MH01g0681800,122.922
MH01g0681900,0
MH01g0682000,14.1581
MH01g0682100,1.9948
MH01g0682200,0
MH01g0682300,0
MH01g0682400,0
MH01g0682500,46.1422
MH01g0682600,0.653241
MH01g0682700,11.3418
MH01g0682800,0
MH01g0682900,1.18523
MH01g0683000,48.4641
MH01g0683100,30.7069
MH01g0683200,15.3428
MH01g0683300,0.78746
MH01g0683400,49.8984
MH01g0683500,47.6179
MH01g0683600,0
MH01g0683700,0
MH01g0683800,0
MH01g0683900,11.7588
MH01g0684000,11.5864
MH01g0684100,5.24561
MH01g0684200,0
MH01g0684300,0
MH01g0684400,9.63041
MH01g0684500,4.08809
MH01g0684600,0
MH01g0684700,0
MH01g0684800,5.39746
MH01g0684900,20.2563
MH01g0685000,12.4204
MH01g0685100,0.224984
MH01g0685200,107.122
MH01g0685300,13.5212
MH01g0685400,0
MH01g0685500,32.4538
MH01g0685600,11.6362
MH01g0685700,30.9404
MH01g0685800,0
MH01g0685900,0
MH01g0686000,0
MH01g0686100,0
MH01g0686200,30.3184
MH01g0686300,2.82615
MH01g0686400,0
MH01g0686500,0.0770067
MH01g0686600,3.85665
MH01g0686700,10.353
MH01g0686800,16.8878
MH01g0686900,0
MH01g0687000,19.3446
MH01g0687100,36.0075
MH01g0687200,5.55372
MH01g0687300,22.6758
MH01g0687400,0
MH01g0687500,31.547
MH01g0687600,17.917
MH01g0687700,16.6076
MH01g0687800,1.69605
MH01g0687900,1.42086
MH01g0688000,0.105046
MH01g0688100,0
MH01g0688200,3.43747
MH01g0688300,0.150393
MH01g0688400,3.34699
MH01g0688500,1.31094
MH01g0688600,2.41541
MH01g0688700,0.738583
MH01g0688800,4.28554
MH01g0688900,16.3014
MH01g0689000,8.98448
MH01g0689100,0.22102
MH01g0689200,28.0335
MH01g0689300,0
MH01g0689400,1.14508
MH01g0689500,1.2935
MH01g0689600,0
MH01g0689700,0.0431707
MH01g0689800,0
MH01g0689900,70.0971
MH01g0690000,0.616365
MH01g0690100,0.545108
MH01g0690200,11.4845
MH01g0690300,0.0274809
MH01g0690400,4.04781
MH01g0690500,0
MH01g0690600,0.994344
MH01g0690700,21.5104
MH01g0690800,0.461385
MH01g0690900,3.02621
MH01g0691000,28.1942
MH01g0691100,8.28965
MH01g0691200,3.9877
MH01g0691300,0
MH01g0691400,12.4657
MH01g0691500,4.67272
MH01g0691600,4.58628
MH01g0691700,8.23874
MH01g0691800,1.6191
MH01g0691900,16.9865
MH01g0692000,4.19622
MH01g0692100,0
MH01g0692200,4.20824
MH01g0692300,0
MH01g0692400,7.15895
MH01g0692500,18.2723
MH01g0692600,2.14311
MH01g0692700,0
MH01g0692800,2.71403
MH01g0692900,0
MH01g0693000,0
MH01g0693100,20.1223
MH01g0693200,34.6603
MH01g0693300,7.28471
MH01g0693400,1.22026
MH01g0693500,0.790979
MH01g0693600,28.7011
MH01g0693700,0
MH01g0693800,0
MH01g0693900,0
MH01g0694000,9.05474
MH01g0694100,36.3805
MH01g0694200,0
MH01g0694300,2.58742
MH01g0694400,8.1295
MH01g0694500,86.2625
MH01g0694600,1.62457
MH01g0694700,0
MH01g0694800,0
MH01g0694900,0
MH01g0695000,9.23323
MH01g0695100,0.420157
MH01g0695200,2.23234
MH01g0695300,0
MH01g0695400,0
MH01g0695500,0
MH01g0695600,0
MH01g0695700,17.8704
MH01g0695800,3.77766
MH01g0695900,143.341
MH01g0696000,0
MH01g0696100,32.8627
MH01g0696200,0
MH01g0696300,1.61168
MH01g0696400,0.645725
MH01g0696500,12.5713
MH01g0696600,18.6045
MH01g0696700,0
MH01g0696800,1.00518
MH01g0696900,0
MH01g0697000,0
MH01g0697100,0
MH01g0697200,0.328207
MH01g0697300,0.0810786
MH01g0697400,0.636055
MH01g0697500,3.94081
MH01g0697600,12.6032
MH01g0697700,0.165441
MH01g0697800,0
MH01g0697900,43.1707
MH01g0698000,0
MH01g0698100,0
MH01g0698200,0
MH01g0698300,0
MH01g0698400,7.62753
MH01g0698500,0.129364
MH01g0698600,1.00998
MH01g0698700,0
MH01g0698800,0
MH01g0698900,0
MH01g0699000,39.0978
MH01g0699100,7.85624
MH01g0699200,34.7707
MH01g0699300,5.78308
MH01g0699400,14.3293
MH01g0699500,3.64451
MH01g0699600,4.58693
MH01g0699700,11.167
MH01g0699800,5.3636
MH01g0699900,0
MH01g0700000,11.1044
MH01g0700100,77.3255
MH01g0700200,11.9855
MH01g0700300,11.7392
MH01g0700400,2.4686
MH01g0700500,0.590143
MH01g0700600,25.238
MH01g0700700,0
MH01g0700800,12.4717
MH01g0700900,5.26632
MH01g0701000,9.77838
MH01g0701100,0
MH01g0701200,0.448992
MH01g0701300,29.1
MH01g0701400,0.257748
MH01g0701500,0.107401
MH01g0701600,18.5764
MH01g0701700,2.10076
MH01g0701800,0.607825
MH01g0701900,15.1143
MH01g0702000,0
MH01g0702100,0
MH01g0702200,0.0134164
MH01g0702300,37.6981
MH01g0702400,14.7004
MH01g0702500,20.8572
MH01g0702600,0.751778
MH01g0702700,101.214
MH01g0702800,2.50594
MH01g0702900,2.03156
MH01g0703000,0.0121706
MH01g0703100,0.0172888
MH01g0703200,0.33173
MH01g0703300,15.1625
MH01g0703400,6.29026
MH01g0703500,13.5165
MH01g0703600,3.88848
MH01g0703700,26.7309
MH01g0703800,0
MH01g0703900,3.1285
MH01g0704000,0
MH01g0704100,6.25282
MH01g0704200,0
MH01g0704300,0.0140535
MH01g0704400,0
MH01g0704500,0
MH01g0704600,5.83119
MH01g0704700,43.4857
MH01g0704800,18.3261
MH01g0704900,9.18429
MH01g0705000,11.82
MH01g0705100,0
MH01g0705200,1.0991
MH01g0705300,1.71968
MH01g0705400,0
MH01g0705500,1.55364
MH01g0705600,0
MH01g0705700,1.04449
MH01g0705800,5.94017
MH01g0705900,24.4547
MH01g0706000,0
MH01g0706100,0
MH01g0706200,27.7571
MH01g0706300,0
MH01g0706400,4.33899
MH01g0706500,12.7788
MH01g0706600,0.630173
MH01g0706700,0
MH01g0706800,0.342305
MH01g0706900,0
MH01g0707000,189.803
MH01g0707100,122.844
MH01g0707200,56.9016
MH01g0707300,110.903
MH01g0707400,5.10009
MH01g0707500,57.9333
MH01g0707600,36.4343
MH01g0707700,0
MH01g0707800,0.200989
MH01g0707900,27.617
MH01g0708000,0
MH01g0708100,3.64877
MH01g0708200,12.088
MH01g0708300,15.7022
MH01g0708400,0
MH01g0708500,15.0227
MH01g0708600,12.5379
MH01g0708700,11.0907
MH01g0708800,49.7575
MH01g0708900,14.395
MH01g0709000,0
MH01g0709100,0
MH01g0709200,0.0181684
MH01g0709300,15.4505
MH01g0709400,3.72182
MH01g0709500,0
MH01g0709600,0
MH01g0709700,23.1732
MH01g0709800,35.7271
MH01g0709900,0
MH01g0710000,0.257452
MH01g0710100,2.87857
MH01g0710200,1.5988
MH01g0710300,0.596633
MH01g0710400,14.9059
MH01g0710500,16.4114
MH01g0710600,199.073
MH01g0710700,48.5718
MH01g0710800,9.25258
MH01g0710900,2.44482
MH01g0720900,15.1915
MH01g0721000,0.0691735
MH01g0721100,0
MH01g0721200,0
MH01g0721300,0
MH01g0721400,0
MH01g0721500,15.6504
MH01g0721600,7.72031
MH01g0721700,37.1833
MH01g0721800,0
MH01g0721900,22.3073
MH01g0722000,0
MH01g0722100,0
MH01g0722200,30.5502
MH01g0722300,19.542
MH01g0722400,0
MH01g0722500,21.6832
MH01g0722600,0
MH01g0722700,20.2489
MH01g0722800,5.05867
MH01g0722900,0
MH01g0723000,7.15515
MH01g0723100,13.6473
MH01g0723200,7.73152
MH01g0723300,0
MH01g0723400,0
MH01g0723500,10.7743
MH01g0723600,1.08281
MH01g0723700,0
MH01g0723800,0.154766
MH01g0723900,2.79224
MH01g0724000,29.5779
MH01g0724100,19.7157
MH01g0724200,0
MH01g0724300,0
MH01g0724400,13.2763
MH01g0724500,11.1924
MH01g0724600,0
MH01g0724700,0
MH01g0724800,0
MH01g0724900,13.4516
MH01g0725000,0
MH01g0725100,14.1922
MH01g0725200,0
MH01g0725300,0
MH01g0725400,0.479769
MH01g0725500,2.68743
MH01g0725600,8.11905
MH01g0725700,5.1114
MH01g0725800,5.06864
MH01g0725900,29.5523
MH01g0726000,1.28729
MH01g0726100,0.187854
MH01g0726200,0.0283626
MH01g0726300,0.925248
MH01g0726400,0.807735
MH01g0726500,6.3302
MH01g0726600,4.65264
MH01g0726700,0.329037
MH01g0726800,0
MH01g0726900,0.0180931
MH01g0727000,0
MH01g0727100,51.5765
MH01g0727200,13.6672
MH01g0727300,5.49833
MH01g0727400,0
MH01g0727500,0
MH01g0727600,1.5775
MH01g0727700,0.40014
MH01g0727800,0.292327
MH01g0727900,0
MH01g0728000,111.106
MH01g0728100,2.20749
MH01g0728200,49.673
MH01g0728300,0
MH01g0728400,9.27792
MH01g0728500,46.6886
MH01g0728600,1.07984
MH01g0728700,2.71652
MH01g0728800,0.909335
MH01g0728900,10.285
MH01g0729000,52.0695
MH01g0729100,4.41727
MH01g0729200,1.03679
MH01g0729300,0
MH01g0729400,0
MH01g0729500,13.3373
MH01g0729600,1.18329
MH01g0729700,143.985
MH01g0729800,0
MH01g0729900,0
MH01g0730000,4.52099
MH01g0730100,1.59346
MH01g0730200,4.03235
MH01g0730300,0
MH01g0730400,0
MH01g0730500,29.925
MH01g0730600,0
MH01g0730700,0
MH01g0730800,1.07363
MH01g0730900,38.4965
MH01g0731000,37.0928
MH01g0731100,117.942
MH01g0731200,2.80227
MH01g0731300,13.0533
MH01g0731400,0
MH01g0731500,0.327979
MH01g0731600,13.7881
MH01g0731700,0.882399
MH01g0731800,59.2004
MH01g0731900,6.05229
MH01g0732000,23.9167
MH01g0732100,0.134525
MH01g0732200,0
MH01g0732300,47.0345
MH01g0732400,0.404396
MH01g0732500,0.265809
MH01g0732600,0
MH01g0732700,5.18269
MH01g0732800,4.59103
MH01g0732900,0.369237
MH01g0733000,4.01881
MH01g0733100,0.80512
MH01g0733200,25.2447
MH01g0733300,0
MH01g0733400,0
MH01g0733500,0
MH01g0733600,28.5282
MH01g0733700,2.27637
MH01g0733800,25.01
MH01g0733900,18.2997
MH01g0734000,0
MH01g0734100,27.5123
MH01g0734200,23.5899
MH01g0734300,6.75901
MH01g0734400,25.7468
MH01g0734500,0.490968
MH01g0734600,0
MH01g0734700,0
MH01g0734800,0
MH01g0734900,0
MH01g0735000,0
MH01g0735100,2.28978
MH01g0735200,21.6302
MH01g0735300,3.44818
MH01g0735400,13.4297
MH01g0735500,1.90728
MH01g0735600,0.0770435
MH01g0735700,9.42265
MH01g0735800,34.6993
MH01g0735900,27.0709
MH01g0736000,3.45491
MH01g0736100,14.9871
MH01g0736200,1.80827
MH01g0736300,2.68529
MH01g0736400,0.203026
MH01g0736500,0.0741315
MH01g0736600,0.0401606
MH01g0736700,0
MH01g0736800,0
MH01g0736900,3.31224
MH01g0737000,0.140792
MH01g0737100,0.598658
MH01g0737200,0
MH01g0737300,0.684361
MH01g0737400,3.28424
MH01g0737500,4.12962
MH01g0737600,0.0453646
MH01g0737700,5.28775
MH01g0737800,0
MH01g0737900,0
MH01g0738000,0
MH01g0738100,0
MH01g0738200,0.0656634
MH01g0738300,0.0242037
MH01g0738400,0.650354
MH01g0738500,5.64705
MH01g0738600,28.1012
MH01g0738700,0.114705
MH01g0738800,0
MH01g0738900,4.68555
MH01g0739000,0
MH01g0739100,0
MH01g0739200,0
MH01g0739300,0.30826
MH01g0739400,0
MH01g0739500,3.35842
MH01g0739600,26.4983
MH01g0739700,0
MH01g0739800,13.985
MH01g0739900,20.5184
MH01g0740000,92.6437
MH01g0740100,0.105328
MH01g0740200,159.092
MH01g0740300,0.544446
MH01g0740400,0
MH01g0740500,0
MH01g0740600,0.260042
MH01g0740700,2.90203
MH01g0740800,99.9723
MH01g0740900,0
MH01g0741000,0
MH01g0741100,0
MH01g0741200,0
MH01g0741300,46.669
MH01g0741400,2.19183
MH01g0741500,11.1947
MH01g0741600,117.072
MH01g0741700,191.056
MH01g0741800,0.0314058
MH01g0741900,12.341
MH01g0742000,4.68068
MH01g0742100,19.7975
MH01g0742200,0.889835
MH01g0742300,11.2871
MH01g0742400,30.6375
MH01g0742500,21.1916
MH01g0742600,54.5468
MH01g0742700,0
MH01g0742800,0.206973
MH01g0742900,0
MH01g0743000,0
MH01g0743100,28.1315
MH01g0743200,4.82176
MH01g0743300,1.24838
MH01g0743400,0
MH01g0743500,2.18771
MH01g0743600,10.3743
MH01g0743700,14.5959
MH01g0743800,0
MH01g0743900,22.3009
MH01g0744000,0
MH01g0744100,0
MH01g0744200,17.779
MH01g0744300,0.20806
MH01g0744400,0.0113792
MH01g0744500,7.29124
MH01g0744600,0
MH01g0744700,0.124832
MH01g0744800,0
MH01g0744900,47.7272
MH01g0745000,11.4473
MH01g0745100,8.22125
MH01g0745200,0.83752
MH01g0745300,0
MH01g0745400,0
MH01g0745500,10.7838
MH01g0745600,3.23996
MH01g0745700,14.5311
MH01g0745800,0
MH01g0745900,0
MH01g0746000,0
MH01g0746100,21.4947
MH01g0746200,1.90082
MH01g0746300,6.72309
MH01g0746400,46.8799
MH01g0746500,0.176676
MH01g0746600,2.85827
MH01g0746700,2.7553
MH01g0746800,9.85171
MH01g0746900,13.8302
MH01g0747000,0
MH01g0747100,1.73567
MH01g0747200,0.209241
MH01g0747300,0.160771
MH01g0747400,0.699664
MH01g0747500,0
MH01g0747600,0
MH01g0747700,15.5256
MH01g0747800,5.83681
MH01g0747900,5.83961
MH01g0748000,4.81168
MH01g0748100,15.3029
MH01g0748200,0
MH01g0748300,0
MH01g0748400,9.23635
MH01g0748500,0.808238
MH01g0748600,0.0176699
MH01g0748700,1.89175
MH01g0748800,0
MH01g0748900,48.478
MH01g0749000,164.296
MH01g0749100,0
MH01g0749200,10.0419
MH01g0749300,0
MH01g0749400,20.6321
MH01g0749500,18.4288
MH01g0749600,0
MH01g0749700,17.1083
MH01g0749800,13.8497
MH01g0749900,4.69437
MH01g0750000,0
MH01g0750100,0
MH01g0750200,0
MH01g0750300,0
MH01g0750400,16.7953
MH01g0750500,43.2635
MH01g0750600,216.072
MH01g0750700,40.1566
MH01g0750800,17.4801
MH01g0750900,44.3765
MH01g0751000,2.39424
MH01g0751100,0.305609
MH01g0751200,8.104
MH01g0751300,0.183537
MH01g0751400,9.76514
MH01g0751500,0.122864
MH01g0751600,2.79246
MH01g0751700,86.3065
MH01g0751800,0.187688
MH01g0751900,0
MH01g0752000,0.506715
MH01g0752100,0
MH01g0752200,1.07828
MH01g0752300,0
MH01g0752400,8.81448
MH01g0752500,0.41655
MH01g0752600,0
MH01g0752700,0.604058
MH01g0752800,50.0759
MH01g0752900,2849.26
MH01g0753000,102.579
MH01g0753100,48.3246
MH01g0753200,21.5849
MH01g0753300,0
MH01g0753400,0
MH01g0753500,0
MH01g0753600,0
MH01g0753700,0
MH01g0753800,0
MH01g0753900,0.0144561
MH01g0754000,29.6281
MH01g0754100,6.14257
MH01g0754200,0
MH01g0754300,0
MH01g0754400,0.0090991
MH01g0754500,0
MH01g0754600,0
MH01g0754700,0
MH01g0754800,0
MH01g0754900,0
MH01g0755000,0
MH01g0755100,0
MH01g0755200,3.34544
MH01g0755300,68.0589
MH01g0755400,0.192477
MH01g0755500,0.560976
MH01g0755600,0.318501
MH01g0755700,40.3445
MH01g0755800,5.0835
MH01g0755900,0.02985
MH01g0756000,2.30089
MH01g0756100,0.87418
MH01g0756200,4.01635
MH01g0756300,0.170329
MH01g0756400,6.4627
MH01g0756500,0.082376
MH01g0756600,9.15411
MH01g0756700,0.267705
MH01g0756800,2.47094
MH01g0756900,0.767733
MH01g0757000,14.6989
MH01g0757100,0.998927
MH01g0757200,12.5737
MH01g0757300,0
MH01g0757400,7.97105
MH01g0757500,1.74458
MH01g0757600,32.5031
MH01g0757700,57.6547
MH01g0757800,0.353517
MH01g0757900,0.245149
MH01g0758000,4.22987
MH01g0758100,22.3469
MH01g0758200,10.9323
MH01g0758300,11.5058
MH01g0758400,74.4892
MH01g0758500,0.25879
MH01g0758600,2.10624
MH01g0758700,106.496
MH01g0758800,4.52616
MH01g0758900,23.4173
MH01g0759000,0
MH01g0759100,6.25114
MH01g0759200,3.77632
MH01g0759300,20.1048
MH01g0759400,0
MH01g0759500,0
MH01g0759600,2.16459
MH01g0759700,0
MH01g0759800,11.817
MH01g0759900,7.65658
MH01g0760000,0
MH01g0760100,0
MH01g0760200,29.2866
MH01g0760300,472.1
MH01g0760400,30.8517
MH01g0760500,0.58141
MH01g0760600,7.60668
MH01g0760700,0
MH01g0760800,0
MH01g0760900,0.0242478
MH01g0761000,0.118826
MH01g0761100,12.3441
MH01g0761200,0
MH01g0761300,0
MH01g0761400,15.5765
MH01g0761500,82.2274
MH01g0761600,43.4701
MH01g0761700,11.6585
MH01g0761800,57.0935
MH01g0761900,9.65158
MH01g0762000,65.1459
MH01g0762100,31.2182
MH01g0762200,52.4505
MH01g0762300,29.1671
MH01g0762400,0.442555
MH01g0762500,1.2867
MH01g0762600,12.4215
MH01g0762700,20.6172
MH01g0762800,0.176337
MH01g0762900,6.26184
MH01g0763000,70.3414
MH01g0763100,0
MH01g0773100,36.63
MH01g0773200,30.6825
MH01g0773300,3.10834
MH01g0773400,0.357947
MH01g0773500,47.8713
MH01g0773600,3.22389
MH01g0773700,2.69196
MH01g0773800,0
MH01g0773900,91.0464
MH01g0774000,0.0471255
MH01g0774100,0
MH01g0774200,16.1722
MH01g0774300,7.98014
MH01g0774400,0.0676458
MH01g0774500,32.9794
MH01g0774600,0
MH01g0774700,8.76841
MH01g0774800,1.23119
MH01g0774900,0
MH01g0775000,6.56672
MH01g0775100,55.8872
MH01g0775200,51.6747
MH01g0775300,5.97588
MH01g0775400,0
MH01g0775500,1.27397
MH01g0775600,0.224227
MH01g0775700,0.0739815
MH01g0775800,27.139
MH01g0775900,1.74733
MH01g0776000,117.346
MH01g0776100,1.17995
MH01g0776200,2.80973
MH01g0776300,1.25306
MH01g0776400,57.2446
MH01g0776500,0.0928213
MH01g0776600,35.0927
MH01g0776700,10.0802
MH01g0776800,29.1086
MH01g0776900,11.6323
MH01g0777000,0.328791
MH01g0777100,0.513225
MH01g0777200,0
MH01g0777300,0
MH01g0777400,0
MH01g0777500,0
MH01g0777600,0
MH01g0777700,0
MH01g0777800,0
MH01g0777900,0
MH01g0778000,0
MH01g0778100,15.5531
MH01g0778200,2.70667
MH01g0778300,15.859
MH01g0778400,0.0400006
MH01g0778500,8.6648
MH01g0778600,23.2996
MH01g0778700,0
MH01g0778800,0.510719
MH01g0778900,0.557685
MH01g0779000,1.42397
MH01g0779100,0
MH01g0779200,20.327
MH01g0779300,0
MH01g0779400,0.101604
MH01g0779500,14.6377
MH01g0779600,22.2715
MH01g0779700,0
MH01g0779800,0
MH01g0779900,0
MH01g0780000,19.2918
MH01g0780100,15.756
MH01g0780200,27.8293
MH01g0780300,9.77972
MH01g0780400,13.81
MH01g0780500,19.8815
MH01g0780600,12.4052
MH01g0780700,3.32556
MH01g0780800,3.33401
MH01g0780900,2.95466
MH01g0781000,0.61693
MH01g0781100,0
MH01g0781200,0.130409
MH01g0781300,0
MH01g0781400,3.21951
MH01g0781500,5.80669
MH01g0781600,4.93382
MH01g0781700,7.86555
MH01g0781800,19.2778
MH01g0781900,16.7358
MH01g0782000,1.05522
MH01g0782100,0
MH01g0782200,49.2546
MH01g0782300,0.0755125
MH01g0782400,8.88377
MH01g0782500,19.1134
MH01g0782600,0
MH01g0782700,0
MH01g0782800,0.759386
MH01g0782900,0
MH01g0783000,38.6944
MH01g0783100,0.0697214
MH01g0783200,0
MH01g0783300,0
MH01g0783400,0
MH01g0783500,0.0239553
MH01g0783600,1.88232
MH01g0783700,3.39886
MH01g0783800,7.77235
MH01g0783900,8.49436
MH01g0784000,0.0135964
MH01g0784100,15.1113
MH01g0784200,1.22406
MH01g0784300,51.301
MH01g0784400,11.5976
MH01g0784500,5.55049
MH01g0784600,22.047
MH01g0784700,88.2578
MH01g0784800,0
MH01g0784900,0.179243
MH01g0785000,2.66899
MH01g0785100,0.165344
MH01g0785200,5.49674
MH01g0785300,17.7998
MH01g0785400,33.1871
MH01g0785500,0
MH01g0785600,0.54598
MH01g0785700,9.78665
MH01g0785800,13.1051
MH01g0785900,0
MH01g0786000,40.5607
MH01g0786100,0
MH01g0786200,8.45837
MH01g0786300,8.04717
MH01g0786400,0
MH01g0786500,0
MH01g0786600,0
MH01g0786700,0
MH01g0786800,0.150726
MH01g0786900,0
MH01g0787000,0
MH01g0787100,0
MH01g0787200,3.50245
MH01g0787300,1.30645
MH01g0787400,19.2149
MH01g0787500,12.6525
MH01g0787600,3.03899
MH01g0787700,0.125105
MH01g0787800,1.28916
MH01g0787900,19.4635
MH01g0788000,42.6985
MH01g0788100,35.8492
MH01g0788200,0
MH01g0788300,0
MH01g0788400,0
MH01g0788500,0
MH01g0788600,0.585518
MH01g0788700,31.6703
MH01g0788800,0.050026
MH01g0788900,0
MH01g0789000,4.82163
MH01g0789100,0
MH01g0789200,5.25096
MH01g0789300,0.521701
MH01g0789400,0
MH01g0789500,0
MH01g0789600,0.0158012
MH01g0789700,6.15484
MH01g0789800,18.1748
MH01g0789900,0.889077
MH01g0790000,53.2634
MH01g0790100,18.5857
MH01g0790200,7.83696
MH01g0790300,135.549
MH01g0790400,6.87622
MH01g0790500,0
MH01g0790600,8.51236
MH01g0790700,85.9935
MH01g0790800,12.0244
MH01g0790900,41.8381
MH01g0791000,3.14608
MH01g0791100,1.85386
MH01g0791200,10.13
MH01g0791300,0
MH01g0791400,0.150393
MH01g0791500,0.830258
MH01g0791600,9.81399
MH01g0791700,26.0621
MH01g0791800,0.574678
MH01g0791900,21.3231
MH01g0792000,12.0743
MH01g0792100,19.0304
MH01g0792200,3.31696
MH01g0792300,5.98657
MH01g0792400,0.171929
MH01g0792500,75.043
MH01g0792600,7.54259
MH01g0792700,13.5152
MH01g0792800,0
MH01g0792900,15.7998
MH01g0793000,0
MH01g0793100,20.7891
MH01g0793200,0
MH01g0793300,26.3094
MH01g0793400,12.054
MH01g0793500,1.16537
MH01g0793600,14.8473
MH01g0793700,0
MH01g0793800,0
MH01g0793900,7.10285
MH01g0794000,0
MH01g0794100,0
MH01g0794200,0
MH01g0794300,14.4208
MH01g0794400,2.22334
MH01g0794500,83.8012
MH01g0794600,0
MH01g0794700,0
MH01g0794800,0
MH01g0794900,0.0306287
MH01g0795000,5.7032
MH01g0795100,1.95907
MH01g0795200,0
MH01g0795300,0
MH01g0795400,16.6285
MH01g0795500,4.50613
MH01g0795600,0
MH01g0795700,0
MH01g0795800,6.08957
MH01g0795900,12.4949
MH01g0796000,14.1419
MH01g0796100,0
MH01g0796200,0.185471
MH01g0796300,0
MH01g0796400,0.148448
MH01g0796500,4.4478
MH01g0796600,13.8877
MH01g0796700,4.67419
MH01g0796800,0
MH01g0796900,0
MH01g0797000,6.25921
MH01g0797100,16.4866
MH01g0797200,0
MH01g0797300,0
MH01g0797400,0
MH01g0797500,0
MH01g0797600,21.4763
MH01g0797700,0
MH01g0797800,0
MH01g0797900,2.88369
MH01g0798000,0.0289823
MH01g0798100,0.0793659
MH01g0798200,25.9131
MH01g0798300,9.58217
MH01g0798400,1.9121
MH01g0798500,0
MH01g0798600,0
MH01g0798700,0
MH01g0798800,0.342563
MH01g0798900,1.7504
MH01g0799000,4.82265
MH01g0799100,46.4999
MH01g0799200,64.6199
MH01g0799300,0.255593
MH01g0799400,8.16225
MH01g0799500,9.44067
MH01g0799600,0
MH01g0799700,22.7959
MH01g0799800,19.0111
MH01g0799900,8.95066
MH01g0800000,24.2401
MH01g0800100,0.760204
MH01g0800200,0.527354
MH01g0800300,0
MH01g0800400,0.417223
MH01g0800500,0.0089028
MH01g0800600,0.0184762
MH01g0800700,0.0060339
MH01g0800800,33.8829
MH01g0800900,180.963
MH01g0801000,18.4676
MH01g0801100,1.11699
MH01g0801200,27.8742
MH01g0801300,60.8488
MH01g0801400,0
MH01g0801500,0
MH01g0801600,0
MH01g0801700,0
MH01g0801800,0
MH01g0801900,0
MH01g0802000,0
MH01g0802100,0
MH01g0802200,1.19485
MH01g0802300,38.4461
MH01g0802400,0.770715
MH01g0802500,18.0172
MH01g0802600,0
MH01g0802700,0
MH01g0802800,0
MH01g0802900,0
MH01g0803000,0
MH01g0803100,0
MH01g0803200,0.0198889
MH01g0803300,3.94781
MH01g0803400,8.98216
MH01g0803500,0
MH01g0803600,0.241178
MH01g0803700,0.983573
MH01g0803800,9.13697
MH01g0803900,0
MH01g0804000,10.4136
MH01g0804100,13.1752
MH01g0804200,0
MH01g0804300,2.48731
MH01g0804400,13.4279
MH01g0804500,0
MH01g0804600,122.153
MH01g0804700,2.10685
MH01g0804800,38.1386
MH01g0804900,58.8293
MH01g0805000,0
MH01g0805100,0.797691
MH01g0805200,0
MH01g0805300,0
MH01g0805400,0.23732
MH01g0805500,11.3041
MH01g0805600,67.0701
MH01g0805700,0.0842705
MH01g0805800,1013.72
MH01g0805900,0
MH01g0806000,1.47759
MH01g0806100,0.238621
MH01g0806200,9.36598
MH01g0806300,42.6553
MH01g0806400,0
MH01g0806500,0
MH01g0806600,0
MH01g0806700,0.475922
MH01g0806800,12.9478
MH01g0806900,0.390863
MH01g0807000,9.55941
MH01g0807100,0.161037
MH01g0807200,77.2807
MH01g0807300,4.27877
MH01g0807400,7.04772
MH01g0807500,0
MH01g0807600,1.12816
MH01g0807700,4.94439
MH01g0807800,4.08779
MH01g0807900,35.2323
MH01g0808000,0
MH01g0808100,26.5279
MH01g0808200,24.8899
MH01g0808300,18.6899
MH01g0808400,16.8749
MH01g0808500,53.7614
MH01g0808600,18.7603
MH01g0808700,0.105311
MH01g0808800,0
MH01g0808900,33.0185
MH01g0809000,1.90443
MH01g0809100,1.85423
MH01g0809200,15.8647
MH01g0809300,0.508985
MH01g0809400,32.855
MH01g0809500,3.59966
MH01g0809600,13.2691
MH01g0809700,7.6022
MH01g0809800,0.0187431
MH01g0809900,0.0197743
MH01g0810000,0
MH01g0810100,5.32869
MH01g0810200,9.76372
MH01g0810300,6.4786
MH01g0810400,18.9944
MH01g0810500,27.7899
MH01g0810600,9.66292
MH01g0810700,0
MH01g0810800,0.129979
MH01g0810900,1.311
MH01g0811000,0
MH01g0811100,16.2315
MH01g0811200,26.1315
MH01g0811300,82.2586
MH01g0811400,0
MH01g0811500,0.0788216
MH01g0811600,0.0665485
MH01g0811700,0.104206
MH01g0811800,0
MH01g0811900,1325.41
MH01g0812000,3.21141
MH01g0812100,33.8367
MH01g0812200,50.1963
MH01g0812300,40.6887
MH01g0812400,71.5087
MH01g0812500,3.49957
MH01g0812600,18.9838
MH01g0812700,58.7085
MH01g0812800,6.47318
MH01g0812900,1.36734
MH01g0813000,0.53389
MH01g0813100,0.887007
MH01g0813200,0
MH01g0813300,3.14067
MH01g0813400,5.40968
MH01g0813500,1.1852
MH01g0813600,0.476834
MH01g0813700,11.6761
MH01g0813800,51.1985
MH01g0813900,1.65388
MH01g0814000,0
MH01g0814100,11.2164
MH01g0814200,32.2013
MH01g0814300,0.527125
MH01g0814400,1296.08
MH01g0814500,14.4034
MH01g0814600,7.77699
MH01g0814700,6.11498
MH01g0814800,2.51425
MH01g0814900,24.5959
MH01g0815000,10.7452
MH01g0815100,0
MH01g0815200,5.28075
MH01g0815300,2.05059
