Gene,Expression
ZS02g0562400,3.21992
ZS02g0562500,0
ZS02g0562600,0
ZS02g0562700,1.56025
ZS02g0562800,0
ZS02g0562900,0
ZS02g0563000,0
ZS02g0563100,1.76805
ZS02g0563200,18.7532
ZS02g0563300,18.5917
ZS02g0563400,7.02917
ZS02g0563500,0
ZS02g0563600,0
ZS02g0563700,0
ZS02g0563800,0
ZS02g0563900,3.33481
ZS02g0564000,0.238227
ZS02g0564100,23.0053
ZS02g0564200,1.92532
ZS02g0564300,0
ZS02g0564400,0.887467
ZS02g0564500,1.27209
ZS02g0564600,6.24602
ZS02g0564700,1.12884
ZS02g0564800,1.25543
ZS02g0564900,0
ZS02g0565000,0
ZS02g0565100,0
ZS02g0565200,0
ZS02g0565300,24.4596
ZS02g0565400,2.14463
ZS02g0565500,46.6568
ZS02g0565600,6.89171
ZS02g0565700,0
ZS02g0565800,0
ZS02g0565900,0
ZS02g0566000,0
ZS02g0566100,11.4857
ZS02g0566200,0.69047
ZS02g0566300,13.201
ZS02g0566400,0
ZS02g0566500,0
ZS02g0566600,0
ZS02g0566700,5.52932
ZS02g0566800,2.39112
ZS02g0566900,0
ZS02g0567000,0.0519776
ZS02g0567100,3.02885
ZS02g0567200,0
ZS02g0567300,0
ZS02g0567400,0
ZS02g0567500,0
ZS02g0567600,0.0142492
ZS02g0567700,0
ZS02g0567800,4.11916
ZS02g0567900,37.9537
ZS02g0568000,0
ZS02g0568100,1.59521
ZS02g0568200,0.376065
ZS02g0568300,0.214949
ZS02g0568400,14.1852
ZS02g0568500,1.05471
ZS02g0568600,0
ZS02g0568700,0
ZS02g0568800,5.46584
ZS02g0568900,21.748
ZS02g0569000,18.3719
ZS02g0569100,5.2471
ZS02g0569200,0.560706
ZS02g0569300,0
ZS02g0569400,1.05446
ZS02g0569500,0
ZS02g0569600,0
ZS02g0569700,0
ZS02g0569800,0
ZS02g0569900,0
ZS02g0570000,0
ZS02g0570100,0
ZS02g0570200,0
ZS02g0570300,0
ZS02g0570400,0.0770101
ZS02g0570500,0
ZS02g0570600,1.43812
ZS02g0570700,6.40733
ZS02g0570800,2.76822
ZS02g0570900,0
ZS02g0571000,1.82738
ZS02g0571100,0.790871
ZS02g0571200,21.0637
ZS02g0571300,3.10748
ZS02g0571400,11.1732
ZS02g0571500,0.297211
ZS02g0571600,0
ZS02g0571700,3.17509
ZS02g0571800,22.3462
ZS02g0571900,0
ZS02g0572000,0
ZS02g0572100,39.6929
ZS02g0572200,0
ZS02g0572300,0
ZS02g0572400,0
ZS02g0572500,0
ZS02g0572600,7.87213
ZS02g0572700,2.6725
ZS02g0572800,14.0973
ZS02g0572900,2.73455
ZS02g0573000,0
ZS02g0573100,0.557108
ZS02g0573200,8.91875
ZS02g0573300,17.5981
ZS02g0573400,0
ZS02g0573500,0
ZS02g0573600,16.6783
ZS02g0573700,0
ZS02g0573800,15.7043
ZS02g0573900,14.9954
ZS02g0574000,0
ZS02g0574100,1.76355
ZS02g0574200,9.1293
ZS02g0574300,0
ZS02g0574400,5.11852
ZS02g0574500,5.46375
ZS02g0574600,50.7489
ZS02g0574700,22.4301
ZS02g0574800,4.11872
ZS02g0574900,0
ZS02g0575000,0
ZS02g0575100,3.5587
ZS02g0575200,13.6593
ZS02g0575300,0
ZS02g0575400,0
ZS02g0575500,22.4189
ZS02g0575600,0
ZS02g0575700,9.46495
ZS02g0575800,18.718
ZS02g0575900,8.75362
ZS02g0576000,13.3221
ZS02g0576100,0
ZS02g0576200,0.112211
ZS02g0576300,11.9581
ZS02g0576400,0
ZS02g0576500,0.454732
ZS02g0576600,14.7998
ZS02g0576700,6.48127
ZS02g0576800,2.11905
ZS02g0576900,17.2265
ZS02g0577000,0.0424057
ZS02g0577100,0
ZS02g0577200,0
ZS02g0577300,1.23232
ZS02g0577400,0
ZS02g0577500,0
ZS02g0577600,0
ZS02g0577700,0
ZS02g0577800,0
ZS02g0577900,0
ZS02g0578000,17.2565
ZS02g0588000,1.22384
ZS02g0588100,10.6863
ZS02g0588200,0
ZS02g0588300,8.44732
ZS02g0588400,7.00155
ZS02g0588500,1.27735
ZS02g0588600,4.75636
ZS02g0588700,0
ZS02g0588800,0
ZS02g0588900,41.5681
ZS02g0589000,12.1085
ZS02g0589100,0
ZS02g0589200,0
ZS02g0589300,0
ZS02g0589400,0
ZS02g0589500,0
ZS02g0589600,0
ZS02g0589700,1.81327
ZS02g0589800,0
ZS02g0589900,0.211335
ZS02g0590000,65.6782
ZS02g0590100,46.7865
ZS02g0590200,0
ZS02g0590300,0
ZS02g0590400,0
ZS02g0590500,0
ZS02g0590600,0
ZS02g0590700,0
ZS02g0590800,0
ZS02g0590900,0
ZS02g0591000,6.26506
ZS02g0591100,9.05699
ZS02g0591200,2.62967
ZS02g0591300,0
ZS02g0591400,0
ZS02g0591500,0
ZS02g0591600,0
ZS02g0591700,0
ZS02g0591800,4.93264
ZS02g0591900,1.12316
ZS02g0592000,37.9004
ZS02g0592100,0
ZS02g0592200,0
ZS02g0592300,17.0326
ZS02g0592400,31.1733
ZS02g0592500,1.23925
ZS02g0592600,0
ZS02g0592700,6.38734
ZS02g0592800,0
ZS02g0592900,17.1023
ZS02g0593000,4.32038
ZS02g0593100,74.91
ZS02g0593200,0
ZS02g0593300,10.111
ZS02g0593400,21.2129
ZS02g0593500,19.5279
ZS02g0593600,34.7038
ZS02g0593700,114.242
ZS02g0593800,0
ZS02g0593900,8.06123
ZS02g0594000,11.1608
ZS02g0594100,8.50443
ZS02g0594200,0
ZS02g0594300,10.762
ZS02g0594400,4.98661
ZS02g0594500,1.71573
ZS02g0594600,10.6084
ZS02g0594700,0
ZS02g0594800,0
ZS02g0594900,0
ZS02g0595000,0
ZS02g0595100,0
ZS02g0595200,9.83726
ZS02g0595300,4.23274
ZS02g0595400,0.64356
ZS02g0595500,1.47046
ZS02g0595600,2.24233
ZS02g0595700,2.76989
ZS02g0595800,0
ZS02g0595900,49.9843
ZS02g0596000,2.40095
ZS02g0596100,0
ZS02g0596200,0
ZS02g0596300,2.85163
ZS02g0596400,0
ZS02g0596500,5.35447
ZS02g0596600,12.0349
ZS02g0596700,42.4946
ZS02g0596800,19.8527
ZS02g0596900,63.3475
ZS02g0597000,48.1729
ZS02g0597100,14.5467
ZS02g0597200,0
ZS02g0597300,0.390911
ZS02g0597400,0
ZS02g0597500,0.156411
ZS02g0597600,0.0257939
ZS02g0597700,0
ZS02g0597800,0
ZS02g0597900,0.331889
ZS02g0598000,1.76199
ZS02g0598100,13.91
ZS02g0598200,0.446122
ZS02g0598300,27.2473
ZS02g0598400,3.71462
ZS02g0598500,37.7078
ZS02g0598600,37.0611
ZS02g0598700,0
ZS02g0598800,0
ZS02g0598900,0
ZS02g0599000,0
ZS02g0599100,0
ZS02g0599200,6.90255
ZS02g0599300,1.93588
ZS02g0599400,11.5704
ZS02g0599500,34.1947
ZS02g0599600,6.64874
ZS02g0599700,3.55015
ZS02g0599800,7.42279
ZS02g0599900,0.43674
ZS02g0600000,8.04938
ZS02g0600100,0
ZS02g0600200,5.62271
ZS02g0600300,35.5045
ZS02g0600400,0
ZS02g0600500,13.2235
ZS02g0600600,12.034
ZS02g0600700,0.222602
ZS02g0600800,1.56224
ZS02g0600900,0.239816
ZS02g0601000,23.0338
ZS02g0601100,0
ZS02g0601200,0
ZS02g0601300,0
ZS02g0601400,1.20264
ZS02g0601500,0.207683
ZS02g0601600,12.4884
ZS02g0601700,54.7427
ZS02g0601800,8.26382
ZS02g0601900,0.360428
ZS02g0602000,19.6124
ZS02g0602100,2.21375
ZS02g0602200,13.8484
ZS02g0602300,12.1727
ZS02g0602400,2.23486
ZS02g0602500,0
ZS02g0602600,0
ZS02g0602700,0
ZS02g0602800,1.3421
ZS02g0602900,5.68603
ZS02g0603000,0
ZS02g0603100,85.0088
ZS02g0603200,5.48354
ZS02g0603300,0
ZS02g0603400,0
ZS02g0603500,0
ZS02g0603600,2.04558
ZS02g0603700,0.21165
ZS02g0603800,0
ZS02g0603900,81.9804
ZS02g0604000,0
ZS02g0604100,0
ZS02g0604200,12.5484
ZS02g0604300,0
ZS02g0604400,11.3049
ZS02g0604500,1.96448
ZS02g0604600,29.7987
ZS02g0604700,39.6112
ZS02g0604800,0
ZS02g0604900,12.2259
ZS02g0605000,6.12034
ZS02g0605100,3.98796
ZS02g0605200,349.536
ZS02g0605300,1.6832
ZS02g0605400,10.1521
ZS02g0605500,15.9477
ZS02g0605600,0
ZS02g0605700,0
ZS02g0605800,174.048
ZS02g0605900,10.2764
ZS02g0606000,8.98808
ZS02g0606100,0
ZS02g0606200,11.777
ZS02g0606300,44.2213
ZS02g0606400,7.12204
ZS02g0606500,0.824396
ZS02g0606600,6.02149
ZS02g0606700,3.3264
ZS02g0606800,0.057315
ZS02g0606900,0.095287
ZS02g0607000,6.54217
ZS02g0607100,7.76937
ZS02g0607200,123.238
ZS02g0607300,0.0490025
ZS02g0607400,0
ZS02g0607500,49.7756
ZS02g0607600,0
ZS02g0607700,0
ZS02g0607800,0
ZS02g0607900,40.1299
ZS02g0608000,11.6703
ZS02g0608100,0
ZS02g0608200,0
ZS02g0608300,0
ZS02g0608400,0
ZS02g0608500,0.0985435
ZS02g0608600,0.352804
ZS02g0608700,0.0233643
ZS02g0608800,0
ZS02g0608900,19.3925
ZS02g0609000,0.699488
ZS02g0609100,4.78148
ZS02g0609200,0
ZS02g0609300,73.2953
ZS02g0609400,13.3856
ZS02g0609500,0
ZS02g0609600,1.57544
ZS02g0609700,3.74024
ZS02g0609800,38.1813
ZS02g0609900,4.82562
ZS02g0610000,0
ZS02g0610100,15.9528
ZS02g0610200,0
ZS02g0610300,0
ZS02g0610400,0
ZS02g0610500,0
ZS02g0610600,20.6037
ZS02g0610700,0.152641
ZS02g0610800,0.959399
ZS02g0610900,9.59464
ZS02g0611000,0.0468845
ZS02g0611100,7.46255
ZS02g0611200,52.5878
ZS02g0611300,51.9827
ZS02g0611400,12.0234
ZS02g0611500,0.0423069
ZS02g0611600,0
ZS02g0611700,0
ZS02g0611800,5.30532
ZS02g0611900,0
ZS02g0612000,0
ZS02g0612100,0
ZS02g0612200,0
ZS02g0612300,0
ZS02g0612400,0.0434893
ZS02g0612500,0
ZS02g0612600,0
ZS02g0612700,0
ZS02g0612800,0
ZS02g0612900,0
ZS02g0613000,0
ZS02g0613100,0
ZS02g0613200,0
ZS02g0613300,0
ZS02g0613400,0
ZS02g0613500,0.514206
ZS02g0613600,0
ZS02g0613700,55.766
ZS02g0613800,0
ZS02g0613900,12.2381
ZS02g0614000,6.70463
ZS02g0614100,6.02653
ZS02g0614200,7.40166
ZS02g0614300,1.11203
ZS02g0614400,6.42037
ZS02g0614500,0
ZS02g0614600,0
ZS02g0614700,43.9937
ZS02g0614800,4.51072
ZS02g0614900,0
ZS02g0615000,0
ZS02g0615100,0
ZS02g0615200,22.8012
ZS02g0615300,1.61883
ZS02g0615400,16.8081
ZS02g0615500,1.97759
ZS02g0615600,0.897172
ZS02g0615700,10.4133
ZS02g0615800,0
ZS02g0615900,3.23269
ZS02g0616000,3.68673
ZS02g0616100,0.464359
ZS02g0616200,0
ZS02g0616300,0
ZS02g0616400,0.0537015
ZS02g0616500,5.81528
ZS02g0616600,5.73803
ZS02g0616700,21.3187
ZS02g0616800,0
ZS02g0616900,1.71954
ZS02g0617000,0
ZS02g0617100,0
ZS02g0617200,0
ZS02g0617300,0
ZS02g0617400,0
ZS02g0617500,0
ZS02g0617600,0
ZS02g0617700,0
ZS02g0617800,0
ZS02g0617900,0
ZS02g0618000,235.621
ZS02g0618100,0
ZS02g0618200,0.957995
ZS02g0618300,12.8745
ZS02g0618400,0.189906
ZS02g0618500,0
ZS02g0618600,0
ZS02g0618700,42.9938
ZS02g0618800,9.0221
ZS02g0618900,11.6259
ZS02g0619000,0.0492042
ZS02g0619100,80.6623
ZS02g0619200,17.9256
ZS02g0619300,2.6682
ZS02g0619400,4.45983
ZS02g0619500,1.95143
ZS02g0619600,1.35695
ZS02g0619700,28.386
ZS02g0619800,27.9672
ZS02g0619900,0
ZS02g0620000,0
ZS02g0620100,19.7325
ZS02g0620200,0
ZS02g0620300,0
ZS02g0620400,6.03652
ZS02g0620500,1.1299
ZS02g0620600,0
ZS02g0620700,29.4538
ZS02g0620800,23.3734
ZS02g0620900,5.12952
ZS02g0621000,9.23192
ZS02g0621100,17.1652
ZS02g0621200,0
ZS02g0621300,8.0036
ZS02g0621400,7.85433
ZS02g0621500,0.222849
ZS02g0621600,0.274687
ZS02g0621700,3.96204
ZS02g0621800,0
ZS02g0621900,0
ZS02g0622000,0.484831
ZS02g0622100,10.9528
ZS02g0622200,1.94772
ZS02g0622300,34.0589
ZS02g0622400,0
ZS02g0622500,24.5481
ZS02g0622600,2.60571
ZS02g0622700,27.3212
ZS02g0622800,0.415799
ZS02g0622900,6.55608
ZS02g0623000,129.198
ZS02g0623100,18.7686
ZS02g0623200,0
ZS02g0623300,14.0061
ZS02g0623400,0.130681
ZS02g0623500,22.0799
ZS02g0623600,3.02474
ZS02g0623700,3.97897
ZS02g0623800,35.1398
ZS02g0623900,19.8327
ZS02g0624000,6.41373
ZS02g0624100,1.42592
ZS02g0624200,0.43279
ZS02g0624300,1.42723
ZS02g0624400,0
ZS02g0624500,0.18149
ZS02g0624600,0.201495
ZS02g0624700,0
ZS02g0624800,0
ZS02g0624900,0
ZS02g0625000,0
ZS02g0625100,0
ZS02g0625200,0.611922
ZS02g0625300,0
ZS02g0625400,0.260225
ZS02g0625500,0.32262
ZS02g0625600,3.09537
ZS02g0625700,8.22832
ZS02g0625800,26.2646
ZS02g0625900,0
ZS02g0626000,0
ZS02g0626100,0
ZS02g0626200,40.3952
ZS02g0626300,30.0251
ZS02g0626400,9.4845
ZS02g0626500,0
ZS02g0626600,0
ZS02g0626700,21.4703
ZS02g0626800,0
ZS02g0626900,0
ZS02g0627000,95.2849
ZS02g0627100,3.11112
ZS02g0627200,21.2501
ZS02g0627300,0
ZS02g0627400,0
ZS02g0627500,0
ZS02g0627600,0
ZS02g0627700,6.66983
ZS02g0627800,0.87102
ZS02g0627900,10.1136
ZS02g0628000,0
ZS02g0628100,3.26592
ZS02g0628200,0.695075
ZS02g0628300,18.5746
ZS02g0628400,0
ZS02g0628500,13.6628
ZS02g0628600,25.7319
ZS02g0628700,8.92705
ZS02g0628800,8.2274
ZS02g0628900,30.5352
ZS02g0629000,69.1817
ZS02g0629100,27.9604
ZS02g0629200,0
ZS02g0629300,25.2321
ZS02g0629400,2.76078
ZS02g0629500,3.62766
ZS02g0629600,2.86797
ZS02g0629700,6.95195
ZS02g0629800,15.7672
ZS02g0629900,19.5592
ZS02g0630000,0.32118
ZS02g0630100,23.9713
ZS02g0630200,3.65969
ZS02g0630300,0
ZS02g0630400,88.3133
ZS02g0630500,6.58702
ZS02g0630600,12.0888
ZS02g0630700,0
ZS02g0630800,1.83387
ZS02g0630900,0
ZS02g0631000,7.80046
ZS02g0631100,10.8757
ZS02g0631200,0.0315422
ZS02g0631300,25.4836
ZS02g0631400,3.98611
ZS02g0631500,0.480966
ZS02g0631600,0.242289
ZS02g0631700,0.394234
ZS02g0631800,2.9464
ZS02g0631900,0
ZS02g0632000,12.1981
ZS02g0632100,42.8278
ZS02g0632200,2.70194
ZS02g0632300,13.1929
ZS02g0632400,0
ZS02g0632500,0
ZS02g0632600,0
ZS02g0632700,2.21993
ZS02g0632800,20.7255
ZS02g0632900,14.3621
ZS02g0633000,9.09312
ZS02g0633100,0
ZS02g0633200,8.32672
ZS02g0633300,40.7676
ZS02g0633400,1.86813
ZS02g0633500,0
ZS02g0633600,5.27304
ZS02g0633700,5.51539
ZS02g0633800,2.58563
ZS02g0633900,15.5953
ZS02g0634000,0
ZS02g0634100,40.3263
ZS02g0634200,1.0833
ZS02g0634300,15.0247
ZS02g0634400,0.0484533
ZS02g0634500,8.40369
ZS02g0634600,4.78446
ZS02g0634700,0.304419
ZS02g0634800,203.868
ZS02g0634900,14.4965
ZS02g0635000,7.02969
ZS02g0635100,56.3117
ZS02g0635200,0
ZS02g0635300,0
ZS02g0635400,0
ZS02g0635500,0
ZS02g0635600,7.50244
ZS02g0635700,0
ZS02g0635800,1.76863
ZS02g0635900,0
ZS02g0636000,0
ZS02g0636100,60.2622
ZS02g0636200,0
ZS02g0636300,4.92514
ZS02g0636400,0
ZS02g0636500,11.6943
ZS02g0636600,12.669
ZS02g0636700,1.91025
ZS02g0636800,0.0198892
ZS02g0636900,0
ZS02g0637000,188.124
ZS02g0637100,3.11565
ZS02g0637200,0
ZS02g0637300,15.7311
ZS02g0637400,20.7522
ZS02g0637500,0
ZS02g0637600,0
ZS02g0637700,2.58214
ZS02g0637800,0.699512
ZS02g0637900,0
ZS02g0638000,5.33366
ZS02g0638100,2.44118
ZS02g0638200,14.4117
ZS02g0638300,9.24271
ZS02g0638400,226.222
ZS02g0638500,0.686659
ZS02g0638600,0
ZS02g0638700,1.8868
ZS02g0638800,2.94913
ZS02g0638900,15.8933
ZS02g0639000,7.16541
ZS02g0639100,31.3005
ZS02g0639200,15.8825
ZS02g0639300,0
ZS02g0639400,2.09377
ZS02g0639500,1.9607
ZS02g0639600,6.52359
ZS02g0639700,1.18361
ZS02g0639800,0
ZS02g0639900,8.31911
ZS02g0640000,5.23323
ZS02g0640100,0
ZS02g0640200,0
ZS02g0640300,0.0495242
ZS02g0640400,0.0772546
ZS02g0640500,15.1717
ZS02g0640600,0
ZS02g0640700,0
ZS02g0640800,7.52195
ZS02g0640900,0
ZS02g0641000,0
ZS02g0641100,0
ZS02g0641200,0
ZS02g0641300,0
ZS02g0641400,19.8288
ZS02g0641500,23.6439
ZS02g0641600,20.9659
ZS02g0641700,15.2003
ZS02g0641800,1.6338
ZS02g0641900,0.448505
ZS02g0642000,10.5214
ZS02g0642100,1.47255
ZS02g0642200,12.9254
ZS02g0642300,23.9107
ZS02g0642400,37.7708
ZS02g0642500,3.68562
ZS02g0642600,11.3197
ZS02g0642700,166.697
ZS02g0642800,4.19498
ZS02g0642900,2.94192
ZS02g0643000,0
ZS02g0643100,8.25403
ZS02g0643200,54.9443
ZS02g0643300,4.25483
ZS02g0643400,6.23017
ZS02g0643500,0.776198
ZS02g0643600,106.179
ZS02g0643700,19.2694
ZS02g0643800,13.5058
ZS02g0643900,19.1938
ZS02g0644000,61.8918
ZS02g0644100,43.142
ZS02g0644200,25.997
ZS02g0644300,1.73976
ZS02g0644400,6.74108
ZS02g0644500,29.2794
ZS02g0644600,7.82608
ZS02g0644700,0.818284
ZS02g0644800,0.20245
ZS02g0644900,7.96784
ZS02g0645000,12.2048
ZS02g0645100,0.0315337
ZS02g0645200,0.0688462
ZS02g0645300,6.57665
ZS02g0645400,0
ZS02g0645500,2.94931
ZS02g0655500,3.10088
ZS02g0655600,1.1405
ZS02g0655700,0.128531
ZS02g0655800,71.8049
ZS02g0655900,1.36002
ZS02g0656000,12.0622
ZS02g0656100,0.15901
ZS02g0656200,6.06406
ZS02g0656300,1.7583
ZS02g0656400,20.0298
ZS02g0656500,0.391585
ZS02g0656600,0
ZS02g0656700,22.0567
ZS02g0656800,8.50397
ZS02g0656900,30.7675
ZS02g0657000,0
ZS02g0657100,0
ZS02g0657200,7.73446
ZS02g0657300,1.99919
ZS02g0657400,0.0839294
ZS02g0657500,0
ZS02g0657600,7.14248
ZS02g0657700,0.134075
ZS02g0657800,2.69267
ZS02g0657900,2.45719
ZS02g0658000,38.8111
ZS02g0658100,3.78998
ZS02g0658200,1.11832
ZS02g0658300,0
ZS02g0658400,0
ZS02g0658500,0
ZS02g0658600,0
ZS02g0658700,0
ZS02g0658800,3.9968
ZS02g0658900,1.89271
ZS02g0659000,0.618967
ZS02g0659100,12.6261
ZS02g0659200,0.974948
ZS02g0659300,0
ZS02g0659400,0
ZS02g0659500,0
ZS02g0659600,0
ZS02g0659700,16.9641
ZS02g0659800,30.443
ZS02g0659900,19.2266
ZS02g0660000,0
ZS02g0660100,0.0211149
ZS02g0660200,0
ZS02g0660300,0
ZS02g0660400,1.2568
ZS02g0660500,0
ZS02g0660600,7.46077
ZS02g0660700,0.14613
ZS02g0660800,0
ZS02g0660900,0.801884
ZS02g0661000,62.5144
ZS02g0661100,6.04965
ZS02g0661200,15.7755
ZS02g0661300,1.67941
ZS02g0661400,1.4531
ZS02g0661500,0
ZS02g0661600,27.1129
ZS02g0661700,2.74608
ZS02g0661800,53.381
ZS02g0661900,0
ZS02g0662000,0.0593446
ZS02g0662100,0
ZS02g0662200,0
ZS02g0662300,4.93264
ZS02g0662400,0.580045
ZS02g0662500,0
ZS02g0662600,4.79517
ZS02g0662700,7.69578
ZS02g0662800,11.9836
ZS02g0662900,23.1921
ZS02g0663000,18.69
ZS02g0663100,0
ZS02g0663200,0.75682
ZS02g0663300,0
ZS02g0663400,0
ZS02g0663500,0
ZS02g0663600,0
ZS02g0663700,4.48555
ZS02g0663800,0
ZS02g0663900,0
ZS02g0664000,0
ZS02g0664100,0
ZS02g0664200,0
ZS02g0664300,0
ZS02g0664400,31.5094
ZS02g0664500,5.67667
ZS02g0664600,1.70844
ZS02g0664700,0
ZS02g0664800,28.4507
ZS02g0664900,15.2454
ZS02g0665000,0
ZS02g0665100,19.6247
ZS02g0665200,9.41006
ZS02g0665300,0
ZS02g0665400,54.5951
ZS02g0665500,8.67042
ZS02g0665600,25.2483
ZS02g0665700,0
ZS02g0665800,4.79971
ZS02g0665900,0
ZS02g0666000,2.73152
ZS02g0666100,0
ZS02g0666200,4.1509
ZS02g0666300,0
ZS02g0666400,13.7573
ZS02g0666500,0.56514
ZS02g0666600,0
ZS02g0666700,2.01018
ZS02g0666800,0
ZS02g0666900,0
ZS02g0667000,0
ZS02g0667100,0
ZS02g0667200,0
ZS02g0667300,4.40088
ZS02g0667400,22.6035
ZS02g0667500,5.31189
ZS02g0667600,11.0667
ZS02g0667700,0.303487
ZS02g0667800,7.12164
ZS02g0667900,9.55272
ZS02g0668000,0.449991
ZS02g0668100,0
ZS02g0668200,0.0401036
ZS02g0668300,13.1562
ZS02g0668400,4.06615
ZS02g0668500,39.4598
ZS02g0668600,26.626
ZS02g0668700,0.849452
ZS02g0668800,10.1965
ZS02g0668900,0
ZS02g0669000,0
ZS02g0669100,0
ZS02g0669200,13.8316
ZS02g0669300,19.4101
ZS02g0669400,0.813001
ZS02g0669500,25.8023
ZS02g0669600,61.1051
ZS02g0669700,0.610838
ZS02g0669800,1.86029
ZS02g0669900,3.69808
ZS02g0670000,0
ZS02g0670100,0
ZS02g0670200,0
ZS02g0670300,0
ZS02g0670400,50.7642
ZS02g0670500,0
ZS02g0670600,0
ZS02g0670700,0
ZS02g0670800,1.33128
ZS02g0670900,3.69366
ZS02g0671000,9.64804
ZS02g0671100,0
ZS02g0671200,0.0199839
ZS02g0671300,0.497679
ZS02g0671400,0.659215
ZS02g0671500,0
ZS02g0671600,0.0897388
ZS02g0671700,65.7185
ZS02g0671800,0.83668
ZS02g0671900,22.3927
ZS02g0672000,0
ZS02g0672100,0
ZS02g0672200,0
ZS02g0672300,0
ZS02g0672400,0
ZS02g0672500,24.2111
ZS02g0672600,2.78014
ZS02g0672700,19.1744
ZS02g0672800,33.0764
ZS02g0672900,8.98718
ZS02g0673000,0.0160477
ZS02g0673100,0.467763
ZS02g0673200,2.69683
ZS02g0673300,0
ZS02g0673400,0
ZS02g0673500,0
ZS02g0673600,0.863981
ZS02g0673700,0
ZS02g0673800,22.5912
ZS02g0673900,0.0242888
ZS02g0674000,31.5243
ZS02g0674100,8.71542
ZS02g0674200,65.9576
ZS02g0674300,31.8689
ZS02g0674400,1.41229
ZS02g0674500,37.5578
ZS02g0674600,0
ZS02g0674700,3.25626
ZS02g0674800,1.9747
ZS02g0674900,0.0545845
ZS02g0675000,41.0866
ZS02g0675100,17.9358
ZS02g0675200,3.2866
ZS02g0675300,20.9984
ZS02g0675400,0.247398
ZS02g0675500,10.0805
ZS02g0675600,25.7377
ZS02g0675700,0
ZS02g0675800,7.45087
ZS02g0675900,0
ZS02g0676000,0
ZS02g0676100,0
ZS02g0676200,22.6494
ZS02g0676300,3.35957
ZS02g0676400,7.224
ZS02g0676500,0
ZS02g0676600,9.47848
ZS02g0676700,0.342496
ZS02g0676800,0
ZS02g0676900,0
ZS02g0677000,6.90519
ZS02g0677100,0.991502
ZS02g0677200,6.43412
ZS02g0677300,0
ZS02g0677400,0
ZS02g0677500,0
ZS02g0677600,0
ZS02g0677700,0
ZS02g0677800,5.97044
ZS02g0677900,48.3937
ZS02g0678000,95.7185
ZS02g0678100,7.2143
ZS02g0678200,0
ZS02g0678300,7.03563
ZS02g0678400,1.69234
ZS02g0678500,4.77606
ZS02g0678600,7.21898
ZS02g0678700,1.57666
ZS02g0678800,90.3425
ZS02g0678900,1.38437
ZS02g0679000,29.8411
ZS02g0679100,2.02265
ZS02g0679200,0.239816
ZS02g0679300,10.7527
ZS02g0679400,68.1223
ZS02g0679500,1.00467
ZS02g0679600,6.72325
ZS02g0679700,9.77324
ZS02g0679800,68.1363
ZS02g0679900,8.43442
ZS02g0680000,0
ZS02g0680100,5.46873
ZS02g0680200,1.25158
ZS02g0680300,14.6904
ZS02g0680400,5.37133
ZS02g0680500,7.73628
ZS02g0680600,0
ZS02g0680700,0
ZS02g0680800,0
ZS02g0680900,0
ZS02g0681000,13.0547
ZS02g0681100,1.64507
ZS02g0681200,11.9611
ZS02g0681300,7.70817
ZS02g0681400,4.55739
ZS02g0681500,13.0836
ZS02g0691500,5.63851
ZS02g0691600,3.16121
ZS02g0691700,14.8549
ZS02g0691800,0
ZS02g0691900,0
ZS02g0692000,0
ZS02g0692100,22.3684
ZS02g0692200,5.37282
ZS02g0692300,4.76164
ZS02g0692400,43.8671
ZS02g0692500,2.01875
ZS02g0692600,0
ZS02g0692700,24.7403
ZS02g0692800,17.0652
ZS02g0692900,0
ZS02g0693000,78.4038
ZS02g0693100,88.4138
ZS02g0693200,0
ZS02g0693300,0
ZS02g0693400,0
ZS02g0693500,0
ZS02g0693600,0
ZS02g0693700,0
ZS02g0693800,2.75971
ZS02g0693900,0
ZS02g0694000,0
ZS02g0694100,0
ZS02g0694200,0
ZS02g0694300,10.0394
ZS02g0694400,18.4917
ZS02g0694500,31.4091
ZS02g0694600,0.343137
ZS02g0694700,0
ZS02g0694800,0.91774
ZS02g0694900,16.7777
ZS02g0695000,2.93574
ZS02g0695100,2.18119
ZS02g0695200,0
ZS02g0695300,11.6474
ZS02g0695400,7.50406
ZS02g0695500,0
ZS02g0695600,5.85299
ZS02g0695700,44.7903
ZS02g0695800,0.444702
ZS02g0695900,41.7447
ZS02g0696000,0
ZS02g0696100,0.288231
ZS02g0696200,0
ZS02g0696300,0
ZS02g0696400,251.245
ZS02g0696500,14.4128
ZS02g0696600,23.7695
ZS02g0696700,16.4999
ZS02g0696800,2.44177
ZS02g0696900,3.75283
ZS02g0697000,1.00048
ZS02g0697100,0.222164
ZS02g0697200,10.7504
ZS02g0697300,0.892381
ZS02g0697400,17.2104
ZS02g0697500,2.19245
ZS02g0697600,0.358113
ZS02g0697700,0.499417
ZS02g0697800,0.41199
ZS02g0697900,0.327052
ZS02g0698000,0.100367
ZS02g0698100,0.203839
ZS02g0698200,0.419717
ZS02g0698300,17.1133
ZS02g0698400,32.5408
ZS02g0698500,7.34681
ZS02g0698600,26.2242
ZS02g0698700,26.5795
ZS02g0698800,17.1698
ZS02g0698900,2.23115
ZS02g0699000,51.9013
ZS02g0699100,0
ZS02g0699200,56.0732
ZS02g0699300,0.0491443
ZS02g0699400,23.3682
ZS02g0699500,1.21631
ZS02g0699600,5.11125
ZS02g0699700,1.07737
ZS02g0699800,21.9586
ZS02g0699900,0.961082
