tracking_id,ID,ear_2,ear_1,ear_0,average-ear,ear-category,tassel_2,tassel_1,tassel_0,average-tassel,tassel-category
GRMZM5G800096,0,0.0306131,0,0,0.010204367,unexpressed,0,0.0359033,0,0.011967767,unexpressed
GRMZM5G800101,1,0.0177905,0.0857706,0.0294681,0.044343067,unexpressed,0.0210705,0.020826,0.0088073,0.016901267,unexpressed
GRMZM5G800457,2,0,0,0,0,unexpressed,0,0,0.089154,0.029718,unexpressed
GRMZM5G800780,3,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G800980,4,0.0452916,0.0275124,0.0498061,0.040870033,unexpressed,0.0790563,0.0264751,0.0439804,0.049837267,unexpressed
GRMZM5G801074,5,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G801746,6,0,0,0,0,unexpressed,0,2.39655,1.9432,1.446583333,expressed
GRMZM5G801958,7,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G804358,8,2.06521,1.50091,0.691281,1.419133667,expressed,1.01065,1.24659,0.783044,1.013428,expressed
GRMZM5G804671,9,0,0,0,0,unexpressed,0,0,1.18864,0.396213333,expressed
GRMZM5G804708,10,0.0226621,0.0368379,0.0254108,0.0283036,unexpressed,0.0269524,0.0532307,0.0223147,0.034165933,unexpressed
GRMZM5G804776,11,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G805421,12,0,0.483002,0,0.161000667,expressed,0,0,0,0,unexpressed
GRMZM5G805940,13,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G806435,14,0.0495567,0.0598104,0.0547823,0.054716467,unexpressed,0.0194587,0.0578045,0.0486552,0.0419728,unexpressed
GRMZM5G806488,15,0.0428958,0.153773,0.0234651,0.073377967,unexpressed,0.0759487,0.0753376,0.105524,0.085603433,unexpressed
GRMZM5G807592,16,5.52496,3.40045,4.23619,4.3872,expressed,3.10252,4.25213,5.38744,4.247363333,expressed
GRMZM5G808402,17,0,0,0.0508069,0.016935633,unexpressed,0,0,0,0,unexpressed
GRMZM5G808939,18,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G809869,19,0.0933562,0,0,0.031118733,unexpressed,0,0,0.0915727,0.030524233,unexpressed
GRMZM5G810298,20,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G811749,21,0.085708,0.174975,0,0.086894333,unexpressed,0.0672502,0.0335175,0.0826619,0.0611432,unexpressed
GRMZM5G813608,22,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G813949,23,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G814594,24,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G815453,25,0.0753588,0,0.040938,0.0387656,unexpressed,0.0438036,0.0438052,0.0366113,0.0414067,unexpressed
GRMZM5G815553,26,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G815606,27,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G816274,28,0.283604,0.345546,0.307396,0.312182,expressed,0.334171,0.335464,0.271698,0.313777667,expressed
GRMZM5G816453,29,0,0.0506145,0.0912216,0.0472787,unexpressed,0.0489869,0,0,0.016328967,unexpressed
GRMZM5G816772,30,0.0472366,0.0571096,0.0519171,0.052087767,unexpressed,0,0.0555271,0,0.018509033,unexpressed
GRMZM5G817985,31,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G818111,32,0.162836,0.566148,0.845167,0.524717,expressed,0.681817,0.751545,0.394179,0.609180333,expressed
GRMZM5G819109,33,0,0,1.2354,0.4118,expressed,0,0,0,0,unexpressed
GRMZM5G819258,34,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G821527,35,0.104401,0,0,0.034800333,unexpressed,0,0,0,0,unexpressed
GRMZM5G821687,36,0.503752,0.60051,0,0.368087333,expressed,0.567747,0.580814,0,0.382853667,expressed
GRMZM5G822170,37,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G822401,38,0.697057,0,0,0.232352333,expressed,0.815261,0,0.335695,0.383652,expressed
GRMZM5G822734,39,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G824660,40,1.45177,0,0,0.483923333,expressed,0,0,0,0,unexpressed
GRMZM5G825253,41,54.3843,71.3738,81.142,68.9667,highly-expressed,83.3923,74.3776,84.0205,80.5968,highly-expressed
GRMZM5G826322,42,0,0,0,0,unexpressed,0,0,2.78892,0.92964,expressed
GRMZM5G826672,43,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G827309,44,0.457267,0.372827,0.388312,0.406135333,expressed,0.22764,0.223437,0.21462,0.221899,expressed
GRMZM5G827951,45,0.439955,0.527031,0.199755,0.388913667,expressed,0.172811,0.255537,0.325013,0.251120333,expressed
GRMZM5G828883,46,0,0.555188,0,0.185062667,expressed,0,0,0,0,unexpressed
GRMZM5G830210,47,0,0,0,0,unexpressed,1.34804,1.27008,0,0.872706667,expressed
GRMZM5G831399,48,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G831540,49,0,0.0128949,0,0.0042983,unexpressed,0,0,0,0,unexpressed
GRMZM5G833299,50,0.069291,0,0.0762377,0.048509567,unexpressed,0,0,0,0,unexpressed
GRMZM5G834128,51,0,0.0476327,0.0830569,0.0435632,unexpressed,0.21556,0.0889666,0.0358626,0.113463067,expressed
GRMZM5G834207,52,1.50361,0,0,0.501203333,expressed,0,0,0,0,unexpressed
GRMZM5G834282,53,3.04187,0,1.48922,1.510363333,expressed,0,0,0,0,unexpressed
GRMZM5G834298,54,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G834666,55,5.86936,5.29515,9.81128,6.99193,expressed,6.03291,8.05631,5.53283,6.540683333,expressed
GRMZM5G834908,56,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G834995,57,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G835775,58,0,1.95858,0,0.65286,expressed,0,0,0,0,unexpressed
GRMZM5G836544,59,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G836994,60,0.708828,0.510735,0.515287,0.578283333,expressed,0.549406,0.779131,0.597611,0.642049333,expressed
GRMZM5G837015,61,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G838396,62,0.0227558,0.109959,0.127718,0.086810933,unexpressed,0.111142,0.242038,0.0460153,0.1330651,expressed
GRMZM5G838554,63,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G838963,64,0.101055,0,0,0.033685,unexpressed,0,0,0,0,unexpressed
GRMZM5G839924,65,0.176165,0.210031,0.189427,0.191874333,expressed,0.20845,0,0.17131,0.126586667,expressed
GRMZM5G841635,66,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G842963,67,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G844030,68,0.144283,0.204681,0.131543,0.160169,expressed,0.112908,0.140617,0.0944966,0.1160072,expressed
GRMZM5G844074,69,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G844331,70,0,0,0.436263,0.145421,expressed,0,0.962781,0,0.320927,expressed
GRMZM5G844605,71,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G844628,72,0.0317175,0.113861,0.658388,0.267988833,expressed,0,0.557597,0.219465,0.259020667,expressed
GRMZM5G844657,73,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G845024,74,2.42909,5.5375,9.82811,5.931566667,expressed,0,13.8912,0,4.6304,expressed
GRMZM5G845230,75,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G845244,76,1.37195,0.398769,0.714515,0.828411333,expressed,0.406211,0.791148,0.65438,0.617246333,expressed
GRMZM5G845496,77,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G845792,78,0,0,0,0,unexpressed,0,0,0.606536,0.202178667,expressed
GRMZM5G846068,79,0.350779,0,0,0.116926333,expressed,0,0,0.333964,0.111321333,expressed
GRMZM5G846968,80,0.0565161,0,0,0.0188387,unexpressed,0,0.0332329,0,0.011077633,unexpressed
GRMZM5G847102,81,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G848448,82,0.868875,0,0,0.289625,expressed,0,0,0,0,unexpressed
GRMZM5G849018,83,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G849223,84,0.0452683,0.0537845,0,0.0330176,unexpressed,0.107714,0,0.044153,0.050622333,unexpressed
GRMZM5G850100,85,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G851130,86,0.0847542,0,0.272695,0.119149733,expressed,0.0491635,0.196906,0.122876,0.122981833,expressed
GRMZM5G851708,87,0,0,0,0,unexpressed,0,0,0.0722538,0.0240846,unexpressed
GRMZM5G851769,88,2.38045,1.93475,2.29294,2.202713333,expressed,1.78989,2.18161,2.19218,2.05456,expressed
GRMZM5G851921,89,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G852144,90,0,0,0,0,unexpressed,0,0.115188,0,0.038396,unexpressed
GRMZM5G853305,91,0.942149,0,0,0.314049667,expressed,0,0,0,0,unexpressed
GRMZM5G853409,92,0.0301714,0.036631,0,0.022267467,unexpressed,0,0,0.0293486,0.009782867,unexpressed
GRMZM5G853723,93,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G854065,94,0.6848,0.621834,0.924418,0.743684,expressed,0.407238,0.201923,0.499731,0.369630667,expressed
GRMZM5G855343,95,0,0,0,0,unexpressed,0,0,1.925,0.641666667,expressed
GRMZM5G856027,96,0.200884,0.175608,0,0.125497333,expressed,0.156591,0.104692,0.0948213,0.118701433,expressed
GRMZM5G856189,97,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G856777,98,0,0.00654604,0,0.002182013,unexpressed,0.00630302,0,0,0.002101007,unexpressed
GRMZM5G856972,99,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G857320,100,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G858045,101,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G858556,102,0,0.102882,0,0.034294,unexpressed,0,0,0.164707,0.054902333,unexpressed
GRMZM5G859187,103,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G859440,104,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G860062,105,0.0484926,0,0,0.0161642,unexpressed,0,0.057195,0,0.019065,unexpressed
GRMZM5G861212,106,1.60108,0,0,0.533693333,expressed,0,0,1.51279,0.504263333,expressed
GRMZM5G861353,107,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G861791,108,2.85227,2.44311,2.735,2.676793333,expressed,1.84209,2.28584,2.40774,2.178556667,expressed
GRMZM5G862955,109,8.16212,9.29533,7.36477,8.274073333,expressed,7.67472,7.93815,7.85078,7.821216667,expressed
GRMZM5G863003,110,0.035114,0.0283226,0,0.021145533,unexpressed,0.0137645,0,0.0114894,0.008417967,unexpressed
GRMZM5G864407,111,0.221044,0,0,0.073681333,unexpressed,0,0,0,0,unexpressed
GRMZM5G865196,112,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G866064,113,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G866223,114,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G866761,115,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G866979,116,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G866990,117,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G867512,118,1.2172,1.12798,1.14801,1.164396667,expressed,1.28253,1.3559,1.2252,1.287876667,expressed
GRMZM5G870438,119,0,0,0.469817,0.156605667,expressed,0.532976,0,0,0.177658667,expressed
GRMZM5G871099,120,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G871174,121,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G872234,122,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G872747,123,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G872899,124,0,0,0,0,unexpressed,0.484373,0.488094,0,0.324155667,expressed
GRMZM5G873916,125,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G874394,126,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G874448,127,0.0468922,0.0577593,0.0522127,0.052288067,unexpressed,0,0,0.0452476,0.015082533,unexpressed
GRMZM5G874740,128,1.17456,0,0,0.39152,expressed,0,0,0,0,unexpressed
GRMZM5G875046,129,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G875287,130,0.0572384,0.0232485,0,0.026828967,unexpressed,0,0,0.0748751,0.024958367,unexpressed
GRMZM5G875789,131,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G876106,132,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G876913,133,4.26803,3.75282,3.26344,3.76143,expressed,2.42321,1.22839,1.92146,1.857686667,expressed
GRMZM5G877040,134,0.731588,1.71664,0.76106,1.069762667,expressed,1.67641,0.842102,2.3997,1.639404,expressed
GRMZM5G877173,135,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G877454,136,0,0.0133105,0,0.004436833,unexpressed,0,0,0.0108369,0.0036123,unexpressed
GRMZM5G878344,137,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G879235,138,0,0,0,0,unexpressed,0,0.0276147,0,0.0092049,unexpressed
GRMZM5G881135,139,59.3957,62.5653,66.4692,62.81006667,highly-expressed,50.5254,40.116,45.1488,45.2634,highly-expressed
GRMZM5G881661,140,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G882520,141,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G883882,142,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G884538,143,2.01157,0.958211,1.74397,1.571250333,expressed,1.16638,1.22912,1.63089,1.34213,expressed
GRMZM5G884707,144,0.117529,0.143949,0.0644177,0.1086319,expressed,0.0683369,0,0,0.022778967,unexpressed
GRMZM5G884912,145,4.98702,3.44044,4.22879,4.21875,expressed,3.05132,3.49712,3.03965,3.19603,expressed
GRMZM5G884960,146,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G885905,147,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G887290,148,0.901633,0,0,0.300544333,expressed,0,0,0,0,unexpressed
GRMZM5G887911,149,2.59873,0,0,0.866243333,expressed,0,0,0,0,unexpressed
GRMZM5G889036,150,10.3286,8.13158,9.82262,9.4276,expressed,7.32728,6.57212,7.96502,7.28814,expressed
GRMZM5G889299,151,0.120574,0.0324668,0.0738788,0.075639867,unexpressed,0.0479334,0.046885,0.0802325,0.0583503,unexpressed
GRMZM5G889790,152,0,1.40123,2.45492,1.285383333,expressed,0,0,0,0,unexpressed
GRMZM5G889905,153,0.161541,0.394289,0.351156,0.302328667,expressed,0,0.191706,0.307954,0.166553333,expressed
GRMZM5G890451,154,1.95218,3.05336,1.03304,2.01286,expressed,0,0.754169,0.614759,0.456309333,expressed
GRMZM5G890747,155,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G891801,156,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G892247,157,0.0208944,0.0502613,0.0309716,0.034042433,unexpressed,0.00824197,0.0325846,0.0137145,0.018180357,unexpressed
GRMZM5G892769,158,0.339381,0.180973,0.325946,0.2821,expressed,0.305828,0.218471,0.182079,0.235459333,expressed
GRMZM5G892983,159,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G893089,160,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G894376,161,0,0.0762421,0,0.025414033,unexpressed,0.0733456,0.147122,0.0609521,0.093806567,unexpressed
GRMZM5G894515,162,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G897615,163,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G897626,164,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G897755,165,0.150959,0,0,0.050319667,unexpressed,0,0,0.141118,0.047039333,unexpressed
GRMZM5G898442,166,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G898466,167,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G898647,168,0.52274,0.319351,0.420774,0.420955,expressed,0,0,0.125444,0.041814667,unexpressed
GRMZM5G898772,169,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G899366,170,0,0,0.0207674,0.006922467,unexpressed,0,0,0,0,unexpressed
GRMZM5G899452,171,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G899836,172,0,0,0,0,unexpressed,0,0,0,0,unexpressed
GRMZM5G899892,173,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000001,174,361.597,346.013,366.2,357.9366667,highly-expressed,804.319,809.457,786.929,800.235,highly-expressed
Zm00001d000002,175,21.5447,20.9476,21.2863,21.25953333,highly-expressed,13.8869,13.3766,13.4324,13.5653,expressed
Zm00001d000003,176,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000004,177,20.5486,19.0583,19.0512,19.5527,highly-expressed,19.0218,19.7586,23.1589,20.64643333,highly-expressed
Zm00001d000005,178,42.7694,39.5428,42.3915,41.5679,highly-expressed,42.4914,41.2219,40.8845,41.5326,highly-expressed
Zm00001d000006,179,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000008,180,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000009,181,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000011,182,11.3059,11.1136,10.0073,10.80893333,expressed,6.03381,5.83672,6.41379,6.094773333,expressed
Zm00001d000012,183,0,0,0,0,unexpressed,0,0,0.0864469,0.028815633,unexpressed
Zm00001d000013,184,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000016,185,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000017,186,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000018,187,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000019,188,0,0,0,0,unexpressed,49.6433,45.7414,0,31.7949,highly-expressed
Zm00001d000020,189,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000021,190,65.3688,64.6043,66.3445,65.4392,highly-expressed,64.5191,60.0449,60.2329,61.59896667,highly-expressed
Zm00001d000023,191,7.03728,6.93293,6.64187,6.870693333,expressed,6.2155,6.53875,6.49392,6.416056667,expressed
Zm00001d000025,192,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000026,193,0,0,0,0,unexpressed,0,0.123083,0,0.041027667,unexpressed
Zm00001d000027,194,9.07307,8.38725,7.93353,8.464616667,expressed,5.86334,6.79381,6.40926,6.35547,expressed
Zm00001d000028,195,0.308138,1.10374,0.470522,0.627466667,expressed,0.694967,0.524538,0.441309,0.553604667,expressed
Zm00001d000029,196,60.4505,61.5737,57.5883,59.87083333,highly-expressed,52.5147,53.7604,55.8993,54.05813333,highly-expressed
Zm00001d000030,197,45.0861,45.7276,48.381,46.39823333,highly-expressed,53.1767,52.3602,51.4089,52.31526667,highly-expressed
Zm00001d000032,198,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000033,199,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000034,200,12.7388,13.0714,12.942,12.9174,expressed,15.0037,15.0666,16.008,15.35943333,highly-expressed
Zm00001d000035,201,3.76486,4.03788,3.71509,3.839276667,expressed,3.14584,2.90459,3.219,3.08981,expressed
Zm00001d000036,202,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000037,203,0,0,0,0,unexpressed,0,0,0.206104,0.068701333,unexpressed
Zm00001d000038,204,38.4946,38.2257,40.127,38.9491,highly-expressed,30.5645,28.751,29.1133,29.47626667,highly-expressed
Zm00001d000039,205,21.2279,20.3144,22.063,21.20176667,highly-expressed,23.2568,20.8298,20.4258,21.50413333,highly-expressed
Zm00001d000040,206,24.9384,33.7032,25.9068,28.1828,highly-expressed,23.4434,21.136,20.718,21.7658,highly-expressed
Zm00001d000041,207,22.7669,22.011,24.0725,22.95013333,highly-expressed,19.7287,19.1943,16.3703,18.4311,highly-expressed
Zm00001d000042,208,12.0656,12.4682,10.8868,11.80686667,expressed,9.78285,8.92777,11.2729,9.994506667,expressed
Zm00001d000044,209,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000045,210,30.4374,34.5098,33.0157,32.6543,highly-expressed,33.3912,28.6384,26.4732,29.50093333,highly-expressed
Zm00001d000046,211,22.8621,27.8886,28.6388,26.46316667,highly-expressed,28.1081,25.8452,29.6542,27.86916667,highly-expressed
Zm00001d000051,212,0,0,0.244423,0.081474333,unexpressed,0,0,0.232083,0.077361,unexpressed
Zm00001d000052,213,25.7074,27.0013,29.0012,27.23663333,highly-expressed,23.2328,22.6305,24.6414,23.50156667,highly-expressed
Zm00001d000053,214,28.228,26.3988,24.2318,26.2862,highly-expressed,29.6374,25.4385,24.862,26.64596667,highly-expressed
Zm00001d000055,215,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000058,216,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000060,217,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000061,218,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000062,219,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000064,220,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000065,221,5.14322,8.03039,6.4633,6.545636667,expressed,6.83066,4.82645,3.24465,4.967253333,expressed
Zm00001d000066,222,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000067,223,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000070,224,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000071,225,0.12161,0.148905,0.252533,0.174349333,expressed,0.0684011,0.139325,0.173985,0.127237033,expressed
Zm00001d000072,226,10.6473,9.75439,10.7021,10.36793,expressed,12.8253,12.671,13.3386,12.94496667,expressed
Zm00001d000073,227,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000074,228,8.03518,7.1203,13.3491,9.501526667,expressed,10.9886,9.0016,7.42173,9.13731,expressed
Zm00001d000076,229,2.05665,2.03252,2.09269,2.06062,expressed,1.7576,1.75912,2.04352,1.853413333,expressed
Zm00001d000077,230,5.18218,4.79471,4.92542,4.967436667,expressed,4.31766,4.61018,4.05931,4.32905,expressed
Zm00001d000079,231,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000080,232,15.7258,17.2159,16.9416,16.62776667,highly-expressed,14.3176,15.4941,14.2431,14.68493333,expressed
Zm00001d000081,233,0.0566741,0.139728,0.123487,0.1066297,expressed,0.132634,0.13286,0.166334,0.143942667,expressed
Zm00001d000082,234,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000083,235,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000085,236,7.24777,5.72455,6.52036,6.49756,expressed,8.00062,7.5592,8.49046,8.01676,expressed
Zm00001d000086,237,2.48457,2.18173,1.91884,2.195046667,expressed,1.00414,1.04863,1.24795,1.10024,expressed
Zm00001d000087,238,2.64831,2.10782,2.26139,2.339173333,expressed,2.04532,2.18044,2.14967,2.125143333,expressed
Zm00001d000089,239,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000092,240,0.476111,0.560413,0,0.345508,expressed,0,0,0,0,unexpressed
Zm00001d000093,241,1.73087,1.85465,1.81735,1.800956667,expressed,1.95277,1.30494,1.99292,1.75021,expressed
Zm00001d000094,242,0.215132,0.25909,0.151331,0.208517667,expressed,0.160508,0.379614,0.229123,0.256415,expressed
Zm00001d000095,243,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000096,244,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000097,245,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000098,246,7.46168,7.96744,8.03641,7.821843333,expressed,7.74988,8.04653,7.74085,7.845753333,expressed
Zm00001d000099,247,18.2068,19.5601,17.1265,18.2978,highly-expressed,19.3157,17.6268,19.2516,18.73136667,highly-expressed
Zm00001d000101,248,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000102,249,15.9121,14.8996,15.7623,15.52466667,highly-expressed,15.7732,14.5331,16.9314,15.7459,highly-expressed
Zm00001d000104,250,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000105,251,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000106,252,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000107,253,1.3024,0.975336,1.70932,1.329018667,expressed,1.79162,1.24518,1.9805,1.672433333,expressed
Zm00001d000109,254,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000110,255,30.8344,30.3297,29.8211,30.3284,highly-expressed,27.4568,28.0302,28.4451,27.97736667,highly-expressed
Zm00001d000111,256,0,0,0,0,unexpressed,0,0,0.414176,0.138058667,expressed
Zm00001d000112,257,0,0.136486,0.294698,0.143728,expressed,0.895925,0.625807,0.414811,0.645514333,expressed
Zm00001d000113,258,2.1303,1.78882,2.50985,2.14299,expressed,1.05646,1.44609,1.25499,1.252513333,expressed
Zm00001d000115,259,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000116,260,6.03659,6.73876,6.63539,6.470246667,expressed,8.04369,9.60308,8.15405,8.600273333,expressed
Zm00001d000117,261,3.37279,2.07405,2.77665,2.741163333,expressed,4.09018,3.53484,5.1153,4.246773333,expressed
Zm00001d000118,262,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000120,263,82.7587,87.0751,89.7955,86.5431,highly-expressed,102.272,98.2317,95.329,98.6109,highly-expressed
Zm00001d000121,264,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000122,265,15.4262,14.4912,14.4927,14.80336667,expressed,13.0115,11.4432,12.5097,12.32146667,expressed
Zm00001d000123,266,12.1738,11.8247,10.4384,11.47896667,expressed,14.2119,12.8113,14.2317,13.75163333,expressed
Zm00001d000124,267,10.8723,11.3885,10.5438,10.93486667,expressed,10.1194,10.8955,9.69203,10.23564333,expressed
Zm00001d000126,268,21.6897,25.006,24.7845,23.82673333,highly-expressed,22.8882,23.8909,23.447,23.4087,highly-expressed
Zm00001d000128,269,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000133,270,1.59487,1.63133,1.53999,1.58873,expressed,2.75674,2.90198,2.70011,2.786276667,expressed
Zm00001d000134,271,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000135,272,10.8029,10.8213,11.4181,11.0141,expressed,8.23937,9.52081,8.90569,8.888623333,expressed
Zm00001d000137,273,5.3996,5.68939,4.9117,5.333563333,expressed,4.18514,4.19456,4.39982,4.25984,expressed
Zm00001d000139,274,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000140,275,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000141,276,13.3738,12.4624,19.6904,15.17553333,highly-expressed,13.6182,19.195,12.9858,15.26633333,highly-expressed
Zm00001d000142,277,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d000143,278,36.2207,37.1555,36.2519,36.5427,highly-expressed,38.5133,36.2836,36.9889,37.26193333,highly-expressed
