tracking_id,ID,ear_2,ear_1,ear_0,average-ear,ear-category,tassel_2,tassel_1,tassel_0,average-tassel,tassel-category
Zm00001d021035,17435,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021036,17436,6.76053,8.07317,7.14329,7.325663333,expressed,7.08139,7.60287,7.4985,7.394253333,expressed
Zm00001d021038,17437,0.975444,1.1291,0.936062,1.013535333,expressed,0,3.17488,0.903779,1.359553,expressed
Zm00001d021039,17438,0.0299013,0,0,0.0099671,unexpressed,0,0,0.0287011,0.009567033,unexpressed
Zm00001d021040,17439,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021042,17440,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021045,17441,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021046,17442,27.3254,27.7635,28.3267,27.8052,highly-expressed,28.2533,27.5242,26.5163,27.43126667,highly-expressed
Zm00001d021047,17443,0,0,0,0,unexpressed,0,0,0.183467,0.061155667,unexpressed
Zm00001d021048,17444,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021049,17445,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021050,17446,49.0499,50.1026,50.0215,49.72466667,highly-expressed,51.5838,53.6794,54.0382,53.10046667,highly-expressed
Zm00001d021051,17447,87.8427,86.2102,86.0698,86.70756667,highly-expressed,97.654,94.8236,95.8594,96.11233333,highly-expressed
Zm00001d021053,17448,1.78914,2.26938,2.99866,2.352393333,expressed,2.11219,1.38214,1.56118,1.68517,expressed
Zm00001d021054,17449,4.81133,4.30686,4.53156,4.549916667,expressed,4.74103,4.08044,4.28361,4.36836,expressed
Zm00001d021055,17450,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021056,17451,29.1722,32.2808,33.3359,31.5963,highly-expressed,32.5815,31.3285,32.8571,32.2557,highly-expressed
Zm00001d021057,17452,0,0,0,0,unexpressed,0,0.0801048,0,0.0267016,unexpressed
Zm00001d021058,17453,6.65346,3.83818,6.29081,5.59415,expressed,7.26148,3.57551,11.7951,7.54403,expressed
Zm00001d021059,17454,0.302539,0.712554,0.294117,0.436403333,expressed,0.334535,1.00255,0,0.445695,expressed
Zm00001d021060,17455,6.64347,6.31448,7.33201,6.76332,expressed,7.21898,4.7678,6.54377,6.17685,expressed
Zm00001d021061,17456,688.383,682.717,677.329,682.8096667,highly-expressed,737.15,728.106,698.452,721.236,highly-expressed
Zm00001d021062,17457,0,0,0,0,unexpressed,2.83304,0,0,0.944346667,expressed
Zm00001d021063,17458,55.5777,56.1198,48.765,53.4875,highly-expressed,47.1723,47.8101,44.9595,46.6473,highly-expressed
Zm00001d021064,17459,0,0.199947,0,0.066649,unexpressed,5.61041,3.98556,3.93993,4.511966667,expressed
Zm00001d021065,17460,17.7577,17.4382,17.8011,17.66566667,highly-expressed,17.0193,16.5682,17.704,17.09716667,highly-expressed
Zm00001d021066,17461,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021067,17462,0.0779203,0.0957847,0,0.057901667,unexpressed,0,0,0.0375652,0.012521733,unexpressed
Zm00001d021068,17463,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021069,17464,1.07616,2.01418,1.36805,1.48613,expressed,0.593966,0.92597,1.29981,0.939915333,expressed
Zm00001d021070,17465,36.5363,34.397,33.3341,34.7558,highly-expressed,35.1147,34.6302,32.9121,34.219,highly-expressed
Zm00001d021071,17466,19.5779,18.8811,18.9366,19.13186667,highly-expressed,19.4919,19.0187,20.1454,19.552,highly-expressed
Zm00001d021072,17467,9.56541,9.2086,8.884,9.219336667,expressed,9.11181,8.93323,8.80322,8.94942,expressed
Zm00001d021073,17468,0.781392,0.784998,0.64684,0.737743333,expressed,0.479096,0.584121,0.549574,0.537597,expressed
Zm00001d021075,17469,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021076,17470,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021081,17471,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021082,17472,1.04664,1.86906,0.524494,1.146731333,expressed,0.580764,2.34059,1.46127,1.460874667,expressed
Zm00001d021084,17473,33.5197,31.1416,30.8387,31.83333333,highly-expressed,25.0956,26.6647,27.4071,26.38913333,highly-expressed
Zm00001d021085,17474,0.390461,0.212309,0.143091,0.248620333,expressed,0.0483262,0.256419,0.337593,0.214112733,expressed
Zm00001d021086,17475,1.65474,1.96546,2.4448,2.021666667,expressed,3.64728,3.28555,3.57037,3.501066667,expressed
Zm00001d021087,17476,22.7773,20.3675,21.9911,21.71196667,highly-expressed,18.646,19.6608,19.4657,19.2575,highly-expressed
Zm00001d021088,17477,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021089,17478,0,0,0,0,unexpressed,0.426209,0,0.18047,0.202226333,expressed
Zm00001d021090,17479,24.6351,22.6384,24.611,23.9615,highly-expressed,22.0609,22.092,23.0632,22.40536667,highly-expressed
Zm00001d021091,17480,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021092,17481,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021093,17482,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021094,17483,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021095,17484,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021097,17485,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021099,17486,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021103,17487,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021104,17488,0.056315,0.069351,0.0309035,0.052189833,unexpressed,0,0.111255,0.0271744,0.046143133,unexpressed
Zm00001d021105,17489,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021107,17490,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021109,17491,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021115,17492,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021117,17493,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021118,17494,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021119,17495,0,0.154607,0,0.051535667,unexpressed,1.74032,1.65644,2.61546,2.004073333,expressed
Zm00001d021120,17496,7.11107,6.48737,6.06467,6.55437,expressed,6.76279,7.2864,5.89088,6.64669,expressed
Zm00001d021122,17497,9.47248,12.3157,10.4696,10.75259333,expressed,10.7721,11.9081,8.37773,10.35264333,expressed
Zm00001d021123,17498,33.2406,35.3717,31.7927,33.46833333,highly-expressed,31.5431,34.9603,35.2853,33.92956667,highly-expressed
Zm00001d021125,17499,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021126,17500,50.1426,49.75,47.6155,49.16936667,highly-expressed,50.1706,49.8017,50.3539,50.10873333,highly-expressed
Zm00001d021127,17501,24.5255,23.1252,21.7955,23.14873333,highly-expressed,22.7287,23.8493,21.4341,22.6707,highly-expressed
Zm00001d021128,17502,2.09711,2.51706,1.74371,2.119293333,expressed,2.14837,1.89595,2.56171,2.20201,expressed
Zm00001d021129,17503,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021130,17504,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021131,17505,7.39692,6.95778,5.87615,6.743616667,expressed,9.60519,9.1829,9.90308,9.563723333,expressed
Zm00001d021132,17506,16.3836,15.916,14.7486,15.68273333,highly-expressed,15.9197,17.5882,15.5495,16.35246667,highly-expressed
Zm00001d021133,17507,0,0.0300689,0.052986,0.027684967,unexpressed,0,0,0.047322,0.015774,unexpressed
Zm00001d021135,17508,0.3017,0.173807,0.156187,0.210564667,expressed,0.134162,0.165426,0.125991,0.141859667,expressed
Zm00001d021136,17509,15.4579,15.7013,15.4515,15.5369,highly-expressed,16.3914,15.2082,15.9739,15.85783333,highly-expressed
Zm00001d021137,17510,23.6129,24.2204,23.443,23.75876667,highly-expressed,22.7781,21.9913,21.7603,22.17656667,highly-expressed
Zm00001d021138,17511,18.9936,17.8677,18.2342,18.36516667,highly-expressed,17.1308,17.5973,18.9104,17.8795,highly-expressed
Zm00001d021139,17512,0.243067,0.367245,0.298005,0.302772333,expressed,0.510259,0.173924,0.149798,0.277993667,expressed
Zm00001d021140,17513,30.0333,29.0844,28.8726,29.3301,highly-expressed,26.2209,26.4334,24.4073,25.6872,highly-expressed
Zm00001d021141,17514,255.493,244.907,272.452,257.6173333,highly-expressed,272.858,251.814,239.364,254.6786667,highly-expressed
Zm00001d021142,17515,12.7005,12.7241,13.1058,12.84346667,expressed,12.9999,13.6357,12.9561,13.19723333,expressed
Zm00001d021143,17516,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021144,17517,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021145,17518,32.3723,31.9715,31.7425,32.02876667,highly-expressed,33.9626,31.8057,33.4625,33.07693333,highly-expressed
Zm00001d021146,17519,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021147,17520,126.706,131.389,133.393,130.496,highly-expressed,150.819,146.72,142.148,146.5623333,highly-expressed
Zm00001d021148,17521,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021149,17522,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021150,17523,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021153,17524,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021156,17525,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021157,17526,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021158,17527,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021159,17528,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021160,17529,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021162,17530,17.766,18.2609,18.3557,18.12753333,highly-expressed,16.8657,15.3403,17.1709,16.45896667,highly-expressed
Zm00001d021163,17531,0,0,0,0,unexpressed,0.0576599,0,0,0.019219967,unexpressed
Zm00001d021164,17532,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021166,17533,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021167,17534,0.119288,0.27728,0,0.132189333,expressed,0,0.267439,0,0.089146333,unexpressed
Zm00001d021168,17535,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021169,17536,12.3588,12.8462,11.8231,12.3427,expressed,11.2171,10.9218,11.2316,11.1235,expressed
Zm00001d021170,17537,33.0843,31.3374,32.0516,32.15776667,highly-expressed,27.082,28.2296,27.4911,27.6009,highly-expressed
Zm00001d021171,17538,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021172,17539,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021173,17540,142.3,132.187,134.02,136.169,highly-expressed,129.608,131.882,133.949,131.813,highly-expressed
Zm00001d021174,17541,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021175,17542,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021176,17543,0,0,0,0,unexpressed,0.0270482,0.027048,0.0226921,0.0255961,unexpressed
Zm00001d021177,17544,0,0,0,0,unexpressed,0.386434,1.12867,0.322076,0.612393333,expressed
Zm00001d021178,17545,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021179,17546,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021180,17547,10.17,9.71452,9.45922,9.781246667,expressed,10.2353,9.29621,9.76226,9.76459,expressed
Zm00001d021181,17548,34.4836,32.1027,32.7951,33.12713333,highly-expressed,41.1407,41.0103,41.3654,41.17213333,highly-expressed
Zm00001d021182,17549,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021183,17550,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021184,17551,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021185,17552,0.0846122,0.0513711,0,0.045327767,unexpressed,0,0.0490702,0,0.016356733,unexpressed
Zm00001d021186,17553,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021187,17554,17.5787,17.3668,17.1661,17.37053333,highly-expressed,21.8895,18.5733,21.806,20.75626667,highly-expressed
Zm00001d021188,17555,33.5521,32.1145,33.3395,33.00203333,highly-expressed,32.1572,32.147,32.5149,32.27303333,highly-expressed
Zm00001d021189,17556,21.4261,20.9695,20.7449,21.04683333,highly-expressed,20.209,16.9619,19.6358,18.93556667,highly-expressed
Zm00001d021191,17557,0.0580996,0.0714825,0.05994,0.063174033,unexpressed,0.267921,0,0.109936,0.125952333,expressed
Zm00001d021192,17558,12.8316,19.9852,17.8771,16.89796667,highly-expressed,7.30955,5.78933,5.95767,6.352183333,expressed
Zm00001d021193,17559,3.1231,3.49414,4.96191,3.859716667,expressed,1.74176,2.51582,2.49999,2.252523333,expressed
Zm00001d021195,17560,22.7967,24.1584,22.7617,23.23893333,highly-expressed,19.6715,18.989,19.4148,19.35843333,highly-expressed
Zm00001d021196,17561,81.2393,85.4818,81.9262,82.88243333,highly-expressed,93.9816,95.5182,93.4635,94.3211,highly-expressed
Zm00001d021197,17562,0.912785,1.27578,0.713475,0.967346667,expressed,3.60744,3.26212,4.59324,3.820933333,expressed
Zm00001d021198,17563,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021199,17564,26.9519,25.2419,23.1338,25.1092,highly-expressed,26.9028,26.1869,27.8031,26.96426667,highly-expressed
Zm00001d021200,17565,0.744408,0.901915,0,0.548774333,expressed,1.11291,0,0.473561,0.528823667,expressed
Zm00001d021201,17566,50.2292,50.7521,50.3467,50.44266667,highly-expressed,45.5483,49.1836,49.305,48.0123,highly-expressed
Zm00001d021202,17567,7.39794,8.28536,8.77096,8.15142,expressed,5.35344,5.94109,6.23025,5.841593333,expressed
Zm00001d021203,17568,9.34895,10.0103,9.39155,9.5836,expressed,8.79239,10.5388,11.0001,10.11043,expressed
Zm00001d021204,17569,11.1376,10.8047,10.4888,10.81036667,expressed,9.44655,10.4983,9.79356,9.912803333,expressed
Zm00001d021205,17570,11.9638,14.3122,10.2288,12.16826667,expressed,62.8362,54.9867,58.7219,58.84826667,highly-expressed
Zm00001d021207,17571,0,0,0,0,unexpressed,0.78958,1.6046,1.35935,1.251176667,expressed
Zm00001d021208,17572,9.75986,10.7132,7.31765,9.26357,expressed,35.2957,28.5889,35.8518,33.24546667,highly-expressed
Zm00001d021214,17573,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021215,17574,0.565995,1.4358,0.987711,0.996502,expressed,0.874143,1.28217,0.70068,0.952331,expressed
Zm00001d021216,17575,4.01106,5.31727,5.24447,4.8576,expressed,18.0212,15.9111,14.888,16.27343333,highly-expressed
Zm00001d021217,17576,0,0,0,0,unexpressed,0,0,0.177408,0.059136,unexpressed
Zm00001d021218,17577,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021219,17578,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021220,17579,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021221,17580,15.5772,16.3613,21.6903,17.87626667,highly-expressed,19.2749,21.3808,21.3866,20.68076667,highly-expressed
Zm00001d021223,17581,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021224,17582,20.1682,20.2602,18.8422,19.75686667,highly-expressed,18.0615,20.6019,19.3975,19.35363333,highly-expressed
Zm00001d021225,17583,14.6485,13.3447,14.6328,14.20866667,expressed,14.3028,15.1156,14.5423,14.65356667,expressed
Zm00001d021226,17584,0,0,0,0,unexpressed,4.4889,4.53315,2.84645,3.956166667,expressed
Zm00001d021227,17585,19.2842,20.3536,21.5034,20.3804,highly-expressed,21.0941,18.6781,20.0806,19.95093333,highly-expressed
Zm00001d021229,17586,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021230,17587,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021231,17588,6.19672,6.06641,5.77895,6.014026667,expressed,7.53111,7.48892,7.0727,7.364243333,expressed
Zm00001d021232,17589,9.72338,9.45597,8.95554,9.378296667,expressed,8.26616,8.34303,8.81249,8.473893333,expressed
Zm00001d021233,17590,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021234,17591,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021235,17592,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021236,17593,29.4364,28.3738,29.3035,29.0379,highly-expressed,40.712,39.2618,38.8647,39.61283333,highly-expressed
Zm00001d021237,17594,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021238,17595,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021239,17596,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021240,17597,14.6483,13.5637,13.4083,13.87343333,expressed,14.3367,13.1779,13.9499,13.8215,expressed
Zm00001d021241,17598,3.02171,3.58386,1.99763,2.867733333,expressed,3.59734,2.08785,2.89757,2.86092,expressed
Zm00001d021242,17599,4.4244,3.32807,4.55848,4.10365,expressed,4.07808,2.71799,3.3142,3.37009,expressed
Zm00001d021243,17600,18.3998,20.345,18.6385,19.12776667,highly-expressed,17.576,17.6499,14.2274,16.48443333,highly-expressed
Zm00001d021244,17601,0.00917913,0,0,0.00305971,unexpressed,0.0149853,0,0,0.0049951,unexpressed
Zm00001d021245,17602,0.144711,0.176669,0.166007,0.162462333,expressed,1.20E-32,0.0841618,0.217738,0.100633267,expressed
Zm00001d021246,17603,10.1238,11.6723,9.05068,10.28226,expressed,12.3478,13.8559,13.369,13.1909,expressed
Zm00001d021247,17604,2.05515,1.85035,1.85435,1.91995,expressed,1.31018,1.53454,1.48866,1.44446,expressed
Zm00001d021248,17605,4.33263,5.22387,3.86318,4.473226667,expressed,4.96901,5.60712,3.92818,4.83477,expressed
Zm00001d021249,17606,0.249779,0.293682,0.231867,0.258442667,expressed,0.626711,0,0.684213,0.436974667,expressed
Zm00001d021250,17607,4.4823,4.08797,6.20235,4.924206667,expressed,5.55931,4.44107,6.3607,5.453693333,expressed
Zm00001d021251,17608,1.29868,1.2414,1.44985,1.329976667,expressed,1.07649,1.27393,1.11707,1.15583,expressed
Zm00001d021253,17609,3.31344,4.45396,3.24265,3.670016667,expressed,3.60518,3.90772,2.88991,3.467603333,expressed
Zm00001d021254,17610,0.442208,0.706168,0.447145,0.531840333,expressed,0.334069,0.589689,0.318548,0.414102,expressed
Zm00001d021255,17611,0,0.049663,0.0435742,0.031079067,unexpressed,0,0.0955149,0.0400809,0.0451986,unexpressed
Zm00001d021256,17612,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021257,17613,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021258,17614,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021259,17615,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021260,17616,0,0.053924,0,0.017974667,unexpressed,0,0,0,0,unexpressed
Zm00001d021261,17617,8.21699,8.7387,8.65892,8.538203333,expressed,8.95264,8.96211,10.3036,9.406116667,expressed
Zm00001d021262,17618,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021263,17619,27.5017,33.2103,29.0223,29.91143333,highly-expressed,29.116,33.166,32.0828,31.45493333,highly-expressed
Zm00001d021264,17620,3.27E-05,0.90281,0.00021348,0.301018718,expressed,2.33868,0.000398497,2.89E-05,0.779702462,expressed
Zm00001d021265,17621,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021266,17622,1.37408,0,1.3447,0.90626,expressed,0,1.51129,1.93672,1.149336667,expressed
Zm00001d021267,17623,73.4256,79.2912,71.2627,74.65983333,highly-expressed,72.6046,65.0334,68.6323,68.75676667,highly-expressed
Zm00001d021268,17624,3.18652,3.19617,2.16977,2.85082,expressed,5.0318,4.49601,4.40315,4.643653333,expressed
Zm00001d021269,17625,3.95533,4.41474,4.50675,4.292273333,expressed,4.47325,3.40125,3.63365,3.83605,expressed
Zm00001d021270,17626,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021272,17627,4.22662,2.84347,6.25078,4.44029,expressed,2.17946,2.67399,3.63577,2.82974,expressed
Zm00001d021273,17628,0.88514,2.00544,4.31335,2.40131,expressed,1.96698,1.92264,2.43341,2.107676667,expressed
Zm00001d021275,17629,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021278,17630,2.18535,3.2015,2.63682,2.674556667,expressed,1.67757,1.65827,1.73072,1.688853333,expressed
Zm00001d021279,17631,10.1181,8.62158,9.3924,9.37736,expressed,7.63253,8.97663,7.51615,8.04177,expressed
Zm00001d021280,17632,4.15477,3.34437,4.02533,3.84149,expressed,4.80891,4.42792,3.33133,4.189386667,expressed
Zm00001d021281,17633,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021282,17634,40.0657,38.731,39.7163,39.50433333,highly-expressed,37.879,38.8951,35.1053,37.29313333,highly-expressed
Zm00001d021283,17635,22.8491,21.5816,22.2893,22.24,highly-expressed,23.4072,19.7084,22.547,21.88753333,highly-expressed
Zm00001d021284,17636,9.13E-153,0,6.31E-80,2.10E-80,unexpressed,1.69E-106,13.7367,1.91E-64,4.5789,expressed
Zm00001d021285,17637,70.1051,69.8506,66.1735,68.70973333,highly-expressed,59.8309,58.9209,57.8095,58.85376667,highly-expressed
Zm00001d021286,17638,0.251086,0.297344,0.251648,0.266692667,expressed,0.140712,0.141587,0.357647,0.213315333,expressed
Zm00001d021287,17639,37.7429,36.6046,35.2627,36.53673333,highly-expressed,32.1613,31.5375,31.1839,31.62756667,highly-expressed
Zm00001d021288,17640,15.0771,11.77,14.1601,13.66906667,expressed,9.42617,13.8328,10.5604,11.27312333,expressed
Zm00001d021289,17641,2.80436,0.832358,0.695311,1.444009667,expressed,1.5406,3.89724,0.658391,2.032077,expressed
Zm00001d021290,17642,8.31607,14.8494,10.6742,11.27989,expressed,8.95203,5.91624,12.3419,9.070056667,expressed
Zm00001d021291,17643,5.90181,5.65843,5.36971,5.643316667,expressed,11.3615,12.2571,13.1978,12.27213333,expressed
Zm00001d021292,17644,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021294,17645,18.7705,17.236,15.6038,17.20343333,highly-expressed,14.9429,13.4076,15.4388,14.59643333,expressed
Zm00001d021295,17646,5.08501,4.72296,4.68552,4.831163333,expressed,3.91258,3.91903,3.86027,3.897293333,expressed
Zm00001d021296,17647,18.2015,20.3775,17.4231,18.66736667,highly-expressed,14.998,14.6486,13.3551,14.3339,expressed
Zm00001d021297,17648,25.213,25.4003,23.541,24.7181,highly-expressed,23.8534,22.0579,23.0785,22.9966,highly-expressed
Zm00001d021298,17649,65.9447,76.5612,70.0259,70.84393333,highly-expressed,60.0053,60.6457,54.9324,58.5278,highly-expressed
Zm00001d021299,17650,2.98698,4.09391,3.65767,3.57952,expressed,4.30908,4.58331,4.61271,4.5017,expressed
Zm00001d021300,17651,1288.79,1350.19,1364.61,1334.53,highly-expressed,1511.56,1508.41,1475.61,1498.526667,highly-expressed
Zm00001d021301,17652,31.9637,27.6869,27.8608,29.17046667,highly-expressed,32.8808,30.8636,29.3041,31.01616667,highly-expressed
Zm00001d021302,17653,0.158095,0,0,0.052698333,unexpressed,0,0,0,0,unexpressed
Zm00001d021303,17654,6.77767,6.1721,5.53555,6.161773333,expressed,9.89657,10.6945,9.23925,9.94344,expressed
Zm00001d021304,17655,49.2236,52.9549,51.8817,51.3534,highly-expressed,44.7436,43.8078,45.6065,44.7193,highly-expressed
Zm00001d021305,17656,25.8463,27.2868,26.315,26.4827,highly-expressed,23.982,23.0116,26.3078,24.4338,highly-expressed
Zm00001d021306,17657,56.4166,54.9972,54.1939,55.20256667,highly-expressed,56.7484,57.7329,55.5903,56.69053333,highly-expressed
Zm00001d021309,17658,46.9117,40.9664,48.497,45.45836667,highly-expressed,41.988,38.6965,46.4741,42.3862,highly-expressed
Zm00001d021310,17659,21.1137,22.9319,24.7086,22.91806667,highly-expressed,29.4753,25.7891,27.5164,27.5936,highly-expressed
Zm00001d021311,17660,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021312,17661,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021313,17662,32.6912,32.4355,32.9529,32.6932,highly-expressed,29.7667,31.1717,31.9238,30.95406667,highly-expressed
Zm00001d021314,17663,66.108,67.6712,67.2958,67.025,highly-expressed,61.0798,57.0762,59.5305,59.22883333,highly-expressed
Zm00001d021315,17664,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021316,17665,0,0,0,0,unexpressed,0.938729,1.85696,0.791885,1.195858,expressed
Zm00001d021318,17666,7.91973,7.85452,7.16407,7.646106667,expressed,7.94208,8.07451,6.83318,7.61659,expressed
Zm00001d021320,17667,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021321,17668,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021324,17669,0.273307,0,0,0.091102333,unexpressed,0,0,0.257068,0.085689333,unexpressed
Zm00001d021325,17670,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021327,17671,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021328,17672,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021329,17673,0.293741,0.700772,0.288667,0.427726667,expressed,0,0,0,0,unexpressed
Zm00001d021330,17674,0.0550569,0,0,0.0183523,unexpressed,0.0638681,0,0,0.021289367,unexpressed
Zm00001d021331,17675,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021332,17676,26.017,26.5414,23.9916,25.51666667,highly-expressed,27.0524,23.7105,26.9735,25.91213333,highly-expressed
Zm00001d021334,17677,0,0,0,0,unexpressed,0,0.32427,0.275834,0.200034667,expressed
Zm00001d021335,17678,27.3807,28.5455,30.7866,28.90426667,highly-expressed,26.7412,26.7766,24.5835,26.03376667,highly-expressed
Zm00001d021336,17679,42.8043,41.3096,43.7857,42.6332,highly-expressed,52.3648,49.1388,50.1962,50.5666,highly-expressed
Zm00001d021337,17680,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021338,17681,12.789,12.0624,11.7456,12.199,expressed,11.674,11.1436,11.5703,11.46263333,expressed
Zm00001d021339,17682,0,0,0,0,unexpressed,0,0,0,0,unexpressed
Zm00001d021340,17683,1.19908,1.77647,3.60803,2.194526667,expressed,1.99245,1.68591,1.96916,1.882506667,expressed
Zm00001d021341,17684,13.8337,12.4905,13.4874,13.27053333,expressed,12.5818,12.8089,11.5266,12.30576667,expressed
Zm00001d021342,17685,5.99389,5.99035,5.24029,5.74151,expressed,4.52474,4.96674,4.60061,4.697363333,expressed
Zm00001d021343,17686,1.95834,2.18863,1.56,1.902323333,expressed,1.71757,1.76392,1.97612,1.819203333,expressed
Zm00001d021344,17687,0.139656,0.16759,0.0775306,0.128258867,expressed,0.290343,0.650583,0.993081,0.644669,expressed
Zm00001d021345,17688,0.199013,0.217879,0.23464,0.217177333,expressed,0.137619,0.137705,0.0193362,0.098220067,unexpressed
Zm00001d021346,17689,21.3471,20.4067,20.343,20.69893333,highly-expressed,16.9973,18.2602,17.3132,17.52356667,highly-expressed
Zm00001d021347,17690,10.0548,8.93897,9.68157,9.558446667,expressed,9.05858,9.32611,8.95872,9.11447,expressed
Zm00001d021348,17691,0,0,0,0,unexpressed,0,0,0,0,unexpressed
