Annotation1,exp
TraesCS2B02G454400,0.0
TraesCS6B02G241500,4.48
TraesCS7B02G312700,2.35
TraesCS2A02G065000,1.64
TraesCS2D02G015700,0.0
TraesCS3B02G496000,0.0
TraesCS5D02G276500,0.92
TraesCS2D02G124200,0.04
TraesCS3A02G212800,1.07
TraesCS3B02G027900,0.0
TraesCS5D02G308100,0.08
TraesCS6B02G003400,0.0
TraesCS3D02G047900,0.0
TraesCS7A02G200100,1.05
TraesCS3D02G041200,0.23
TraesCS2B02G149900,0.0
TraesCS5B02G556200,13.31
TraesCS5A02G320400,27.37
TraesCS7A02G325700,0.0
TraesCS2A02G480100,0.7
TraesCS3D02G090000,4.0
TraesCS1D02G386600,1.07
TraesCS7A02G492200,0.0
TraesCS3B02G520600,0.0
TraesCS1D02G315600,2.42
TraesCS5A02G517500,0.0
TraesCS4B02G348300,0.03
TraesCS6D02G337700,0.43
TraesCS2B02G493800,0.0
TraesCS5A02G025100,0.15
TraesCS6B02G462000,0.39
TraesCS5A02G483100,0.0
TraesCS3B02G015800,0.0
TraesCS3D02G296000,0.53
TraesCS6A02G056500,0.1
TraesCS1B02G389300,0.0
TraesCS4B02G192000,0.69
TraesCS3B02G454800,0.48
TraesCS5B02G269700,0.0
TraesCS2B02G273700,2.54
TraesCS2D02G553600,0.1
TraesCS4B02G067800,9.84
TraesCS7A02G546900,0.0
TraesCS7B02G458100,0.0
TraesCS1D02G337400,0.37
TraesCS3B02G376200,0.01
TraesCS7B02G112400,0.04
TraesCS5B02G200000,0.39
TraesCS3D02G392600,88.11
TraesCS6D02G012000,0.0
TraesCS3B02G055835,2.08
TraesCS7D02G146400,1.57
TraesCS3A02G059600,5.07
TraesCS3B02G210800,2.99
TraesCS7A02G468900,0.09
TraesCS5B02G376900,15.05
TraesCS1A02G295600,2.23
TraesCS4D02G035300,3.96
TraesCS5A02G427900,0.01
TraesCS3A02G391600,1.7
TraesCS3D02G293600,0.0
TraesCS5B02G329600,0.0
TraesCS7B02G459400,0.0
TraesCS1A02G423000,0.0
TraesCS3B02G585500,0.0
TraesCS7D02G552000,0.0
TraesCS2A02G024200,0.02
TraesCS5A02G377900,4.61
TraesCS7D02G213100,1.07
TraesCS3D02G419300,36.01
TraesCS3D02G514200,0.2
TraesCS4D02G132600,3.54
TraesCS1B02G294900,0.03
TraesCS3A02G068200,0.34
TraesCS2B02G424600,0.5
TraesCS7A02G263900,11.47
TraesCS7B02G472000,0.0
TraesCS3A02G153500,25.53
TraesCS2D02G095600,0.04
TraesCS7D02G012800,0.25
TraesCS2D02G568200,0.01
TraesCS4A02G090300,0.04
TraesCS4D02G361300,0.05
TraesCS6B02G197700,10.79
TraesCS3A02G154700,3.65
TraesCS6A02G110000,0.32
TraesCS4B02G001600,0.8
TraesCS4A02G387600,2.68
TraesCS6A02G120500,0.0
TraesCS5D02G105700,0.64
TraesCS7B02G493100,0.0
TraesCS4D02G174000,8.0
TraesCS4B02G120100,2.69
TraesCS4B02G350000,0.45
TraesCS1B02G301100,0.49
TraesCS5B02G248500,0.66
TraesCS1D02G197600,0.16
TraesCS3B02G601000,0.0
TraesCS3D02G243700,0.0
TraesCS2B02G479800,5.47
TraesCS5A02G454200,100.41
TraesCS7B02G254300,0.0
TraesCS3B02G580100,0.0
TraesCS3D02G226000,4.66
TraesCS4A02G124200,7.08
TraesCS5B02G421900,0.0
TraesCS3B02G589000,0.0
TraesCS3B02G527200,0.0
TraesCS4D02G313400,0.0
TraesCS2A02G498300,0.0
TraesCS4D02G095700,0.0
TraesCS6B02G385500,0.0
TraesCS7D02G422300,0.04
TraesCS6A02G012400,0.45
TraesCS1D02G399000,2.83
TraesCS3B02G318700,2.86
TraesCS5D02G230900,0.86
TraesCS5A02G374300,11.16
TraesCS3D02G418800,0.17
TraesCS1D02G140100,0.73
TraesCS7D02G387300,1.19
TraesCS5D02G344700,0.0
TraesCS3A02G281100,0.0
TraesCS6A02G212900,0.0
TraesCS3D02G477600,0.0
TraesCS6B02G009900,0.0
TraesCS3A02G357900,13.14
TraesCS6A02G270300,0.0
TraesCS3D02G326900,1.34
TraesCS7A02G262400,39.24
TraesCS3B02G471400,2.46
TraesCS2A02G359900,1.69
TraesCS7B02G065700,0.64
TraesCS7D02G500800,0.8
TraesCS1A02G396500,0.86
TraesCS4A02G020600,0.09
TraesCS7B02G145600,0.65
TraesCS5B02G242200,0.0
TraesCS2A02G034200,0.31
TraesCS6D02G224100,0.57
TraesCS2A02G549300,0.0
TraesCS6D02G133200,0.32
TraesCS7D02G363900,0.0
TraesCS4B02G135400,2.3
TraesCS1B02G117000,1.71
TraesCS2A02G390800,22.59
TraesCS5B02G360900,1.62
TraesCS1B02G460400,0.0
TraesCS5D02G354800,0.0
TraesCS4B02G348900,1.15
TraesCS6D02G363900,0.0
TraesCS5B02G369000,0.0
TraesCS2D02G283300,13.57
TraesCS1A02G020800,0.0
TraesCS3A02G119400,0.0
TraesCS2B02G240100,0.11
TraesCS5D02G251800,3.41
TraesCS2D02G066700,0.0
TraesCS4A02G319500,3.11
TraesCS3A02G376000,0.03
TraesCS1D02G286300,8.7
TraesCS3A02G274300,0.0
TraesCS3B02G397300,0.03
TraesCS1B02G365300,0.01
TraesCS4D02G299200,0.36
TraesCS7B02G318700,0.44
TraesCS4A02G136300,1.25
TraesCS2A02G357600,16.99
TraesCS6D02G346900,0.0
TraesCS2A02G052100,0.0
TraesCS7B02G133900,0.31
TraesCS2B02G379300,0.17
TraesCS2A02G046600,9.27
TraesCS7A02G368000,0.25
TraesCS5A02G257800,0.14
TraesCS6A02G396100,0.05
TraesCS5D02G300100,0.04
TraesCS7D02G310300,1.06
TraesCS5B02G479900,5.63
TraesCS5D02G323500,0.0
TraesCS2A02G237300,2.58
TraesCS3D02G217200,2.2
TraesCS5B02G555300,0.04
TraesCS2B02G260600,4.02
TraesCS1B02G451800,0.0
TraesCS3A02G451600,0.0
TraesCS7A02G150300,0.22
TraesCS2B02G084200,5.81
TraesCS1D02G227900,6.17
TraesCS7A02G048500,0.0
TraesCS7A02G419600,16.36
TraesCS3A02G383700,2.5
TraesCS4A02G181500,0.0
TraesCS4A02G194800,24.0
TraesCS4B02G093800,0.0
TraesCS7B02G391900,0.0
TraesCS2B02G010100,0.56
TraesCS2D02G034900,6.74
TraesCS6D02G264000,17.49
TraesCS1B02G432200,6.68
TraesCS7D02G521000,0.0
TraesCS3A02G135900,0.0
TraesCS2B02G068000,0.02
TraesCS4B02G274800,0.0
TraesCS5B02G470100,3.22
TraesCS3B02G145100,1.26
TraesCS4B02G062300,5.52
TraesCS3D02G097400,0.36
TraesCS7B02G355300,13.71
TraesCS4B02G060800,0.03
TraesCS3D02G275900,1.54
TraesCS5B02G125800,0.0
TraesCS4A02G458400,1.19
TraesCS3B02G520100,0.01
TraesCS5A02G279500,14.24
TraesCS4A02G217800,0.04
TraesCS6B02G332000,0.0
TraesCS6D02G031900,2.7
TraesCS7D02G261900,1.79
TraesCS3A02G397100,0.21
TraesCS1D02G129100,0.01
TraesCS5D02G344800,0.0
TraesCS6D02G096500,0.12
TraesCS2D02G348400,0.01
TraesCS3B02G536300,0.0
TraesCS1B02G089900,5.59
TraesCS1B02G292600,0.0
TraesCS2D02G394900,9.69
TraesCS4A02G331100,0.3
TraesCS3B02G403500,0.84
TraesCS6D02G157800,0.16
TraesCS5D02G549300,0.0
TraesCS7D02G193700,0.27
TraesCS3A02G472800,3.46
TraesCS2B02G130300,416.65
TraesCS1B02G080600,0.02
TraesCS4B02G028800,69.13
TraesCS5D02G335400,2.32
TraesCS3B02G469200,18.0
TraesCS7A02G024089,0.36
TraesCS2A02G566000,2.8
TraesCS7A02G173900,0.0
TraesCS5B02G550600,0.0
TraesCS4B02G339700,8.82
TraesCS6B02G229300,9.12
TraesCS7A02G034800,0.0
TraesCS6A02G253500,4.83
TraesCS1A02G404600,0.0
TraesCS2A02G017500,0.0
TraesCS7D02G426800,0.84
TraesCS5D02G093900,3.27
TraesCS6D02G224200,32.04
TraesCS4A02G461100,0.03
TraesCS4B02G346700,0.0
TraesCS1B02G169400,2.96
TraesCS2B02G592500,4.38
TraesCS4D02G336300,0.15
TraesCS7B02G247800,0.01
TraesCS6A02G161900,0.64
TraesCS2D02G045700,0.0
TraesCS6D02G405700,5.74
TraesCS7A02G367800,0.0
TraesCS2B02G019300,0.31
TraesCS1D02G241800,23.17
TraesCS5D02G289200,0.0
TraesCS4B02G301200,0.16
TraesCS1B02G135300,1.59
TraesCS5D02G325000,0.02
TraesCS4A02G302200,0.0
TraesCS5D02G130900,0.79
TraesCS3B02G351100,1.35
TraesCS3B02G347100,3.12
TraesCS5A02G426600,0.07
TraesCS1D02G374700,0.0
TraesCS1B02G016300,0.0
TraesCS4D02G353600,2.74
TraesCS2D02G139800,0.0
TraesCS3B02G404200,0.0
TraesCS2A02G436600,0.8
TraesCS2D02G413400,0.33
TraesCS7D02G130700,0.02
TraesCS3A02G262000,0.38
TraesCS7D02G457200,2.88
TraesCS1B02G455200,2.09
TraesCS2B02G178800,2.37
TraesCS5D02G321900,105.15
TraesCS7A02G480100,2.7
TraesCS3B02G531400,4.56
TraesCS2B02G473200,0.0
TraesCS2A02G037900,1.58
TraesCS2A02G306800,0.42
TraesCS5B02G259000,0.22
TraesCS5A02G534000,0.0
TraesCS2B02G107900,0.32
TraesCS1D02G409800,1.58
TraesCS1D02G398100,0.03
TraesCS4A02G133800,2.94
TraesCS3A02G403300,0.43
TraesCS7A02G323500,0.08
TraesCS6A02G319700,33.46
TraesCS6A02G051500,1.07
TraesCS7A02G334200,0.76
TraesCS1A02G431800,0.28
TraesCS6D02G077600,0.05
TraesCS6B02G351400,0.0
TraesCS5A02G442900,0.65
TraesCS2D02G536200,0.0
TraesCS7D02G488000,0.93
TraesCS3D02G137100,0.0
TraesCS6A02G335000,0.0
TraesCS6B02G138900,1.86
TraesCS2A02G298400,0.0
TraesCS5A02G556700,1.18
TraesCS4A02G073300,0.34
TraesCS7B02G105600,0.9
TraesCS4D02G042400,0.0
TraesCS5B02G151200,6.44
TraesCS3D02G453500,0.02
TraesCS4D02G055900,0.92
TraesCS7B02G215500,5.41
TraesCS3A02G394500,0.86
TraesCS2B02G145000,0.0
TraesCS3A02G027500,0.49
TraesCS6B02G311800,2.34
TraesCS7D02G094200,0.0
TraesCS3B02G288900,6.87
TraesCS1D02G030041,0.0
TraesCS2D02G052500,0.0
TraesCS5B02G295600,18.54
TraesCS2A02G304800,0.5
TraesCS3A02G018600,0.08
TraesCS5D02G188500,0.02
TraesCS2B02G280400,0.64
TraesCS7A02G371700,14.49
TraesCS3B02G131800,0.64
TraesCS6A02G342400,0.1
TraesCS7D02G019800,0.69
TraesCS7B02G420600,2.61
TraesCS2D02G446400,0.0
TraesCS3A02G053400,0.02
TraesCS6D02G290500,0.03
TraesCS3A02G046900,1.33
TraesCS7D02G127000,0.0
TraesCS5B02G133900,4.85
TraesCS4B02G398200,26.58
TraesCS3D02G172600,0.65
TraesCS3D02G190600,16.21
TraesCS7D02G088500,0.0
TraesCS5A02G050300,1.53
TraesCS7A02G139900,0.0
TraesCS3B02G553900,0.07
TraesCS2B02G311000,5.64
TraesCS4A02G038000,0.04
TraesCS6B02G143700,6.41
TraesCS4D02G155700,3.65
TraesCS4B02G334200,0.0
TraesCS6A02G059800,0.0
TraesCS2B02G009600,0.0
TraesCS4A02G278300,11.9
TraesCS1A02G302400,2.62
TraesCS7D02G035100,0.0
TraesCS7D02G411000,0.0
TraesCS2B02G403400,0.0
TraesCS4B02G298600,0.0
TraesCS2D02G153200,0.0
TraesCS7B02G283600,0.0
TraesCS3D02G119500,0.01
TraesCS7B02G265800,0.03
TraesCS1D02G364400,0.0
TraesCS4B02G203300,0.0
TraesCS3D02G034300,0.03
TraesCS6A02G333200,0.01
TraesCS5A02G368500,0.0
TraesCS2A02G259300,0.0
TraesCS3D02G509900,3.84
TraesCS5B02G215600,0.0
TraesCS3B02G249100,5.16
TraesCS6B02G124000,1.74
TraesCS7A02G475600,0.0
TraesCS3B02G441400,0.0
TraesCS6B02G446073,0.02
TraesCS5A02G289900,0.0
TraesCS1B02G242000,0.04
TraesCS1B02G219900,3.84
TraesCS2B02G241200,0.23
TraesCS1B02G104900,9.55
TraesCS7D02G219500,0.02
TraesCS5D02G479100,0.25
TraesCS7A02G032500,16.62
TraesCS6A02G279700,0.4
TraesCS7D02G058600,0.17
TraesCS7D02G516900,49.03
TraesCS7D02G235400,0.12
TraesCS5A02G401100,1.12
TraesCS4D02G032000,0.42
TraesCS7A02G510100,0.01
TraesCS3D02G116700,2.59
TraesCS2B02G507300,0.0
TraesCS4D02G177600,2.65
TraesCS3B02G068900,12.16
TraesCS7A02G494900,0.0
TraesCS2B02G558800,1.5
TraesCS1B02G114500,0.0
TraesCS1A02G075400,0.13
TraesCS2D02G463200,0.0
TraesCS7A02G268000,0.01
TraesCS5A02G375000,13.14
TraesCS3B02G014400,0.0
TraesCS2B02G047300,8.26
TraesCS3A02G174800,3.4
TraesCS7D02G200000,0.05
TraesCS1D02G216500,0.05
TraesCS5B02G449800,1.4
TraesCS7B02G066500,0.0
TraesCS3B02G404600,0.02
TraesCS5B02G169600,0.04
TraesCS7A02G537100,7.85
TraesCS5A02G166000,8.91
TraesCS5D02G279300,0.0
TraesCS6B02G040000,1.49
TraesCS3D02G115800,2.68
TraesCS7B02G331400,0.0
TraesCS4B02G032200,7.6
TraesCS7B02G383700,0.0
TraesCS2A02G147500,55.48
TraesCS2D02G396500,3.14
TraesCS1A02G054800,0.0
TraesCS6B02G323700,0.06
TraesCS5A02G005100,0.0
TraesCS1A02G013100,0.0
TraesCS5D02G061100,0.89
TraesCS5B02G158300,4.88
TraesCS5B02G443700,0.41
TraesCS7D02G309600,1.04
TraesCS4D02G084500,0.0
TraesCS6D02G135600,0.77
TraesCS5A02G292900,0.0
TraesCS7B02G388800,40.21
TraesCS1B02G006200,0.0
TraesCS2A02G263800,3.63
TraesCS6A02G328900,0.2
TraesCS3B02G447000,2.76
TraesCS4D02G087600,4.57
TraesCS6D02G026700,0.01
TraesCS3A02G140800,0.0
TraesCS6A02G269300,35.31
TraesCS2A02G454500,0.49
TraesCS5D02G338900,4.9
TraesCS5B02G563800,19.09
TraesCS2A02G455200,6.7
TraesCS7B02G289400,1.35
TraesCS1B02G215000,0.59
TraesCS5B02G526300,0.47
TraesCS2D02G118300,6.99
TraesCS5B02G100400,5.94
TraesCS7D02G146900,0.02
TraesCS6A02G377600,0.06
TraesCS4B02G244600,0.0
TraesCS3B02G214600,2.59
TraesCS4D02G224300,0.44
TraesCS3A02G150900,2.98
TraesCS5A02G400300,0.0
TraesCS1B02G068000,0.17
TraesCS3A02G382200,1.13
TraesCS7B02G095300,10.2
TraesCS5B02G320000,0.0
TraesCS1B02G125700,0.01
TraesCS5D02G467400,0.0
TraesCS4B02G185600,1.35
TraesCS4D02G024600,0.0
TraesCS7A02G231600,1.38
TraesCS6A02G104900,13.23
TraesCS4B02G111100,0.02
TraesCS7D02G030900,2.54
TraesCS2D02G289500,15.38
TraesCS1A02G337000,10.7
TraesCS1B02G342100,0.01
TraesCS2D02G050200,0.0
TraesCS4B02G036900,2.85
TraesCS3D02G094800,0.9
TraesCS5A02G538700,1.64
TraesCS6B02G410500,9.98
TraesCS7B02G278000,1.23
TraesCS5B02G429000,4.66
TraesCS4D02G034100,3.91
TraesCS5D02G359500,0.04
TraesCS7D02G547000,0.0
TraesCS6B02G205000,0.06
TraesCS2A02G354100,3.88
TraesCS2D02G465600,0.01
TraesCS6A02G288300,2.01
TraesCS5D02G369400,5.51
TraesCS3D02G061100,0.0
TraesCS5D02G371200,0.0
TraesCS5D02G464200,3.77
TraesCS3D02G321900,11.4
TraesCS6A02G027700,1.02
TraesCS1D02G300700,0.0
TraesCS6D02G214300,14.64
TraesCS4D02G064000,0.96
TraesCS2B02G359000,1.37
TraesCS5A02G462200,0.0
TraesCS2A02G544200,0.08
TraesCS5B02G243000,0.0
TraesCS1D02G430000,0.18
TraesCS5D02G264500,0.13
TraesCS5D02G470700,0.0
TraesCS7D02G208700,0.13
TraesCS4B02G033000,0.0
TraesCS5D02G556500,0.06
TraesCS4B02G152900,6.52
TraesCS6D02G298400,2.31
TraesCS1B02G394700,0.0
TraesCS4B02G118200,0.01
TraesCS5D02G279800,0.0
TraesCS5A02G256300,0.05
TraesCS4B02G330500,0.0
TraesCS6B02G166500,0.0
TraesCS3B02G117300,4.16
TraesCS6A02G170200,5.68
TraesCS4A02G111900,1.13
TraesCS2A02G544000,6.26
TraesCS3D02G501500,0.92
TraesCS4A02G227100,0.01
TraesCS3A02G284000,0.04
TraesCS1D02G383500,17.09
TraesCS5D02G034000,0.0
TraesCS4A02G233500,12.18
TraesCS5D02G259600,0.26
TraesCS3A02G073900,0.0
TraesCS1D02G121500,3.58
TraesCS5D02G338100,1.45
TraesCS4A02G196900,0.72
TraesCS5D02G520500,0.02
TraesCS1A02G298300,0.0
TraesCS3D02G051900,1.36
TraesCS6D02G303900,0.0
TraesCS5B02G406400,13.33
TraesCS1B02G002400,0.26
TraesCS1B02G103600,0.74
TraesCS2A02G332400,0.06
TraesCS1B02G411900,0.37
TraesCS6A02G376300,0.0
TraesCS3A02G130800,0.45
TraesCS5D02G507100,0.0
TraesCS3B02G488400,15.56
TraesCS7D02G358200,26.25
TraesCS3D02G292900,0.07
TraesCS7A02G188200,0.17
TraesCS3A02G371300,2.12
TraesCS2A02G482900,0.0
TraesCS3D02G463500,0.0
TraesCS3A02G008800,0.0
TraesCS4B02G222300,0.03
TraesCS3D02G068000,5.1
TraesCS5B02G492600,0.46
TraesCS7A02G133100,1.67
TraesCS5A02G320800,0.0
TraesCS7B02G077200,0.15
TraesCS2D02G017200,0.0
TraesCS5D02G373500,3.08
TraesCS3D02G357500,0.07
TraesCS7B02G249900,1.43
TraesCS5A02G493600,0.02
TraesCS2A02G412300,0.0
TraesCS5A02G289200,0.0
TraesCS2D02G465500,0.1
TraesCS2B02G282600,0.0
TraesCS3B02G337800,0.06
TraesCS7D02G340400,0.13
TraesCS2A02G462600,0.51
TraesCS7D02G281200,14.71
TraesCS1B02G282800,6.11
TraesCS3B02G554400,0.07
TraesCS1B02G029700,0.06
TraesCS3D02G504900,0.0
TraesCS7B02G162500,8.39
TraesCS7D02G009000,0.0
TraesCS7B02G057300,0.0
TraesCS6B02G449700,0.0
TraesCS3A02G464400,1.17
TraesCS7A02G000100,0.14
TraesCS4D02G319400,210.91
TraesCS7A02G024200,0.0
TraesCS5A02G153800,0.14
TraesCS5A02G246000,0.0
TraesCS1A02G343200,0.0
TraesCS4B02G088700,0.0
TraesCS4D02G343400,46.24
TraesCS6D02G406800,0.0
TraesCS3A02G147000,2.31
TraesCS5A02G273500,0.03
TraesCS1B02G056800,0.0
TraesCS3B02G074100,0.0
TraesCS2D02G190200,0.34
TraesCS6A02G401300,0.01
TraesCS2D02G132800,0.0
TraesCS5A02G471100,1.37
TraesCS1A02G089400,3.06
TraesCS5A02G008800,0.0
TraesCS2A02G000600,5.95
TraesCS3B02G349500,0.13
TraesCS2B02G017200,0.0
TraesCS5D02G551300,2.5
TraesCS3A02G281900,0.15
TraesCS4D02G275600,0.0
TraesCS3D02G057400,0.0
TraesCS2B02G104000,0.0
TraesCS3D02G507600,0.01
TraesCS2A02G072200,0.0
TraesCS6B02G043100,0.29
TraesCS5D02G417300,0.5
TraesCS3A02G042000,0.0
TraesCS3A02G452200,0.4
TraesCS6A02G286800,13.31
TraesCS7D02G388600,2.89
TraesCS2D02G102300,0.0
TraesCS2A02G058500,1.12
TraesCS1A02G214300,9.87
TraesCS6D02G014000,0.0
TraesCS5A02G469000,12.55
TraesCS6B02G087100,0.0
TraesCS4A02G492500,0.0
TraesCS2B02G233000,0.39
TraesCS6D02G362900,0.19
TraesCS5A02G181800,20.48
TraesCS1D02G419100,0.0
TraesCS3D02G331500,8.74
TraesCS5B02G409600,0.0
TraesCS3B02G502800,0.0
TraesCS5A02G261200,0.54
TraesCS2B02G277500,0.0
TraesCS7A02G490147,0.22
TraesCS3D02G258400,0.25
TraesCS5B02G565500,0.0
TraesCS1D02G352600,0.58
TraesCS5A02G236900,0.0
TraesCS5D02G130700,12.25
TraesCS4D02G340900,4.37
TraesCS7D02G459200,0.0
TraesCS7D02G036600,0.07
TraesCS7D02G012300,0.0
TraesCS3D02G378700,17.09
TraesCS3B02G447200,0.38
TraesCS2D02G298400,0.28
TraesCS7B02G144600,12.61
TraesCS2B02G506700,0.09
TraesCS5A02G315300,0.0
TraesCS3B02G168600,0.0
TraesCS3A02G234400,6.57
TraesCS2D02G076900,0.45
TraesCS1B02G169900,7.14
TraesCS5A02G488900,4.36
TraesCS2B02G055600,0.0
TraesCS2A02G483400,0.01
TraesCS7A02G531903,0.0
TraesCS4A02G268300,4.11
TraesCS3B02G052000,0.0
TraesCS7B02G419400,0.0
TraesCS2D02G074800,0.0
TraesCS5B02G273200,0.0
TraesCS4B02G258700,2.13
TraesCS6D02G025300,0.0
TraesCS7D02G510900,10.03
TraesCS3D02G441600,20.79
TraesCS3B02G597100,0.0
TraesCS6B02G046800,0.0
TraesCS5B02G411900,3.54
TraesCS5A02G485100,12.83
TraesCS3D02G149000,10.4
TraesCS5A02G232800,19.46
TraesCS5A02G500800,0.14
TraesCS4A02G244100,0.0
TraesCS3D02G172000,0.02
TraesCS3A02G450800,0.0
TraesCS1B02G337800,7.78
TraesCS4A02G021100,0.02
TraesCS1A02G330100,28.76
TraesCS6B02G177400,6.4
TraesCS7D02G002000,0.07
TraesCS6B02G387600,0.54
TraesCS2B02G383400,0.0
TraesCS6B02G082700,0.25
TraesCS7A02G333400,0.01
TraesCS2B02G293500,15.97
TraesCS3A02G279600,0.06
TraesCS2A02G107500,0.07
TraesCS4B02G171200,2.34
TraesCS5A02G389900,0.0
TraesCS2B02G511900,0.0
TraesCS5A02G346700,0.0
TraesCS2B02G012200,0.0
TraesCS2D02G381000,16.84
TraesCS5B02G326200,0.03
TraesCS3A02G519400,0.0
TraesCS7A02G500200,0.0
TraesCS6D02G263900,0.0
TraesCS7D02G101100,0.0
TraesCS4A02G323300,1.39
TraesCS7D02G358600,6.43
TraesCS6A02G325400,0.04
TraesCS2B02G243900,5.58
TraesCS1A02G200600,0.02
TraesCS5B02G179700,22.62
TraesCS7B02G424100,2.76
TraesCS4A02G029200,0.0
TraesCS5D02G566900,0.69
TraesCS2B02G102300,0.0
TraesCS1D02G158200,1.18
TraesCS1D02G016400,0.0
TraesCS2B02G460900,0.0
TraesCS6A02G361500,0.0
TraesCS6B02G114900,8.8
TraesCS2B02G090900,0.0
TraesCS6A02G011900,0.0
TraesCS1B02G213700,2.85
TraesCS3A02G161600,0.67
TraesCS6B02G144000,17.2
TraesCS2B02G339200,6.24
TraesCS7B02G223500,0.68
TraesCS1D02G131200,29.88
TraesCS7D02G504800,0.0
TraesCS7D02G191400,7.49
TraesCS6A02G266400,0.0
TraesCS2B02G049100,0.0
TraesCS2D02G409600,12.28
TraesCS3A02G120400,0.0
TraesCS5D02G293100,0.03
TraesCS6B02G208300,0.04
TraesCS1A02G401600,0.0
TraesCS6D02G313300,0.0
TraesCS1B02G408700,0.0
TraesCS2B02G078800,0.0
TraesCS5A02G237000,0.0
TraesCS2A02G093600,3.78
TraesCS5D02G218400,7.57
TraesCS4D02G337500,0.2
TraesCS3B02G522500,0.31
TraesCS4B02G399100,0.0
TraesCS5A02G475100,0.0
TraesCS1B02G116200,0.03
TraesCS4A02G290800,4.43
TraesCS7D02G056800,2.74
TraesCS3B02G337600,3.3
TraesCS3A02G517200,0.0
TraesCS5B02G247700,0.0
TraesCS5A02G182200,0.97
TraesCS5A02G153900,61.82
TraesCS6B02G340900,0.08
TraesCS6B02G074000,0.61
TraesCS2B02G241600,0.13
TraesCS1A02G027700,0.0
TraesCS4B02G213400,3.67
TraesCS5B02G559700,0.0
TraesCS2A02G432100,8.4
TraesCS1D02G029200,2.61
TraesCS5A02G317800,4.51
TraesCS5D02G060500,0.0
TraesCS5B02G510200,0.0
TraesCS7D02G218300,0.04
TraesCS3A02G035500,8.82
TraesCS2A02G259100,0.29
TraesCS4B02G264300,1.29
TraesCS2D02G258800,2.4
TraesCS3A02G356700,0.03
TraesCS4D02G364000,0.35
TraesCS7A02G151400,0.95
TraesCS7A02G137900,0.13
TraesCS5D02G301100,0.0
TraesCS2B02G427400,0.0
TraesCS1B02G306000,0.39
TraesCS3A02G413800,24.97
TraesCS2B02G527400,0.01
TraesCS1B02G117100,0.18
TraesCS5B02G279000,0.27
TraesCS7D02G045800,0.0
TraesCS1A02G168500,0.01
TraesCS6D02G033700,0.01
TraesCS7A02G164900,0.0
TraesCS4D02G178200,2.83
TraesCS4B02G273900,0.0
TraesCS2B02G596100,0.0
TraesCS1D02G449700,0.98
TraesCS1A02G395800,0.04
TraesCS3D02G320600,153.33
TraesCS2A02G539500,3.53
TraesCS4A02G182200,1.76
TraesCS5D02G436200,7.68
TraesCS2D02G211500,6.29
TraesCS2B02G006900,0.0
TraesCS1A02G067462,2.3
TraesCS6D02G192600,0.0
TraesCS4A02G370100,0.87
TraesCS3D02G349600,0.0
TraesCS4A02G341800,0.0
TraesCS1D02G178100,0.0
TraesCS6D02G235300,0.0
TraesCS5D02G314000,5.82
TraesCS5D02G167200,2.48
TraesCS1D02G020200,0.0
TraesCS7A02G213200,0.0
TraesCS7D02G166700,0.0
TraesCS3D02G117300,0.03
TraesCS6D02G311400,0.12
TraesCS5B02G310400,5.71
TraesCS3B02G172600,0.01
TraesCS2D02G328900,2.32
TraesCS7B02G467800,0.0
TraesCS3D02G355300,0.06
TraesCS3D02G118600,1.0
TraesCS1A02G197800,7.3
TraesCS4B02G229200,2.69
TraesCS7D02G318000,3.01
TraesCS6D02G074300,18.87
TraesCS7A02G147100,9.91
TraesCS1A02G390500,110.62
TraesCS7B02G454200,0.0
TraesCS2A02G418300,4.51
TraesCS3A02G487300,0.0
TraesCS3B02G087600,17.43
TraesCS3A02G491300,14.29
TraesCS4D02G217300,3.78
TraesCS5D02G344100,0.0
TraesCS3D02G221400,49.49
TraesCS3D02G285800,0.0
TraesCS1B02G351300,2.67
TraesCS2B02G167300,0.08
TraesCS3D02G494500,0.09
TraesCS5A02G308000,0.0
TraesCS7B02G355000,0.2
TraesCS1D02G338700,0.0
TraesCS5D02G363000,0.01
TraesCS5B02G040000,0.21
TraesCS7A02G210100,49.99
TraesCS4D02G046500,0.13
TraesCS3D02G479500,0.09
TraesCS5D02G313700,0.0
TraesCS5D02G423300,42.67
TraesCS2D02G566300,72.23
TraesCS7D02G406000,0.0
TraesCS3B02G539200,0.0
TraesCS3D02G049100,0.04
TraesCS1A02G185100,0.02
TraesCS4D02G004500,0.03
TraesCS6B02G428500,0.0
TraesCS3D02G260800,1.24
TraesCS3B02G120200,0.05
TraesCS6A02G003000,0.0
TraesCS5D02G092300,0.1
TraesCS2B02G363700,0.04
TraesCS5D02G145800,0.0
TraesCS2D02G435100,0.61
TraesCS3B02G554700,0.0
TraesCS3A02G218500,3.39
TraesCS7D02G542600,0.01
TraesCS2A02G402700,0.0
TraesCS2B02G471900,0.0
TraesCS3B02G396200,0.57
TraesCS3B02G535000,1.23
TraesCS5A02G464300,0.0
TraesCS1D02G050900,0.0
TraesCS2A02G083000,45.15
TraesCS2A02G510800,1.09
TraesCS2A02G090100,0.76
TraesCS6D02G264300,1.9
TraesCS2B02G406500,13.81
TraesCS4D02G245700,0.0
TraesCS3D02G544400,0.02
TraesCS4D02G058700,0.66
TraesCS2A02G435700,0.0
TraesCS2D02G252700,8.62
TraesCS5B02G407600,0.3
TraesCS7D02G128200,0.0
TraesCS7A02G555500,0.0
