ID,Annotation1,Annotation2
703,Zm00001d028429,Zm00001d028431
704,Zm00001d028434,Zm00001d028436
705,Zm00001d028438,Zm00001d028464
706,Zm00001d028438,Zm00001d028569
707,Zm00001d028438,Zm00001d028472
708,Zm00001d028439,Zm00001d028440
709,Zm00001d028443,Zm00001d028445
710,Zm00001d028443,Zm00001d028464
711,Zm00001d028447,Zm00001d028474
712,Zm00001d028447,Zm00001d028598
713,Zm00001d028455,Zm00001d028490
714,Zm00001d028455,Zm00001d028493
715,Zm00001d028457,Zm00001d022713
716,Zm00001d028457,Zm00001d028464
717,Zm00001d028457,Zm00001d028472
718,Zm00001d022713,Zm00001d028464
719,Zm00001d028464,Zm00001d028490
720,Zm00001d028464,Zm00001d028474
721,Zm00001d028464,Zm00001d028569
722,Zm00001d028464,Zm00001d028915
723,Zm00001d028465,Zm00001d028472
724,Zm00001d022714,Zm00001d028538
725,Zm00001d028472,Zm00001d028474
726,Zm00001d028472,Zm00001d028571
727,Zm00001d028472,Zm00001d028473
728,Zm00001d028474,Zm00001d028569
729,Zm00001d028477,Zm00001d028481
730,Zm00001d028481,Zm00001d028482
731,Zm00001d028482,Zm00001d028568
732,Zm00001d028484,Zm00001d028485
733,Zm00001d028486,Zm00001d028490
734,Zm00001d028490,Zm00001d028538
735,Zm00001d028490,Zm00001d028569
736,Zm00001d028490,Zm00001d028511
737,Zm00001d028490,Zm00001d028495
738,Zm00001d028493,Zm00001d028495
739,Zm00001d028493,Zm00001d028511
740,Zm00001d028504,Zm00001d028511
741,Zm00001d028510,Zm00001d028511
742,Zm00001d028511,Zm00001d028568
743,Zm00001d028511,Zm00001d028512
744,Zm00001d028512,Zm00001d028513
745,Zm00001d028512,Zm00001d028514
746,Zm00001d028513,Zm00001d028514
747,Zm00001d028514,Zm00001d028515
748,Zm00001d028515,Zm00001d028528
749,Zm00001d028515,Zm00001d028522
750,Zm00001d028526,Zm00001d028528
751,Zm00001d028528,Zm00001d028533
752,Zm00001d028531,Zm00001d028533
753,Zm00001d028533,Zm00001d028536
754,Zm00001d028533,Zm00001d028590
755,Zm00001d028533,Zm00001d028661
756,Zm00001d028534,Zm00001d028535
757,Zm00001d028535,Zm00001d028569
758,Zm00001d028536,Zm00001d028538
759,Zm00001d028536,Zm00001d028587
760,Zm00001d028538,Zm00001d028613
761,Zm00001d028538,Zm00001d028728
762,Zm00001d028538,Zm00001d028547
763,Zm00001d028538,Zm00001d028540
764,Zm00001d028538,Zm00001d028550
765,Zm00001d028542,Zm00001d028564
766,Zm00001d028543,Zm00001d028546
767,Zm00001d028547,Zm00001d028568
768,Zm00001d028548,Zm00001d028590
769,Zm00001d028550,Zm00001d028568
770,Zm00001d028554,Zm00001d028564
771,Zm00001d028554,Zm00001d028569
772,Zm00001d028555,Zm00001d028597
773,Zm00001d028555,Zm00001d028557
774,Zm00001d028558,Zm00001d028560
775,Zm00001d028558,Zm00001d028569
776,Zm00001d028558,Zm00001d028564
777,Zm00001d028560,Zm00001d028561
778,Zm00001d028565,Zm00001d028713
779,Zm00001d028565,Zm00001d028569
780,Zm00001d028569,Zm00001d028590
781,Zm00001d028569,Zm00001d028598
782,Zm00001d028569,Zm00001d028616
783,Zm00001d028569,Zm00001d028642
784,Zm00001d028569,Zm00001d028671
785,Zm00001d028569,Zm00001d028713
786,Zm00001d028569,Zm00001d028774
787,Zm00001d028569,Zm00001d028802
788,Zm00001d028569,Zm00001d029004
789,Zm00001d028571,Zm00001d028606
790,Zm00001d028571,Zm00001d028709
791,Zm00001d028571,Zm00001d028759
792,Zm00001d028571,Zm00001d028576
793,Zm00001d028571,Zm00001d028580
794,Zm00001d028574,Zm00001d028575
795,Zm00001d028574,Zm00001d028577
796,Zm00001d028574,Zm00001d028590
797,Zm00001d028574,Zm00001d028598
798,Zm00001d028576,Zm00001d028580
800,Zm00001d028580,Zm00001d028587
801,Zm00001d028579,Zm00001d028585
802,Zm00001d028585,Zm00001d028587
803,Zm00001d028590,Zm00001d028643
804,Zm00001d028590,Zm00001d028714
805,Zm00001d028590,Zm00001d028786
806,Zm00001d028593,Zm00001d028596
807,Zm00001d028597,Zm00001d028613
808,Zm00001d028597,Zm00001d028661
809,Zm00001d028597,Zm00001d028687
810,Zm00001d028597,Zm00001d028711
811,Zm00001d028597,Zm00001d028915
812,Zm00001d028599,Zm00001d022717
813,Zm00001d028599,Zm00001d028606
814,Zm00001d022717,Zm00001d028606
815,Zm00001d022717,Zm00001d028608
816,Zm00001d028603,Zm00001d028606
817,Zm00001d028603,Zm00001d028608
818,Zm00001d028606,Zm00001d028608
819,Zm00001d028608,Zm00001d028609
820,Zm00001d028616,Zm00001d028652
821,Zm00001d028616,Zm00001d028617
822,Zm00001d028616,Zm00001d028619
823,Zm00001d028619,Zm00001d028620
824,Zm00001d028620,Zm00001d028622
825,Zm00001d028623,Zm00001d028631
826,Zm00001d028623,Zm00001d028641
827,Zm00001d028631,Zm00001d028647
828,Zm00001d028631,Zm00001d028639
829,Zm00001d028642,Zm00001d028651
830,Zm00001d028642,Zm00001d028661
831,Zm00001d028647,Zm00001d028650
832,Zm00001d028651,Zm00001d028653
833,Zm00001d028651,Zm00001d028655
834,Zm00001d028652,Zm00001d028669
835,Zm00001d028653,Zm00001d028687
836,Zm00001d028654,Zm00001d028657
837,Zm00001d028654,Zm00001d028660
838,Zm00001d028655,Zm00001d028657
839,Zm00001d028655,Zm00001d028660
840,Zm00001d028657,Zm00001d028660
841,Zm00001d028661,Zm00001d028678
842,Zm00001d028661,Zm00001d028662
843,Zm00001d028661,Zm00001d028669
844,Zm00001d028671,Zm00001d028699
845,Zm00001d028671,Zm00001d028713
846,Zm00001d028671,Zm00001d028731
847,Zm00001d028671,Zm00001d028746
848,Zm00001d028671,Zm00001d028774
849,Zm00001d028671,Zm00001d028672
850,Zm00001d028671,ENSRNA049439996
851,Zm00001d028671,Zm00001d028685
852,Zm00001d028671,Zm00001d028687
853,Zm00001d028672,Zm00001d028774
854,Zm00001d028672,Zm00001d028675
855,Zm00001d028676,Zm00001d028749
856,ENSRNA049439996,Zm00001d028685
857,Zm00001d028678,Zm00001d028709
858,Zm00001d028678,Zm00001d028714
859,Zm00001d028678,Zm00001d028725
860,Zm00001d028678,Zm00001d028771
861,Zm00001d028680,Zm00001d028687
862,Zm00001d028687,Zm00001d028699
863,Zm00001d028687,Zm00001d028786
864,Zm00001d028687,Zm00001d028690
865,Zm00001d028687,Zm00001d028714
866,Zm00001d028691,Zm00001d028728
867,Zm00001d028694,Zm00001d028713
868,Zm00001d028696,Zm00001d028731
869,Zm00001d028696,Zm00001d028709
870,Zm00001d028696,Zm00001d028725
871,Zm00001d028698,Zm00001d028714
872,Zm00001d028699,Zm00001d028705
873,Zm00001d028699,Zm00001d028728
874,Zm00001d028699,Zm00001d028714
875,Zm00001d028701,Zm00001d028705
876,Zm00001d028703,Zm00001d028704
877,Zm00001d028705,Zm00001d028713
878,Zm00001d028705,Zm00001d028707
879,Zm00001d028705,Zm00001d028708
880,Zm00001d028705,Zm00001d028725
881,Zm00001d028707,Zm00001d028712
882,Zm00001d028707,Zm00001d028708
883,Zm00001d028709,Zm00001d028787
884,Zm00001d028709,Zm00001d028725
885,Zm00001d028710,Zm00001d028715
886,Zm00001d028711,Zm00001d028759
887,Zm00001d028711,Zm00001d028712
888,Zm00001d028713,Zm00001d028763
889,Zm00001d028714,Zm00001d028715
890,Zm00001d028714,Zm00001d028725
891,Zm00001d028714,Zm00001d028731
892,Zm00001d028714,Zm00001d028777
893,Zm00001d028714,Zm00001d028787
894,Zm00001d028714,Zm00001d028948
895,Zm00001d028715,Zm00001d028725
896,Zm00001d028715,Zm00001d028730
897,Zm00001d028720,Zm00001d028725
898,Zm00001d028725,Zm00001d028746
899,Zm00001d028725,Zm00001d028749
900,Zm00001d028725,Zm00001d028763
901,Zm00001d028725,Zm00001d028774
902,Zm00001d028725,Zm00001d028787
903,Zm00001d028725,Zm00001d028819
904,Zm00001d028725,Zm00001d028730
905,Zm00001d028726,Zm00001d028728
906,Zm00001d028728,Zm00001d028774
907,Zm00001d028728,Zm00001d028811
908,Zm00001d028728,Zm00001d028763
909,Zm00001d028730,Zm00001d028759
910,Zm00001d028731,Zm00001d028749
911,Zm00001d028731,Zm00001d028787
912,Zm00001d028731,Zm00001d028819
913,Zm00001d028733,Zm00001d028736
914,Zm00001d028733,Zm00001d028746
915,Zm00001d028736,Zm00001d028763
916,Zm00001d028736,Zm00001d028915
917,Zm00001d028737,Zm00001d028742
918,Zm00001d028744,Zm00001d028748
919,Zm00001d028744,Zm00001d028746
920,Zm00001d028746,Zm00001d028748
921,Zm00001d028749,Zm00001d028774
922,Zm00001d028749,Zm00001d028786
923,Zm00001d028749,Zm00001d028810
924,Zm00001d028749,Zm00001d028770
925,Zm00001d028750,Zm00001d028819
926,Zm00001d028751,Zm00001d028753
927,Zm00001d028752,Zm00001d028774
928,Zm00001d028759,Zm00001d028762
929,Zm00001d028759,Zm00001d028770
930,Zm00001d028759,Zm00001d028768
931,Zm00001d028759,Zm00001d028760
932,Zm00001d028762,ENSRNA049473886
933,Zm00001d028763,Zm00001d028818
934,Zm00001d028763,Zm00001d028915
935,Zm00001d028762,Zm00001d028768
936,Zm00001d028762,Zm00001d028774
937,Zm00001d028766,Zm00001d028768
938,Zm00001d028771,Zm00001d028774
939,Zm00001d028771,Zm00001d028786
940,Zm00001d028771,Zm00001d028783
941,Zm00001d028774,Zm00001d028948
942,Zm00001d028777,Zm00001d028804
943,Zm00001d028777,Zm00001d028812
944,Zm00001d028777,Zm00001d028866
945,Zm00001d028779,Zm00001d028802
946,Zm00001d028779,Zm00001d028810
947,Zm00001d028779,Zm00001d028783
948,Zm00001d028779,Zm00001d028786
949,Zm00001d028783,Zm00001d028818
950,ENSRNA049473886,Zm00001d028786
951,Zm00001d028786,Zm00001d028819
952,Zm00001d028786,Zm00001d028825
953,Zm00001d028787,Zm00001d028802
954,Zm00001d028787,Zm00001d028804
955,Zm00001d028787,Zm00001d028810
956,Zm00001d028787,Zm00001d028827
957,Zm00001d028787,Zm00001d028829
958,Zm00001d028787,Zm00001d028948
959,Zm00001d028787,Zm00001d028793
960,Zm00001d028787,Zm00001d028795
961,Zm00001d028787,Zm00001d028797
962,Zm00001d028793,Zm00001d028801
963,Zm00001d028793,Zm00001d028796
964,Zm00001d028795,Zm00001d028797
965,Zm00001d028797,Zm00001d028801
966,Zm00001d028802,Zm00001d028818
967,Zm00001d028802,Zm00001d028809
968,Zm00001d028803,Zm00001d028806
969,Zm00001d028804,Zm00001d028810
970,Zm00001d028804,Zm00001d028812
971,Zm00001d028804,Zm00001d028819
972,Zm00001d028806,Zm00001d028810
973,Zm00001d028810,Zm00001d028812
974,Zm00001d028810,Zm00001d028819
975,Zm00001d028811,Zm00001d028813
976,Zm00001d028812,Zm00001d028813
977,Zm00001d028812,Zm00001d028818
978,Zm00001d028813,Zm00001d028818
979,Zm00001d028813,Zm00001d028825
980,Zm00001d028813,Zm00001d028827
981,Zm00001d028816,Zm00001d028818
982,Zm00001d028818,Zm00001d028915
983,Zm00001d028818,Zm00001d028957
984,Zm00001d028819,Zm00001d028981
985,Zm00001d028821,Zm00001d028823
986,Zm00001d028821,Zm00001d028825
987,Zm00001d028823,Zm00001d028825
988,Zm00001d028827,Zm00001d028829
989,Zm00001d028827,Zm00001d028866
990,Zm00001d028829,Zm00001d028830
991,Zm00001d028834,Zm00001d028863
992,Zm00001d028834,Zm00001d028875
993,Zm00001d028835,Zm00001d028840
994,Zm00001d028838,Zm00001d028840
995,Zm00001d028866,Zm00001d028948
996,Zm00001d028866,Zm00001d022732
997,Zm00001d028867,Zm00001d028919
998,Zm00001d028868,Zm00001d028925
999,Zm00001d028868,Zm00001d028875
1000,Zm00001d028868,Zm00001d028873
1001,Zm00001d028875,Zm00001d028886
1002,Zm00001d028875,Zm00001d028902
1003,Zm00001d028875,Zm00001d028915
1004,Zm00001d028875,Zm00001d028925
1005,Zm00001d028879,Zm00001d028886
1006,Zm00001d028886,Zm00001d028902
1007,Zm00001d028890,Zm00001d028915
1008,Zm00001d028891,Zm00001d028895
1009,Zm00001d028891,Zm00001d028926
1010,Zm00001d028891,Zm00001d028898
1011,Zm00001d028896,Zm00001d028898
1012,Zm00001d028896,Zm00001d028901
1013,Zm00001d028900,Zm00001d028901
1014,Zm00001d028902,Zm00001d028948
1015,Zm00001d028902,Zm00001d028907
1016,Zm00001d028902,Zm00001d028915
1017,Zm00001d028903,Zm00001d028905
1018,Zm00001d028903,Zm00001d028907
1019,Zm00001d028905,Zm00001d028946
1020,Zm00001d028905,Zm00001d028907
1021,Zm00001d028907,Zm00001d028912
1022,Zm00001d028907,Zm00001d028910
1023,Zm00001d028907,Zm00001d028915
1024,Zm00001d028910,Zm00001d028915
1025,Zm00001d028910,Zm00001d028919
1026,ENSRNA049465846,Zm00001d028915
1027,Zm00001d028915,Zm00001d029004
1028,Zm00001d028915,Zm00001d028948
1029,Zm00001d028915,Zm00001d029004
1030,Zm00001d028915,Zm00001d028919
1031,Zm00001d028915,Zm00001d028925
1032,Zm00001d028915,Zm00001d028916
1033,Zm00001d028915,Zm00001d028918
1034,Zm00001d028916,Zm00001d028918
1035,Zm00001d028919,Zm00001d028948
1036,Zm00001d028919,Zm00001d028925
1037,Zm00001d028919,Zm00001d028930
1038,Zm00001d028920,Zm00001d028924
1039,Zm00001d028920,Zm00001d028921
1040,Zm00001d028921,Zm00001d028924
1041,Zm00001d028922,Zm00001d028929
1042,Zm00001d028924,Zm00001d028947
1043,Zm00001d022727,Zm00001d028929
1044,Zm00001d022727,Zm00001d028946
1045,Zm00001d028930,Zm00001d028936
1046,Zm00001d028930,Zm00001d028947
1047,Zm00001d028930,Zm00001d028958
1048,Zm00001d028930,Zm00001d028967
1049,Zm00001d028936,Zm00001d028958
1050,Zm00001d028936,Zm00001d028988
1051,Zm00001d028936,Zm00001d028941
1052,Zm00001d028936,Zm00001d028946
1053,Zm00001d028936,Zm00001d022732
1054,Zm00001d028936,Zm00001d028939
1055,Zm00001d022729,Zm00001d028939
1056,Zm00001d022729,Zm00001d028941
1057,Zm00001d028939,Zm00001d028941
1058,Zm00001d028939,Zm00001d028946
1059,Zm00001d028946,Zm00001d028998
1060,Zm00001d028946,Zm00001d029055
1061,Zm00001d028947,Zm00001d028967
1062,Zm00001d028947,Zm00001d029010
1063,Zm00001d028948,Zm00001d028960
1064,Zm00001d028948,Zm00001d028973
1065,Zm00001d028948,Zm00001d028992
1066,Zm00001d028948,Zm00001d028994
1067,Zm00001d028948,Zm00001d029040
1068,Zm00001d028948,Zm00001d028954
1069,Zm00001d028948,Zm00001d028949
1070,Zm00001d028948,Zm00001d028951
1071,Zm00001d022732,Zm00001d028951
1072,Zm00001d022732,Zm00001d028954
1073,Zm00001d022732,Zm00001d028962
1074,Zm00001d022732,Zm00001d028972
1075,Zm00001d022732,Zm00001d029010
1076,Zm00001d028952,Zm00001d028953
1077,Zm00001d028952,Zm00001d028954
1078,Zm00001d028953,Zm00001d028954
1079,Zm00001d028957,Zm00001d028988
1080,Zm00001d028957,Zm00001d029047
1081,Zm00001d028957,Zm00001d028981
1082,Zm00001d028957,Zm00001d028962
1083,Zm00001d028957,Zm00001d029055
1084,Zm00001d028960,Zm00001d028962
1085,Zm00001d028960,Zm00001d028964
1086,Zm00001d028962,Zm00001d028973
1087,Zm00001d028962,Zm00001d028964
1088,Zm00001d028962,Zm00001d028966
1089,Zm00001d028967,Zm00001d029078
1090,Zm00001d028967,Zm00001d028971
1091,Zm00001d028967,Zm00001d028981
1092,Zm00001d028973,Zm00001d028981
1093,Zm00001d028973,Zm00001d029004
1094,Zm00001d028973,Zm00001d028974
1095,Zm00001d028975,Zm00001d028981
1096,Zm00001d028981,Zm00001d029055
1097,Zm00001d028983,Zm00001d028984
1098,Zm00001d028984,Zm00001d028988
1099,Zm00001d028988,Zm00001d028994
1100,Zm00001d028988,Zm00001d028998
1101,Zm00001d028988,Zm00001d029004
1102,Zm00001d028988,Zm00001d029011
1103,Zm00001d028988,Zm00001d029040
1104,Zm00001d028988,Zm00001d029078
1105,Zm00001d028992,Zm00001d028994
1106,Zm00001d028995,Zm00001d029010
1107,Zm00001d028996,Zm00001d028998
1108,Zm00001d028996,Zm00001d029023
1109,Zm00001d028998,Zm00001d029010
1110,Zm00001d028998,Zm00001d029012
1111,Zm00001d028999,Zm00001d029004
1112,Zm00001d028999,Zm00001d029008
1113,Zm00001d029002,Zm00001d029004
1114,Zm00001d029004,Zm00001d022738
1115,Zm00001d029004,Zm00001d029012
1116,Zm00001d029004,Zm00001d029009
1117,Zm00001d029004,Zm00001d029011
1118,Zm00001d029004,Zm00001d029008
1119,Zm00001d029009,Zm00001d029012
1120,Zm00001d029009,Zm00001d029010
1121,Zm00001d029010,Zm00001d029040
1122,Zm00001d029011,Zm00001d029012
1123,Zm00001d029011,Zm00001d029031
1124,Zm00001d029011,Zm00001d029040
1125,Zm00001d029011,Zm00001d029047
1126,Zm00001d029012,Zm00001d029025
1127,Zm00001d029015,Zm00001d029020
1128,Zm00001d029015,Zm00001d029100
1129,Zm00001d029020,Zm00001d029023
1130,Zm00001d029020,Zm00001d029025
1131,Zm00001d029020,Zm00001d029096
1132,Zm00001d029023,Zm00001d029025
1133,Zm00001d029023,Zm00001d029027
1134,Zm00001d029023,Zm00001d029034
1135,Zm00001d029025,Zm00001d029027
1136,Zm00001d029025,Zm00001d029031
1137,Zm00001d029025,Zm00001d029034
1138,Zm00001d029027,Zm00001d029031
1139,Zm00001d029027,Zm00001d029034
1140,Zm00001d029028,Zm00001d029040
1141,Zm00001d029028,Zm00001d022738
1142,Zm00001d029031,Zm00001d029034
1143,Zm00001d029034,Zm00001d029077
1144,Zm00001d029034,Zm00001d029047
1145,Zm00001d029034,Zm00001d029055
1146,Zm00001d029034,Zm00001d029035
1147,Zm00001d029034,Zm00001d029040
1148,Zm00001d029034,Zm00001d029095
1149,Zm00001d029036,Zm00001d029046
1150,Zm00001d029036,Zm00001d029040
1151,Zm00001d029040,Zm00001d029045
1152,Zm00001d029040,Zm00001d029047
1153,Zm00001d029040,Zm00001d022738
1154,Zm00001d029040,Zm00001d029055
1155,Zm00001d029040,Zm00001d029056
1156,Zm00001d029040,Zm00001d029065
1157,Zm00001d029040,Zm00001d029078
1158,Zm00001d029040,Zm00001d029094
1159,Zm00001d029040,Zm00001d029095
1160,Zm00001d029040,Zm00001d029129
1161,Zm00001d029040,Zm00001d029227
1162,Zm00001d029041,Zm00001d029045
1163,Zm00001d029041,Zm00001d029047
1164,Zm00001d029045,Zm00001d029046
1165,Zm00001d029045,Zm00001d029049
1166,Zm00001d029047,Zm00001d029078
1167,Zm00001d029047,Zm00001d029094
1168,Zm00001d029047,Zm00001d029095
1169,Zm00001d029047,Zm00001d029193
1170,Zm00001d029047,Zm00001d029049
1171,Zm00001d029047,Zm00001d022740
1172,Zm00001d029047,Zm00001d029055
1173,Zm00001d022738,Zm00001d029051
1174,Zm00001d029052,Zm00001d029078
1175,Zm00001d029052,Zm00001d022740
1176,Zm00001d029052,Zm00001d029055
1177,Zm00001d029053,Zm00001d029055
1178,Zm00001d029055,Zm00001d029065
1179,Zm00001d029055,Zm00001d029095
1180,Zm00001d029055,Zm00001d029107
1181,Zm00001d029055,Zm00001d029213
1182,Zm00001d029055,Zm00001d029066
1183,Zm00001d029055,Zm00001d029078
1184,Zm00001d029062,Zm00001d029077
1185,Zm00001d029062,Zm00001d029065
1186,Zm00001d029065,Zm00001d029077
1187,Zm00001d029065,Zm00001d029066
1188,Zm00001d029066,Zm00001d029077
1189,Zm00001d029066,Zm00001d029071
1190,Zm00001d029066,Zm00001d029072
1191,Zm00001d029068,Zm00001d029071
1192,Zm00001d029071,Zm00001d029077
1193,Zm00001d029071,Zm00001d029072
1194,Zm00001d029072,Zm00001d029077
1195,Zm00001d029072,Zm00001d029095
1196,Zm00001d029077,Zm00001d029192
1197,Zm00001d029078,Zm00001d029094
1198,Zm00001d029078,Zm00001d029095
1199,Zm00001d029078,Zm00001d029107
1200,Zm00001d029078,Zm00001d029134
1201,Zm00001d029078,Zm00001d029213
1202,Zm00001d029078,Zm00001d029081
1203,Zm00001d029078,Zm00001d029083
1204,Zm00001d029078,Zm00001d029084
1205,Zm00001d029083,Zm00001d029084
1206,Zm00001d029090,Zm00001d029095
1207,Zm00001d029091,Zm00001d029095
1208,Zm00001d029092,Zm00001d029098
1209,Zm00001d029094,Zm00001d029095
1210,Zm00001d029094,Zm00001d029096
1211,Zm00001d029094,Zm00001d029102
1212,Zm00001d029095,Zm00001d029133
1213,Zm00001d029095,Zm00001d029134
1214,Zm00001d029095,Zm00001d029139
1215,Zm00001d029095,Zm00001d029096
1216,Zm00001d029096,Zm00001d029104
1217,Zm00001d029096,Zm00001d029098
1218,Zm00001d029096,Zm00001d029106
1219,Zm00001d029100,Zm00001d029106
1220,Zm00001d029102,Zm00001d029104
1221,Zm00001d029105,Zm00001d029106
1222,Zm00001d029107,Zm00001d029129
1223,Zm00001d029107,Zm00001d029133
1224,Zm00001d029108,Zm00001d029118
1225,Zm00001d029108,Zm00001d029124
1226,Zm00001d029118,Zm00001d029121
1227,Zm00001d029120,Zm00001d029121
1228,Zm00001d029120,Zm00001d029129
1229,Zm00001d029120,Zm00001d029133
1230,Zm00001d029120,Zm00001d029123
1231,Zm00001d029121,Zm00001d029124
1232,Zm00001d029124,Zm00001d029133
1233,Zm00001d029124,Zm00001d029129
1234,Zm00001d029127,Zm00001d029129
1235,Zm00001d029129,Zm00001d029134
1236,Zm00001d029129,Zm00001d029137
1237,Zm00001d029130,Zm00001d029133
1238,Zm00001d029130,Zm00001d029139
1239,Zm00001d029130,Zm00001d029196
1240,Zm00001d029133,Zm00001d029180
1241,Zm00001d029133,Zm00001d029212
1242,Zm00001d029133,Zm00001d029135
1243,Zm00001d029133,Zm00001d029139
1244,Zm00001d029134,Zm00001d029180
1245,Zm00001d029134,Zm00001d029139
1246,Zm00001d029134,Zm00001d029135
1247,Zm00001d029134,Zm00001d029137
1248,Zm00001d029134,Zm00001d029196
1249,Zm00001d029135,Zm00001d029137
1250,Zm00001d029135,Zm00001d029139
1251,Zm00001d029139,Zm00001d029142
1252,Zm00001d029139,Zm00001d029140
1253,Zm00001d029140,Zm00001d029142
1254,Zm00001d029140,Zm00001d029149
1255,Zm00001d029150,Zm00001d029151
1256,Zm00001d029151,ENSRNA049437912
1257,Zm00001d029166,ENSRNA049437912
1258,Zm00001d029172,Zm00001d029174
1259,Zm00001d029177,Zm00001d029193
1260,Zm00001d029177,Zm00001d029180
1261,Zm00001d029180,Zm00001d029183
1262,Zm00001d029180,Zm00001d029192
1263,Zm00001d029180,Zm00001d029188
1264,Zm00001d029188,Zm00001d029199
1265,Zm00001d029189,Zm00001d029192
1266,Zm00001d029189,Zm00001d029196
1267,Zm00001d029193,Zm00001d029212
1268,Zm00001d029193,Zm00001d029199
1269,Zm00001d029193,Zm00001d029232
1270,Zm00001d029193,Zm00001d029286
1271,Zm00001d029193,Zm00001d029196
1272,Zm00001d029193,Zm00001d029194
1273,Zm00001d029196,Zm00001d029198
1275,Zm00001d029196,Zm00001d029203
1276,Zm00001d029196,Zm00001d029212
1278,Zm00001d029198,Zm00001d029212
1279,Zm00001d029199,Zm00001d029203
1280,Zm00001d029201,Zm00001d029203
1281,Zm00001d029203,Zm00001d029212
1282,Zm00001d029203,Zm00001d029206
1283,Zm00001d029203,Zm00001d029205
1284,Zm00001d029205,Zm00001d029206
1285,Zm00001d022746,Zm00001d029209
1286,Zm00001d022746,Zm00001d029212
1287,Zm00001d029212,Zm00001d029343
1288,Zm00001d029213,Zm00001d029286
1289,Zm00001d029213,Zm00001d029393
1290,Zm00001d029213,Zm00001d029215
