Annotation1,Annotation2,ChIN,ID
Zm00001d033929,Zm00001d033931,29,22462
Zm00001d033928,Zm00001d033932,29,22463
Zm00001d033927,Zm00001d033932,29,22464
Zm00001d033929,Zm00001d033932,29,22465
Zm00001d033928,Zm00001d033933,29,22466
Zm00001d033927,Zm00001d033933,29,22467
Zm00001d033929,Zm00001d033933,29,22468
Zm00001d033931,Zm00001d033932,29,22469
Zm00001d033931,Zm00001d033933,29,22470
Zm00001d033932,Zm00001d033935,29,22471
Zm00001d033933,Zm00001d033935,29,22472
Zm00001d033941,Zm00001d033943,53,22473
Zm00001d033942,Zm00001d033943,53,22474
Zm00001d033943,Zm00001d033955,53,22475
Zm00001d033943,Zm00001d033954,53,22476
Zm00001d033951,Zm00001d033955,53,22477
Zm00001d033951,Zm00001d033954,53,22478
Zm00001d033943,Zm00001d033957,53,22479
Zm00001d033955,Zm00001d033957,53,22480
Zm00001d033954,Zm00001d033957,53,22481
Zm00001d033955,Zm00001d033965,53,22482
Zm00001d033954,Zm00001d033965,53,22483
Zm00001d033957,Zm00001d033967,53,22484
Zm00001d033957,Zm00001d033966,53,22485
Zm00001d033965,Zm00001d033967,53,22486
Zm00001d033965,Zm00001d033966,53,22487
Zm00001d033955,Zm00001d033968,53,22488
Zm00001d033954,Zm00001d033968,53,22489
Zm00001d033955,Zm00001d033969,53,22490
Zm00001d033954,Zm00001d033969,53,22491
Zm00001d033957,Zm00001d033968,53,22492
Zm00001d033957,Zm00001d033969,53,22493
Zm00001d033965,Zm00001d033968,53,22494
Zm00001d033965,Zm00001d033969,53,22495
Zm00001d033967,Zm00001d033968,53,22496
Zm00001d033966,Zm00001d033968,53,22497
Zm00001d033967,Zm00001d033969,53,22498
Zm00001d033966,Zm00001d033969,53,22499
Zm00001d033967,Zm00001d033976,53,22500
Zm00001d033966,Zm00001d033976,53,22501
Zm00001d033967,Zm00001d033975,53,22502
Zm00001d033966,Zm00001d033975,53,22503
Zm00001d033968,Zm00001d033976,53,22504
Zm00001d033969,Zm00001d033976,53,22505
Zm00001d033968,Zm00001d033975,53,22506
Zm00001d033969,Zm00001d033975,53,22507
Zm00001d033976,Zm00001d033977,53,22508
Zm00001d033975,Zm00001d033977,53,22509
Zm00001d033976,Zm00001d033979,53,22510
Zm00001d033975,Zm00001d033979,53,22511
Zm00001d033976,Zm00001d033980,53,22512
Zm00001d033975,Zm00001d033980,53,22513
Zm00001d033976,Zm00001d033981,53,22514
Zm00001d033975,Zm00001d033981,53,22515
Zm00001d033977,Zm00001d033979,53,22516
Zm00001d033977,Zm00001d033980,53,22517
Zm00001d033977,Zm00001d033981,53,22518
Zm00001d033979,Zm00001d033982,53,22519
Zm00001d033980,Zm00001d033982,53,22520
Zm00001d033981,Zm00001d033982,53,22521
Zm00001d033982,Zm00001d033983,53,22522
Zm00001d031954,Zm00001d033986,53,22523
Zm00001d031954,Zm00001d033985,53,22524
Zm00001d033983,Zm00001d033986,53,22525
Zm00001d033983,Zm00001d033985,53,22526
Zm00001d033984,Zm00001d033986,53,22527
Zm00001d033984,Zm00001d033985,53,22528
Zm00001d033986,Zm00001d033987,53,22529
Zm00001d033985,Zm00001d033987,53,22530
Zm00001d033986,Zm00001d033989,53,22531
Zm00001d033985,Zm00001d033989,53,22532
Zm00001d033987,Zm00001d033989,53,22533
Zm00001d033988,Zm00001d033989,53,22534
Zm00001d033986,Zm00001d033990,53,22535
Zm00001d033985,Zm00001d033990,53,22536
Zm00001d033989,Zm00001d033990,53,22537
Zm00001d033990,Zm00001d033993,53,22538
Zm00001d033990,Zm00001d033994,53,22539
Zm00001d033990,Zm00001d033995,53,22540
Zm00001d033993,Zm00001d033998,53,22541
Zm00001d033994,Zm00001d033998,53,22542
Zm00001d033995,Zm00001d033998,53,22543
Zm00001d033993,Zm00001d033999,53,22544
Zm00001d033994,Zm00001d033999,53,22545
Zm00001d033995,Zm00001d033999,53,22546
Zm00001d033993,Zm00001d034000,53,22547
Zm00001d033994,Zm00001d034000,53,22548
Zm00001d033995,Zm00001d034000,53,22549
Zm00001d033998,Zm00001d034002,53,22550
Zm00001d033999,Zm00001d034002,53,22551
Zm00001d034000,Zm00001d034002,53,22552
Zm00001d033998,Zm00001d034001,53,22553
Zm00001d033999,Zm00001d034001,53,22554
Zm00001d034000,Zm00001d034001,53,22555
Zm00001d034002,Zm00001d034003,53,22556
Zm00001d034001,Zm00001d034003,53,22557
Zm00001d033998,Zm00001d034004,53,22558
Zm00001d033999,Zm00001d034004,53,22559
Zm00001d034000,Zm00001d034004,53,22560
Zm00001d034002,Zm00001d034004,53,22561
Zm00001d034001,Zm00001d034004,53,22562
Zm00001d034003,Zm00001d034004,53,22563
Zm00001d034004,Zm00001d034005,53,22564
Zm00001d034005,Zm00001d034006,53,22565
Zm00001d034009,Zm00001d034012,3,22566
Zm00001d034010,Zm00001d034012,3,22567
Zm00001d034011,Zm00001d034012,3,22568
Zm00001d034009,Zm00001d034013,3,22569
Zm00001d034010,Zm00001d034013,3,22570
Zm00001d034011,Zm00001d034013,3,22571
Zm00001d034012,Zm00001d034013,3,22572
Zm00001d034015,Zm00001d034017,2,22573
Zm00001d034020,Zm00001d034022,49,22574
Zm00001d034022,Zm00001d034024,49,22575
Zm00001d034022,Zm00001d034025,49,22576
Zm00001d034022,Zm00001d034026,49,22577
Zm00001d034022,Zm00001d034028,49,22578
Zm00001d034022,Zm00001d034027,49,22579
Zm00001d033273,Zm00001d034029,49,22580
Zm00001d033274,Zm00001d034029,49,22581
Zm00001d033272,Zm00001d034029,49,22582
Zm00001d033273,Zm00001d034030,49,22583
Zm00001d033274,Zm00001d034030,49,22584
Zm00001d033272,Zm00001d034030,49,22585
Zm00001d033273,Zm00001d034032,49,22586
Zm00001d033274,Zm00001d034032,49,22587
Zm00001d033272,Zm00001d034032,49,22588
Zm00001d033273,Zm00001d034031,49,22589
Zm00001d033274,Zm00001d034031,49,22590
Zm00001d033272,Zm00001d034031,49,22591
Zm00001d033273,Zm00001d034033,49,22592
Zm00001d033274,Zm00001d034033,49,22593
Zm00001d033272,Zm00001d034033,49,22594
Zm00001d034022,Zm00001d034029,49,22595
Zm00001d034022,Zm00001d034030,49,22596
Zm00001d034022,Zm00001d034032,49,22597
Zm00001d034022,Zm00001d034031,49,22598
Zm00001d034022,Zm00001d034033,49,22599
Zm00001d034024,Zm00001d034029,49,22600
Zm00001d034025,Zm00001d034029,49,22601
Zm00001d034026,Zm00001d034029,49,22602
Zm00001d034028,Zm00001d034029,49,22603
Zm00001d034027,Zm00001d034029,49,22604
Zm00001d034024,Zm00001d034030,49,22605
Zm00001d034025,Zm00001d034030,49,22606
Zm00001d034026,Zm00001d034030,49,22607
Zm00001d034028,Zm00001d034030,49,22608
Zm00001d034027,Zm00001d034030,49,22609
Zm00001d034024,Zm00001d034032,49,22610
Zm00001d034025,Zm00001d034032,49,22611
Zm00001d034026,Zm00001d034032,49,22612
Zm00001d034028,Zm00001d034032,49,22613
Zm00001d034027,Zm00001d034032,49,22614
Zm00001d034024,Zm00001d034031,49,22615
Zm00001d034025,Zm00001d034031,49,22616
Zm00001d034026,Zm00001d034031,49,22617
Zm00001d034028,Zm00001d034031,49,22618
Zm00001d034027,Zm00001d034031,49,22619
Zm00001d034024,Zm00001d034033,49,22620
Zm00001d034025,Zm00001d034033,49,22621
Zm00001d034026,Zm00001d034033,49,22622
Zm00001d034028,Zm00001d034033,49,22623
Zm00001d034027,Zm00001d034033,49,22624
Zm00001d034029,Zm00001d034034,49,22625
Zm00001d034030,Zm00001d034034,49,22626
Zm00001d034032,Zm00001d034034,49,22627
Zm00001d034031,Zm00001d034034,49,22628
Zm00001d034033,Zm00001d034034,49,22629
Zm00001d034029,Zm00001d034035,49,22630
Zm00001d034030,Zm00001d034035,49,22631
Zm00001d034032,Zm00001d034035,49,22632
Zm00001d034031,Zm00001d034035,49,22633
Zm00001d034033,Zm00001d034035,49,22634
Zm00001d034029,Zm00001d034037,49,22635
Zm00001d034030,Zm00001d034037,49,22636
Zm00001d034032,Zm00001d034037,49,22637
Zm00001d034031,Zm00001d034037,49,22638
Zm00001d034033,Zm00001d034037,49,22639
Zm00001d034029,Zm00001d034038,49,22640
Zm00001d034030,Zm00001d034038,49,22641
Zm00001d034032,Zm00001d034038,49,22642
Zm00001d034031,Zm00001d034038,49,22643
Zm00001d034033,Zm00001d034038,49,22644
Zm00001d034036,Zm00001d034037,49,22645
Zm00001d034036,Zm00001d034038,49,22646
Zm00001d034037,Zm00001d034039,49,22647
Zm00001d034038,Zm00001d034039,49,22648
Zm00001d034044,Zm00001d034045,2,22649
Zm00001d034047,Zm00001d034048,3,22650
Zm00001d034047,Zm00001d034049,3,22651
Zm00001d034048,Zm00001d034050,3,22652
Zm00001d034049,Zm00001d034050,3,22653
Zm00001d034063,Zm00001d034064,54,22654
Zm00001d034062,Zm00001d034064,54,22655
Zm00001d034064,Zm00001d034068,54,22656
Zm00001d034064,Zm00001d034069,54,22657
Zm00001d034066,Zm00001d034068,54,22658
Zm00001d034066,Zm00001d034069,54,22659
Zm00001d034067,Zm00001d034068,54,22660
Zm00001d034067,Zm00001d034069,54,22661
Zm00001d034066,Zm00001d034071,54,22662
Zm00001d034068,Zm00001d034072,54,22663
Zm00001d034069,Zm00001d034072,54,22664
Zm00001d034071,Zm00001d034072,54,22665
Zm00001d034068,Zm00001d034073,54,22666
Zm00001d034069,Zm00001d034073,54,22667
Zm00001d034072,Zm00001d034073,54,22668
Zm00001d034073,Zm00001d034074,54,22669
Zm00001d034061,Zm00001d034076,54,22670
Zm00001d034062,Zm00001d034076,54,22671
Zm00001d034073,Zm00001d034076,54,22672
Zm00001d034074,Zm00001d034076,54,22673
Zm00001d032739,Zm00001d034077,54,22674
Zm00001d034076,Zm00001d034077,54,22675
Zm00001d034076,Zm00001d034078,54,22676
Zm00001d034076,Zm00001d034080,54,22677
Zm00001d034076,Zm00001d034081,54,22678
Zm00001d034078,Zm00001d034080,54,22679
Zm00001d034078,Zm00001d034081,54,22680
Zm00001d034080,Zm00001d034082,54,22681
Zm00001d034081,Zm00001d034082,54,22682
Zm00001d034080,Zm00001d034084,54,22683
Zm00001d034081,Zm00001d034084,54,22684
Zm00001d034080,Zm00001d034085,54,22685
Zm00001d034081,Zm00001d034085,54,22686
Zm00001d034082,Zm00001d034084,54,22687
Zm00001d034082,Zm00001d034085,54,22688
Zm00001d034084,Zm00001d034089,54,22689
Zm00001d034085,Zm00001d034089,54,22690
Zm00001d033777,Zm00001d034090,36,22691
Zm00001d034090,Zm00001d034091,36,22692
Zm00001d034108,Zm00001d034111,8,22693
Zm00001d034109,Zm00001d034111,8,22694
Zm00001d034108,Zm00001d034112,8,22695
Zm00001d034109,Zm00001d034112,8,22696
Zm00001d034112,Zm00001d034115,8,22697
Zm00001d034125,Zm00001d034126,10,22698
Zm00001d034124,Zm00001d034126,10,22699
Zm00001d034125,Zm00001d034128,10,22700
Zm00001d034124,Zm00001d034128,10,22701
Zm00001d034125,Zm00001d034129,10,22702
Zm00001d034124,Zm00001d034129,10,22703
Zm00001d034126,Zm00001d034128,10,22704
Zm00001d034126,Zm00001d034129,10,22705
Zm00001d034126,Zm00001d034130,10,22706
Zm00001d034126,Zm00001d034131,10,22707
Zm00001d034128,Zm00001d034130,10,22708
Zm00001d034129,Zm00001d034130,10,22709
Zm00001d034128,Zm00001d034131,10,22710
Zm00001d034129,Zm00001d034131,10,22711
Zm00001d034130,Zm00001d034132,10,22712
Zm00001d034131,Zm00001d034132,10,22713
Zm00001d034128,Zm00001d034133,10,22714
Zm00001d034129,Zm00001d034133,10,22715
Zm00001d034130,Zm00001d034133,10,22716
Zm00001d034131,Zm00001d034133,10,22717
Zm00001d034132,Zm00001d034133,10,22718
Zm00001d030661,Zm00001d034143,216,22719
Zm00001d034145,Zm00001d034148,216,22720
Zm00001d034160,Zm00001d034161,9,22721
Zm00001d034160,Zm00001d034163,9,22722
Zm00001d034167,Zm00001d034173,6,22723
Zm00001d034168,Zm00001d034173,6,22724
Zm00001d034167,Zm00001d034175,6,22725
Zm00001d034168,Zm00001d034175,6,22726
Zm00001d034167,Zm00001d034174,6,22727
Zm00001d034168,Zm00001d034174,6,22728
Zm00001d034173,Zm00001d034175,6,22729
Zm00001d034173,Zm00001d034174,6,22730
Zm00001d034175,Zm00001d034178,6,22731
Zm00001d034174,Zm00001d034178,6,22732
Zm00001d034178,Zm00001d034179,6,22733
Zm00001d034180,Zm00001d034181,11,22734
Zm00001d034180,Zm00001d034182,11,22735
Zm00001d034180,Zm00001d034183,11,22736
Zm00001d034181,Zm00001d034182,11,22737
Zm00001d034181,Zm00001d034183,11,22738
Zm00001d034182,Zm00001d034186,11,22739
Zm00001d034183,Zm00001d034186,11,22740
Zm00001d034182,Zm00001d034187,11,22741
Zm00001d034183,Zm00001d034187,11,22742
Zm00001d034182,Zm00001d034188,11,22743
Zm00001d034183,Zm00001d034188,11,22744
Zm00001d034182,Zm00001d034189,11,22745
Zm00001d034183,Zm00001d034189,11,22746
Zm00001d034186,Zm00001d034188,11,22747
Zm00001d034187,Zm00001d034188,11,22748
Zm00001d034186,Zm00001d034189,11,22749
Zm00001d034187,Zm00001d034189,11,22750
Zm00001d034190,Zm00001d034192,30,22751
Zm00001d034191,Zm00001d034192,30,22752
Zm00001d034190,Zm00001d034194,30,22753
Zm00001d034191,Zm00001d034194,30,22754
Zm00001d034190,Zm00001d034195,30,22755
Zm00001d034191,Zm00001d034195,30,22756
Zm00001d034192,Zm00001d034194,30,22757
Zm00001d034192,Zm00001d034195,30,22758
Zm00001d034194,Zm00001d034196,30,22759
Zm00001d034195,Zm00001d034196,30,22760
Zm00001d034190,Zm00001d034197,30,22761
Zm00001d034191,Zm00001d034197,30,22762
Zm00001d034194,Zm00001d034198,30,22763
Zm00001d034195,Zm00001d034198,30,22764
Zm00001d034196,Zm00001d034198,30,22765
Zm00001d034197,Zm00001d034198,30,22766
Zm00001d034190,Zm00001d034199,30,22767
Zm00001d034191,Zm00001d034199,30,22768
Zm00001d034194,Zm00001d034199,30,22769
Zm00001d034195,Zm00001d034199,30,22770
Zm00001d034198,Zm00001d034204,30,22771
Zm00001d034199,Zm00001d034204,30,22772
Zm00001d034199,Zm00001d034205,30,22773
Zm00001d034204,Zm00001d034206,30,22774
Zm00001d034205,Zm00001d034206,30,22775
Zm00001d034212,Zm00001d034217,12,22776
Zm00001d034212,Zm00001d034219,12,22777
Zm00001d034212,Zm00001d034218,12,22778
Zm00001d034217,Zm00001d034219,12,22779
Zm00001d034217,Zm00001d034218,12,22780
Zm00001d034217,Zm00001d034221,12,22781
Zm00001d034219,Zm00001d034221,12,22782
Zm00001d034218,Zm00001d034221,12,22783
Zm00001d034219,Zm00001d034221,12,22784
Zm00001d034217,Zm00001d034223,12,22785
Zm00001d034219,Zm00001d034223,12,22786
Zm00001d034218,Zm00001d034223,12,22787
Zm00001d034221,Zm00001d034223,12,22788
Zm00001d034237,Zm00001d034238,13,22789
Zm00001d034238,Zm00001d034239,13,22790
Zm00001d034239,Zm00001d034240,13,22791
Zm00001d034239,Zm00001d034241,13,22792
Zm00001d034241,Zm00001d034244,13,22793
Zm00001d034244,Zm00001d034247,13,22794
Zm00001d034244,Zm00001d034248,13,22795
Zm00001d034244,Zm00001d034249,13,22796
Zm00001d034245,Zm00001d034247,13,22797
Zm00001d034245,Zm00001d034248,13,22798
Zm00001d034245,Zm00001d034249,13,22799
Zm00001d034245,Zm00001d034251,13,22800
Zm00001d034245,Zm00001d034250,13,22801
Zm00001d034247,Zm00001d034251,13,22802
Zm00001d034248,Zm00001d034251,13,22803
Zm00001d034249,Zm00001d034251,13,22804
Zm00001d034247,Zm00001d034250,13,22805
Zm00001d034248,Zm00001d034250,13,22806
Zm00001d034249,Zm00001d034250,13,22807
Zm00001d034251,Zm00001d034253,13,22808
Zm00001d034250,Zm00001d034253,13,22809
Zm00001d034251,Zm00001d034254,13,22810
Zm00001d034250,Zm00001d034254,13,22811
Zm00001d034251,Zm00001d034255,13,22812
Zm00001d034250,Zm00001d034255,13,22813
Zm00001d034252,Zm00001d034253,13,22814
Zm00001d034252,Zm00001d034254,13,22815
Zm00001d034252,Zm00001d034255,13,22816
Zm00001d034253,Zm00001d034256,13,22817
Zm00001d034254,Zm00001d034256,13,22818
Zm00001d034255,Zm00001d034256,13,22819
Zm00001d034257,Zm00001d034264,10,22820
Zm00001d034257,Zm00001d034266,10,22821
Zm00001d034257,Zm00001d034265,10,22822
Zm00001d034266,Zm00001d034270,10,22823
Zm00001d034265,Zm00001d034270,10,22824
Zm00001d034270,Zm00001d034277,10,22825
Zm00001d034270,Zm00001d034278,10,22826
Zm00001d034277,Zm00001d034279,10,22827
Zm00001d034278,Zm00001d034279,10,22828
Zm00001d034270,Zm00001d034282,10,22829
Zm00001d034277,Zm00001d034282,10,22830
Zm00001d034278,Zm00001d034282,10,22831
Zm00001d034279,Zm00001d034282,10,22832
Zm00001d034282,Zm00001d034283,10,22833
Zm00001d034298,Zm00001d034312,216,22834
Zm00001d034298,Zm00001d034313,216,22835
Zm00001d034317,Zm00001d034319,216,22836
Zm00001d034317,Zm00001d034318,216,22837
Zm00001d034319,Zm00001d034320,216,22838
Zm00001d034318,Zm00001d034320,216,22839
Zm00001d034337,Zm00001d034339,204,22840
Zm00001d034338,Zm00001d034339,204,22841
Zm00001d034337,Zm00001d034340,204,22842
Zm00001d034338,Zm00001d034340,204,22843
Zm00001d034339,Zm00001d034340,204,22844
Zm00001d034339,Zm00001d034341,204,22845
Zm00001d034339,Zm00001d034343,204,22846
Zm00001d034341,Zm00001d034343,204,22847
Zm00001d034343,Zm00001d034344,204,22848
Zm00001d034343,Zm00001d034345,204,22849
Zm00001d034343,Zm00001d034346,204,22850
Zm00001d034343,Zm00001d034345,204,22851
Zm00001d034346,Zm00001d034350,204,22852
Zm00001d034345,Zm00001d034350,204,22853
Zm00001d034346,Zm00001d034351,204,22854
Zm00001d034345,Zm00001d034351,204,22855
Zm00001d034350,Zm00001d034353,204,22856
Zm00001d034351,Zm00001d034353,204,22857
Zm00001d034353,Zm00001d034355,204,22858
Zm00001d034353,Zm00001d034356,204,22859
Zm00001d034353,Zm00001d034358,204,22860
Zm00001d034355,Zm00001d034358,204,22861
Zm00001d034356,Zm00001d034358,204,22862
Zm00001d034355,Zm00001d034360,204,22863
Zm00001d034356,Zm00001d034360,204,22864
Zm00001d034355,Zm00001d034359,204,22865
Zm00001d034356,Zm00001d034359,204,22866
Zm00001d034358,Zm00001d034360,204,22867
Zm00001d034358,Zm00001d034359,204,22868
Zm00001d034358,Zm00001d034361,204,22869
Zm00001d034360,Zm00001d034361,204,22870
Zm00001d034359,Zm00001d034361,204,22871
Zm00001d034358,Zm00001d034365,204,22872
Zm00001d034358,Zm00001d034364,204,22873
Zm00001d034365,Zm00001d034366,204,22874
Zm00001d034364,Zm00001d034366,204,22875
Zm00001d034365,Zm00001d034368,204,22876
Zm00001d034364,Zm00001d034368,204,22877
Zm00001d034365,Zm00001d034370,204,22878
Zm00001d034364,Zm00001d034370,204,22879
Zm00001d034365,Zm00001d034369,204,22880
Zm00001d034364,Zm00001d034369,204,22881
Zm00001d034366,Zm00001d034368,204,22882
Zm00001d034366,Zm00001d034370,204,22883
Zm00001d034366,Zm00001d034369,204,22884
Zm00001d034365,Zm00001d034371,204,22885
Zm00001d034364,Zm00001d034371,204,22886
Zm00001d034365,Zm00001d034372,204,22887
Zm00001d034364,Zm00001d034372,204,22888
Zm00001d034365,Zm00001d034373,204,22889
Zm00001d034364,Zm00001d034373,204,22890
Zm00001d034368,Zm00001d034371,204,22891
Zm00001d034370,Zm00001d034371,204,22892
Zm00001d034369,Zm00001d034371,204,22893
Zm00001d034368,Zm00001d034372,204,22894
Zm00001d034370,Zm00001d034372,204,22895
Zm00001d034369,Zm00001d034372,204,22896
Zm00001d034368,Zm00001d034373,204,22897
Zm00001d034370,Zm00001d034373,204,22898
Zm00001d034369,Zm00001d034373,204,22899
Zm00001d031430,Zm00001d034383,204,22900
Zm00001d034371,Zm00001d034383,204,22901
Zm00001d034372,Zm00001d034383,204,22902
Zm00001d034373,Zm00001d034383,204,22903
Zm00001d034383,Zm00001d034384,204,22904
Zm00001d034387,Zm00001d034388,47,22905
Zm00001d034388,Zm00001d034396,47,22906
Zm00001d034388,Zm00001d034400,47,22907
Zm00001d034400,Zm00001d034401,47,22908
Zm00001d034400,Zm00001d034404,47,22909
Zm00001d034400,Zm00001d034406,47,22910
Zm00001d034400,Zm00001d034407,47,22911
Zm00001d034400,Zm00001d034405,47,22912
Zm00001d034404,Zm00001d034409,47,22913
Zm00001d034406,Zm00001d034409,47,22914
Zm00001d034407,Zm00001d034409,47,22915
Zm00001d034405,Zm00001d034409,47,22916
Zm00001d034404,Zm00001d034410,47,22917
Zm00001d034406,Zm00001d034410,47,22918
Zm00001d034407,Zm00001d034410,47,22919
Zm00001d034405,Zm00001d034410,47,22920
Zm00001d034404,Zm00001d034411,47,22921
Zm00001d034406,Zm00001d034411,47,22922
Zm00001d034407,Zm00001d034411,47,22923
Zm00001d034405,Zm00001d034411,47,22924
Zm00001d034409,Zm00001d034415,47,22925
Zm00001d034410,Zm00001d034415,47,22926
Zm00001d034411,Zm00001d034415,47,22927
Zm00001d034404,Zm00001d034417,47,22928
Zm00001d034406,Zm00001d034417,47,22929
Zm00001d034407,Zm00001d034417,47,22930
Zm00001d034405,Zm00001d034417,47,22931
Zm00001d034417,Zm00001d034418,47,22932
Zm00001d034416,Zm00001d034419,47,22933
Zm00001d034416,Zm00001d034420,47,22934
Zm00001d034417,Zm00001d034419,47,22935
Zm00001d034417,Zm00001d034420,47,22936
Zm00001d034418,Zm00001d034419,47,22937
Zm00001d034418,Zm00001d034420,47,22938
Zm00001d034419,Zm00001d034422,47,22939
Zm00001d034420,Zm00001d034422,47,22940
Zm00001d034419,Zm00001d034423,47,22941
Zm00001d034420,Zm00001d034423,47,22942
Zm00001d034422,Zm00001d034423,47,22943
Zm00001d034423,Zm00001d034424,47,22944
Zm00001d034423,Zm00001d034425,47,22945
Zm00001d034424,Zm00001d034427,47,22946
Zm00001d034425,Zm00001d034427,47,22947
Zm00001d034419,Zm00001d034428,47,22948
Zm00001d034420,Zm00001d034428,47,22949
Zm00001d034424,Zm00001d034428,47,22950
Zm00001d034425,Zm00001d034428,47,22951
Zm00001d034427,Zm00001d034428,47,22952
Zm00001d034428,Zm00001d034429,47,22953
Zm00001d034429,Zm00001d034431,47,22954
Zm00001d032776,Zm00001d034432,47,22955
Zm00001d032775,Zm00001d034432,47,22956
Zm00001d032776,Zm00001d034433,47,22957
Zm00001d032775,Zm00001d034433,47,22958
Zm00001d034428,Zm00001d034432,47,22959
Zm00001d034428,Zm00001d034433,47,22960
Zm00001d034432,Zm00001d034435,47,22961
Zm00001d034433,Zm00001d034435,47,22962
Zm00001d034432,Zm00001d034434,47,22963
Zm00001d034433,Zm00001d034434,47,22964
Zm00001d034435,Zm00001d034438,47,22965
Zm00001d034434,Zm00001d034438,47,22966
Zm00001d034435,Zm00001d034439,47,22967
Zm00001d034434,Zm00001d034439,47,22968
Zm00001d034438,Zm00001d034440,47,22969
Zm00001d034439,Zm00001d034440,47,22970
Zm00001d034440,Zm00001d034444,47,22971
Zm00001d034438,Zm00001d034445,47,22972
Zm00001d034439,Zm00001d034445,47,22973
Zm00001d034444,Zm00001d034445,47,22974
Zm00001d034445,Zm00001d034446,47,22975
Zm00001d034446,Zm00001d034448,47,22976
Zm00001d034453,Zm00001d034460,1,22977
Zm00001d034453,Zm00001d034461,1,22978
Zm00001d034462,Zm00001d034463,22,22979
Zm00001d034463,Zm00001d034467,22,22980
Zm00001d034463,Zm00001d034468,22,22981
Zm00001d034467,Zm00001d034469,22,22982
Zm00001d034468,Zm00001d034469,22,22983
Zm00001d034475,Zm00001d034477,22,22984
Zm00001d030572,Zm00001d034479,22,22985
Zm00001d030572,Zm00001d034480,22,22986
Zm00001d034469,Zm00001d034479,22,22987
Zm00001d034469,Zm00001d034480,22,22988
Zm00001d034477,Zm00001d034479,22,22989
Zm00001d034477,Zm00001d034480,22,22990
Zm00001d034479,Zm00001d034482,22,22991
Zm00001d034480,Zm00001d034482,22,22992
Zm00001d034482,Zm00001d034483,22,22993
Zm00001d034482,Zm00001d034484,22,22994
Zm00001d034479,Zm00001d034485,22,22995
Zm00001d034480,Zm00001d034485,22,22996
Zm00001d034479,Zm00001d034486,22,22997
Zm00001d034480,Zm00001d034486,22,22998
Zm00001d034479,Zm00001d034487,22,22999
Zm00001d034480,Zm00001d034487,22,23000
Zm00001d034482,Zm00001d034485,22,23001
Zm00001d034482,Zm00001d034486,22,23002
Zm00001d034482,Zm00001d034487,22,23003
Zm00001d034483,Zm00001d034485,22,23004
Zm00001d034483,Zm00001d034486,22,23005
Zm00001d034483,Zm00001d034487,22,23006
Zm00001d034482,Zm00001d034487,22,23007
Zm00001d034487,Zm00001d034488,22,23008
Zm00001d034487,Zm00001d034490,22,23009
Zm00001d034493,Zm00001d034494,65,23010
Zm00001d034493,Zm00001d034495,65,23011
Zm00001d034493,Zm00001d034497,65,23012
Zm00001d034493,Zm00001d034496,65,23013
Zm00001d034494,Zm00001d034495,65,23014
Zm00001d034494,Zm00001d034497,65,23015
Zm00001d034494,Zm00001d034496,65,23016
Zm00001d034495,Zm00001d034498,65,23017
Zm00001d034497,Zm00001d034498,65,23018
Zm00001d034496,Zm00001d034498,65,23019
Zm00001d034494,Zm00001d034499,65,23020
Zm00001d034494,Zm00001d034500,65,23021
Zm00001d034494,Zm00001d034502,65,23022
Zm00001d034494,Zm00001d034503,65,23023
Zm00001d034494,Zm00001d034501,65,23024
Zm00001d034495,Zm00001d034499,65,23025
Zm00001d034497,Zm00001d034499,65,23026
Zm00001d034496,Zm00001d034499,65,23027
Zm00001d034495,Zm00001d034500,65,23028
Zm00001d034497,Zm00001d034500,65,23029
Zm00001d034496,Zm00001d034500,65,23030
Zm00001d034495,Zm00001d034502,65,23031
Zm00001d034497,Zm00001d034502,65,23032
Zm00001d034496,Zm00001d034502,65,23033
Zm00001d034495,Zm00001d034503,65,23034
Zm00001d034497,Zm00001d034503,65,23035
Zm00001d034496,Zm00001d034503,65,23036
Zm00001d034495,Zm00001d034501,65,23037
Zm00001d034497,Zm00001d034501,65,23038
Zm00001d034496,Zm00001d034501,65,23039
Zm00001d034498,Zm00001d034499,65,23040
Zm00001d034498,Zm00001d034500,65,23041
Zm00001d034498,Zm00001d034502,65,23042
Zm00001d034498,Zm00001d034503,65,23043
Zm00001d034498,Zm00001d034501,65,23044
Zm00001d034499,Zm00001d034505,65,23045
Zm00001d034500,Zm00001d034505,65,23046
Zm00001d034502,Zm00001d034505,65,23047
Zm00001d034503,Zm00001d034505,65,23048
Zm00001d034501,Zm00001d034505,65,23049
Zm00001d034499,Zm00001d034507,65,23050
Zm00001d034500,Zm00001d034507,65,23051
Zm00001d034502,Zm00001d034507,65,23052
Zm00001d034503,Zm00001d034507,65,23053
Zm00001d034501,Zm00001d034507,65,23054
Zm00001d034506,Zm00001d034507,65,23055
Zm00001d034493,Zm00001d034508,65,23056
Zm00001d034493,Zm00001d034509,65,23057
Zm00001d034495,Zm00001d034508,65,23058
Zm00001d034497,Zm00001d034508,65,23059
Zm00001d034496,Zm00001d034508,65,23060
Zm00001d034495,Zm00001d034509,65,23061
Zm00001d034497,Zm00001d034509,65,23062
Zm00001d034496,Zm00001d034509,65,23063
Zm00001d034499,Zm00001d034508,65,23064
Zm00001d034500,Zm00001d034508,65,23065
Zm00001d034502,Zm00001d034508,65,23066
Zm00001d034503,Zm00001d034508,65,23067
Zm00001d034501,Zm00001d034508,65,23068
