Annotation1,Annotation2,ChIN,ID
Zm00001d013555,Zm00001d013560,30,8967
Zm00001d013554,Zm00001d013561,30,8968
Zm00001d013555,Zm00001d013561,30,8969
Zm00001d013560,Zm00001d013565,30,8970
Zm00001d013561,Zm00001d013565,30,8971
Zm00001d013560,Zm00001d013566,30,8972
Zm00001d013561,Zm00001d013566,30,8973
Zm00001d013560,Zm00001d013567,30,8974
Zm00001d013561,Zm00001d013567,30,8975
Zm00001d013566,Zm00001d013568,30,8976
Zm00001d013567,Zm00001d013568,30,8977
Zm00001d013566,Zm00001d013569,30,8978
Zm00001d013567,Zm00001d013569,30,8979
Zm00001d013566,Zm00001d013568,30,8980
Zm00001d013567,Zm00001d013568,30,8981
Zm00001d013566,Zm00001d013571,30,8982
Zm00001d013567,Zm00001d013571,30,8983
Zm00001d013566,Zm00001d013572,30,8984
Zm00001d013567,Zm00001d013572,30,8985
Zm00001d013570,Zm00001d013571,30,8986
Zm00001d013570,Zm00001d013572,30,8987
Zm00001d013565,Zm00001d013574,30,8988
Zm00001d013581,Zm00001d013582,18,8989
Zm00001d013581,Zm00001d013583,18,8990
Zm00001d013582,Zm00001d013590,18,8991
Zm00001d013583,Zm00001d013590,18,8992
Zm00001d013582,Zm00001d013589,18,8993
Zm00001d013583,Zm00001d013589,18,8994
Zm00001d013588,Zm00001d013590,18,8995
Zm00001d013588,Zm00001d013589,18,8996
Zm00001d013582,Zm00001d013591,18,8997
Zm00001d013583,Zm00001d013591,18,8998
Zm00001d013582,Zm00001d013592,18,8999
Zm00001d013583,Zm00001d013592,18,9000
Zm00001d013582,Zm00001d013593,18,9001
Zm00001d013583,Zm00001d013593,18,9002
Zm00001d013590,Zm00001d013591,18,9003
Zm00001d013589,Zm00001d013591,18,9004
Zm00001d013590,Zm00001d013592,18,9005
Zm00001d013589,Zm00001d013592,18,9006
Zm00001d013590,Zm00001d013593,18,9007
Zm00001d013589,Zm00001d013593,18,9008
Zm00001d013591,Zm00001d013596,18,9009
Zm00001d013592,Zm00001d013596,18,9010
Zm00001d013593,Zm00001d013596,18,9011
Zm00001d013591,Zm00001d013597,18,9012
Zm00001d013592,Zm00001d013597,18,9013
Zm00001d013593,Zm00001d013597,18,9014
Zm00001d013591,Zm00001d013595,18,9015
Zm00001d013592,Zm00001d013595,18,9016
Zm00001d013593,Zm00001d013595,18,9017
Zm00001d013596,Zm00001d013598,18,9018
Zm00001d013597,Zm00001d013598,18,9019
Zm00001d013595,Zm00001d013598,18,9020
Zm00001d013596,Zm00001d013599,18,9021
Zm00001d013597,Zm00001d013599,18,9022
Zm00001d013595,Zm00001d013599,18,9023
Zm00001d013596,Zm00001d013603,18,9024
Zm00001d013597,Zm00001d013603,18,9025
Zm00001d013595,Zm00001d013603,18,9026
Zm00001d013598,Zm00001d013603,18,9027
Zm00001d013599,Zm00001d013603,18,9028
Zm00001d013608,Zm00001d013609,11,9029
Zm00001d013608,Zm00001d013611,11,9030
Zm00001d013609,Zm00001d013611,11,9031
Zm00001d013609,Zm00001d013612,11,9032
Zm00001d013611,Zm00001d013612,11,9033
Zm00001d013620,Zm00001d013625,12,9034
Zm00001d013620,Zm00001d013624,12,9035
Zm00001d013625,Zm00001d013627,12,9036
Zm00001d013624,Zm00001d013627,12,9037
Zm00001d013627,Zm00001d013629,12,9038
Zm00001d013625,Zm00001d013630,12,9039
Zm00001d013624,Zm00001d013630,12,9040
Zm00001d013625,Zm00001d013631,12,9041
Zm00001d013624,Zm00001d013631,12,9042
Zm00001d013625,Zm00001d013632,12,9043
Zm00001d013624,Zm00001d013632,12,9044
Zm00001d013630,Zm00001d013635,12,9045
Zm00001d013631,Zm00001d013635,12,9046
Zm00001d013632,Zm00001d013635,12,9047
Zm00001d013630,Zm00001d013636,12,9048
Zm00001d013631,Zm00001d013636,12,9049
Zm00001d013632,Zm00001d013636,12,9050
Zm00001d013630,Zm00001d013638,12,9051
Zm00001d013631,Zm00001d013638,12,9052
Zm00001d013632,Zm00001d013638,12,9053
Zm00001d013635,Zm00001d013636,12,9054
Zm00001d013635,Zm00001d013638,12,9055
Zm00001d013630,Zm00001d013639,12,9056
Zm00001d013631,Zm00001d013639,12,9057
Zm00001d013632,Zm00001d013639,12,9058
Zm00001d013636,Zm00001d013639,12,9059
Zm00001d013638,Zm00001d013639,12,9060
Zm00001d013639,Zm00001d013642,12,9061
Zm00001d013639,Zm00001d013644,12,9062
Zm00001d013639,Zm00001d013645,12,9063
Zm00001d013639,Zm00001d013643,12,9064
Zm00001d013642,Zm00001d013646,12,9065
Zm00001d013644,Zm00001d013646,12,9066
Zm00001d013645,Zm00001d013646,12,9067
Zm00001d013643,Zm00001d013646,12,9068
Zm00001d013642,Zm00001d013647,12,9069
Zm00001d013644,Zm00001d013647,12,9070
Zm00001d013645,Zm00001d013647,12,9071
Zm00001d013643,Zm00001d013647,12,9072
Zm00001d013648,Zm00001d013652,1,9073
Zm00001d013654,Zm00001d013655,7,9074
Zm00001d013654,Zm00001d013656,7,9075
Zm00001d013655,Zm00001d013659,7,9076
Zm00001d013656,Zm00001d013659,7,9077
Zm00001d013658,Zm00001d013659,7,9078
Zm00001d013659,Zm00001d013660,7,9079
Zm00001d013659,Zm00001d013661,7,9080
Zm00001d013664,Zm00001d013667,28,9081
Zm00001d013667,Zm00001d013668,28,9082
Zm00001d013667,Zm00001d013669,28,9083
Zm00001d013668,Zm00001d013672,28,9084
Zm00001d013669,Zm00001d013672,28,9085
Zm00001d013669,Zm00001d013672,28,9086
Zm00001d013672,Zm00001d013673,28,9087
Zm00001d013673,Zm00001d013676,28,9088
Zm00001d013688,Zm00001d013693,3,9089
Zm00001d013689,Zm00001d013693,3,9090
Zm00001d013697,Zm00001d013699,3,9091
Zm00001d013702,Zm00001d013703,140,9092
Zm00001d013703,Zm00001d013704,140,9093
Zm00001d013703,Zm00001d013705,140,9094
Zm00001d013704,Zm00001d013707,140,9095
Zm00001d013705,Zm00001d013707,140,9096
Zm00001d013704,Zm00001d013706,140,9097
Zm00001d013705,Zm00001d013706,140,9098
Zm00001d013704,Zm00001d013708,140,9099
Zm00001d013705,Zm00001d013708,140,9100
Zm00001d013704,Zm00001d013709,140,9101
Zm00001d013705,Zm00001d013709,140,9102
Zm00001d013707,Zm00001d013708,140,9103
Zm00001d013706,Zm00001d013708,140,9104
Zm00001d013707,Zm00001d013709,140,9105
Zm00001d013706,Zm00001d013709,140,9106
Zm00001d013708,Zm00001d013711,140,9107
Zm00001d013709,Zm00001d013711,140,9108
Zm00001d013708,Zm00001d013712,140,9109
Zm00001d013709,Zm00001d013712,140,9110
Zm00001d013711,Zm00001d013717,140,9111
Zm00001d013712,Zm00001d013717,140,9112
Zm00001d013716,Zm00001d013718,1,9113
Zm00001d013724,Zm00001d013725,2,9114
Zm00001d013724,Zm00001d013728,2,9115
Zm00001d013732,Zm00001d013735,32,9116
Zm00001d013733,Zm00001d013735,32,9117
Zm00001d013732,Zm00001d013736,32,9118
Zm00001d013733,Zm00001d013736,32,9119
Zm00001d013732,Zm00001d013737,32,9120
Zm00001d013733,Zm00001d013737,32,9121
Zm00001d013736,Zm00001d013741,32,9122
Zm00001d013737,Zm00001d013741,32,9123
Zm00001d013736,Zm00001d013742,32,9124
Zm00001d013737,Zm00001d013742,32,9125
Zm00001d013741,Zm00001d013743,32,9126
Zm00001d013742,Zm00001d013743,32,9127
Zm00001d013743,Zm00001d013744,32,9128
Zm00001d013744,Zm00001d013746,32,9129
Zm00001d013744,Zm00001d013747,32,9130
Zm00001d013745,Zm00001d013746,32,9131
Zm00001d013745,Zm00001d013747,32,9132
Zm00001d013746,Zm00001d013750,32,9133
Zm00001d013747,Zm00001d013750,32,9134
Zm00001d013746,Zm00001d013751,32,9135
Zm00001d013747,Zm00001d013751,32,9136
Zm00001d013751,Zm00001d013757,32,9137
Zm00001d013755,Zm00001d013757,32,9138
Zm00001d013756,Zm00001d013757,32,9139
Zm00001d013746,Zm00001d013758,32,9140
Zm00001d013747,Zm00001d013758,32,9141
Zm00001d013758,Zm00001d013765,32,9142
Zm00001d013759,Zm00001d013765,32,9143
Zm00001d013758,Zm00001d013767,32,9144
Zm00001d013758,Zm00001d013768,32,9145
Zm00001d013765,Zm00001d013767,32,9146
Zm00001d013765,Zm00001d013768,32,9147
Zm00001d013777,Zm00001d013779,11,9148
Zm00001d013778,Zm00001d013779,11,9149
Zm00001d013777,Zm00001d013780,11,9150
Zm00001d013778,Zm00001d013780,11,9151
Zm00001d013777,Zm00001d013781,11,9152
Zm00001d013778,Zm00001d013781,11,9153
Zm00001d013779,Zm00001d013782,11,9154
Zm00001d013780,Zm00001d013782,11,9155
Zm00001d013781,Zm00001d013782,11,9156
Zm00001d013779,Zm00001d013783,11,9157
Zm00001d013780,Zm00001d013783,11,9158
Zm00001d013781,Zm00001d013783,11,9159
Zm00001d013782,Zm00001d013784,11,9160
Zm00001d013783,Zm00001d013784,11,9161
Zm00001d013779,Zm00001d013785,11,9162
Zm00001d013780,Zm00001d013785,11,9163
Zm00001d013781,Zm00001d013785,11,9164
Zm00001d013779,Zm00001d013786,11,9165
Zm00001d013780,Zm00001d013786,11,9166
Zm00001d013781,Zm00001d013786,11,9167
Zm00001d013779,Zm00001d013787,11,9168
Zm00001d013780,Zm00001d013787,11,9169
Zm00001d013781,Zm00001d013787,11,9170
Zm00001d013782,Zm00001d013785,11,9171
Zm00001d013783,Zm00001d013785,11,9172
Zm00001d013782,Zm00001d013786,11,9173
Zm00001d013783,Zm00001d013786,11,9174
Zm00001d013782,Zm00001d013787,11,9175
Zm00001d013783,Zm00001d013787,11,9176
Zm00001d013785,Zm00001d013788,11,9177
Zm00001d013786,Zm00001d013788,11,9178
Zm00001d013787,Zm00001d013788,11,9179
Zm00001d013785,Zm00001d013792,11,9180
Zm00001d013786,Zm00001d013792,11,9181
Zm00001d013787,Zm00001d013792,11,9182
Zm00001d013779,Zm00001d013795,11,9183
Zm00001d013780,Zm00001d013795,11,9184
Zm00001d013781,Zm00001d013795,11,9185
Zm00001d013779,Zm00001d013796,11,9186
Zm00001d013780,Zm00001d013796,11,9187
Zm00001d013781,Zm00001d013796,11,9188
Zm00001d013779,Zm00001d013794,11,9189
Zm00001d013780,Zm00001d013794,11,9190
Zm00001d013781,Zm00001d013794,11,9191
Zm00001d013785,Zm00001d013795,11,9192
Zm00001d013786,Zm00001d013795,11,9193
Zm00001d013787,Zm00001d013795,11,9194
Zm00001d013785,Zm00001d013796,11,9195
Zm00001d013786,Zm00001d013796,11,9196
Zm00001d013787,Zm00001d013796,11,9197
Zm00001d013785,Zm00001d013794,11,9198
Zm00001d013786,Zm00001d013794,11,9199
Zm00001d013787,Zm00001d013794,11,9200
Zm00001d013792,Zm00001d013795,11,9201
Zm00001d013792,Zm00001d013796,11,9202
Zm00001d013792,Zm00001d013794,11,9203
Zm00001d013804,Zm00001d013809,58,9204
Zm00001d013804,Zm00001d013810,58,9205
Zm00001d013809,Zm00001d013810,58,9206
Zm00001d013816,Zm00001d013818,88,9207
Zm00001d013817,Zm00001d013818,88,9208
Zm00001d013504,Zm00001d013820,88,9209
Zm00001d013505,Zm00001d013820,88,9210
Zm00001d013504,Zm00001d013821,88,9211
Zm00001d013505,Zm00001d013821,88,9212
Zm00001d013504,Zm00001d013822,88,9213
Zm00001d013505,Zm00001d013822,88,9214
Zm00001d013504,Zm00001d013823,88,9215
Zm00001d013505,Zm00001d013823,88,9216
Zm00001d013504,Zm00001d013819,88,9217
Zm00001d013505,Zm00001d013819,88,9218
Zm00001d013816,Zm00001d013820,88,9219
Zm00001d013817,Zm00001d013820,88,9220
Zm00001d013816,Zm00001d013821,88,9221
Zm00001d013817,Zm00001d013821,88,9222
Zm00001d013816,Zm00001d013822,88,9223
Zm00001d013817,Zm00001d013822,88,9224
Zm00001d013816,Zm00001d013823,88,9225
Zm00001d013817,Zm00001d013823,88,9226
Zm00001d013816,Zm00001d013819,88,9227
Zm00001d013817,Zm00001d013819,88,9228
Zm00001d013818,Zm00001d013820,88,9229
Zm00001d013818,Zm00001d013821,88,9230
Zm00001d013818,Zm00001d013822,88,9231
Zm00001d013818,Zm00001d013823,88,9232
Zm00001d013818,Zm00001d013819,88,9233
Zm00001d013820,Zm00001d013824,88,9234
Zm00001d013821,Zm00001d013824,88,9235
Zm00001d013822,Zm00001d013824,88,9236
Zm00001d013823,Zm00001d013824,88,9237
Zm00001d013819,Zm00001d013824,88,9238
Zm00001d013820,Zm00001d013827,88,9239
Zm00001d013821,Zm00001d013827,88,9240
Zm00001d013822,Zm00001d013827,88,9241
Zm00001d013823,Zm00001d013827,88,9242
Zm00001d013819,Zm00001d013827,88,9243
Zm00001d013824,Zm00001d013827,88,9244
Zm00001d013825,Zm00001d013827,88,9245
Zm00001d013827,Zm00001d013828,88,9246
Zm00001d013828,Zm00001d013829,88,9247
Zm00001d013829,Zm00001d013830,88,9248
Zm00001d013830,Zm00001d013834,88,9249
Zm00001d013831,Zm00001d013834,88,9250
Zm00001d013832,Zm00001d013834,88,9251
Zm00001d013831,Zm00001d013834,88,9252
Zm00001d013832,Zm00001d013834,88,9253
Zm00001d013831,Zm00001d013836,88,9254
Zm00001d013832,Zm00001d013836,88,9255
Zm00001d013834,Zm00001d013836,88,9256
Zm00001d013836,Zm00001d013840,88,9257
Zm00001d013836,Zm00001d013838,88,9258
Zm00001d013836,Zm00001d013839,88,9259
Zm00001d013840,Zm00001d013842,88,9260
Zm00001d013838,Zm00001d013842,88,9261
Zm00001d013839,Zm00001d013842,88,9262
Zm00001d013842,Zm00001d013844,88,9263
Zm00001d013845,Zm00001d013847,88,9264
Zm00001d013857,Zm00001d013858,2,9265
Zm00001d013861,Zm00001d013862,14,9266
Zm00001d013863,Zm00001d013867,14,9267
Zm00001d013865,Zm00001d013867,14,9268
Zm00001d013864,Zm00001d013867,14,9269
Zm00001d013863,Zm00001d013868,14,9270
Zm00001d013865,Zm00001d013868,14,9271
Zm00001d013864,Zm00001d013868,14,9272
Zm00001d013867,Zm00001d013873,14,9273
Zm00001d013868,Zm00001d013873,14,9274
Zm00001d013867,Zm00001d013874,14,9275
Zm00001d013868,Zm00001d013874,14,9276
Zm00001d013873,Zm00001d013878,14,9277
Zm00001d013874,Zm00001d013878,14,9278
Zm00001d013887,Zm00001d013890,4,9279
Zm00001d013890,Zm00001d013891,4,9280
Zm00001d013895,Zm00001d013896,5,9281
Zm00001d013896,Zm00001d013898,5,9282
Zm00001d013908,Zm00001d013909,2,9283
Zm00001d013908,Zm00001d013910,2,9284
Zm00001d013908,Zm00001d013909,2,9285
Zm00001d013908,Zm00001d013910,2,9286
Zm00001d013914,Zm00001d013917,4,9287
Zm00001d013915,Zm00001d013917,4,9288
Zm00001d013914,Zm00001d013918,4,9289
Zm00001d013915,Zm00001d013918,4,9290
Zm00001d013914,Zm00001d013919,4,9291
Zm00001d013915,Zm00001d013919,4,9292
Zm00001d013918,Zm00001d013920,4,9293
Zm00001d013919,Zm00001d013920,4,9294
Zm00001d013931,Zm00001d013933,6,9295
Zm00001d013931,Zm00001d013935,6,9296
Zm00001d013931,Zm00001d013936,6,9297
Zm00001d013933,Zm00001d013935,6,9298
Zm00001d013933,Zm00001d013936,6,9299
Zm00001d013934,Zm00001d013935,6,9300
Zm00001d013934,Zm00001d013936,6,9301
Zm00001d013935,Zm00001d013937,6,9302
Zm00001d013936,Zm00001d013937,6,9303
Zm00001d013935,Zm00001d013940,6,9304
Zm00001d013936,Zm00001d013940,6,9305
Zm00001d013960,Zm00001d013963,1,9306
Zm00001d013960,Zm00001d013962,1,9307
Zm00001d013964,Zm00001d013966,1,9308
Zm00001d013971,Zm00001d013976,4,9309
Zm00001d013976,Zm00001d013977,4,9310
Zm00001d013984,Zm00001d013985,8,9311
Zm00001d013985,Zm00001d013991,8,9312
Zm00001d013985,Zm00001d013990,8,9313
Zm00001d013991,Zm00001d013992,8,9314
Zm00001d013990,Zm00001d013992,8,9315
Zm00001d013992,Zm00001d013993,8,9316
Zm00001d013991,Zm00001d013995,8,9317
Zm00001d013990,Zm00001d013995,8,9318
Zm00001d013995,Zm00001d013997,8,9319
Zm00001d013996,Zm00001d013997,8,9320
Zm00001d013659,Zm00001d014001,7,9321
Zm00001d014006,Zm00001d014011,23,9322
Zm00001d014007,Zm00001d014011,23,9323
Zm00001d014011,Zm00001d014013,23,9324
Zm00001d014013,Zm00001d014015,23,9325
Zm00001d014013,Zm00001d014016,23,9326
Zm00001d014011,Zm00001d014017,23,9327
Zm00001d014016,Zm00001d014017,23,9328
Zm00001d014016,Zm00001d014019,23,9329
Zm00001d014017,Zm00001d014020,23,9330
Zm00001d014017,Zm00001d014021,23,9331
Zm00001d014033,Zm00001d014036,2,9332
Zm00001d014038,Zm00001d014040,4,9333
Zm00001d014040,Zm00001d014046,4,9334
Zm00001d014055,Zm00001d014056,2,9335
Zm00001d014058,Zm00001d014060,6,9336
Zm00001d014060,Zm00001d014062,6,9337
Zm00001d014062,Zm00001d014063,6,9338
Zm00001d014062,Zm00001d014065,6,9339
Zm00001d014063,Zm00001d014065,6,9340
Zm00001d014065,Zm00001d014070,6,9341
Zm00001d014079,Zm00001d014084,7,9342
Zm00001d014082,Zm00001d014084,7,9343
Zm00001d014083,Zm00001d014084,7,9344
Zm00001d014082,Zm00001d014085,7,9345
Zm00001d014083,Zm00001d014085,7,9346
Zm00001d014085,Zm00001d014088,7,9347
Zm00001d014085,Zm00001d014089,7,9348
Zm00001d014085,Zm00001d014090,7,9349
Zm00001d014088,Zm00001d014089,7,9350
Zm00001d014088,Zm00001d014090,7,9351
Zm00001d014089,Zm00001d014091,7,9352
Zm00001d014090,Zm00001d014091,7,9353
Zm00001d014093,Zm00001d014094,2,9354
Zm00001d014100,Zm00001d014102,2,9355
Zm00001d014100,Zm00001d014108,2,9356
Zm00001d014109,Zm00001d014112,3,9357
Zm00001d014112,Zm00001d014113,3,9358
Zm00001d014116,Zm00001d014117,5,9359
Zm00001d014117,Zm00001d014121,5,9360
Zm00001d014121,Zm00001d014122,5,9361
Zm00001d014124,Zm00001d014126,5,9362
Zm00001d014126,Zm00001d014128,5,9363
Zm00001d014127,Zm00001d014128,5,9364
Zm00001d014140,Zm00001d014145,2,9365
Zm00001d014140,Zm00001d014146,2,9366
Zm00001d014141,Zm00001d014145,2,9367
Zm00001d014142,Zm00001d014145,2,9368
Zm00001d014143,Zm00001d014145,2,9369
Zm00001d014141,Zm00001d014146,2,9370
Zm00001d014142,Zm00001d014146,2,9371
Zm00001d014143,Zm00001d014146,2,9372
Zm00001d014149,Zm00001d014150,2,9373
Zm00001d014149,Zm00001d014151,2,9374
Zm00001d014149,Zm00001d014152,2,9375
Zm00001d012969,Zm00001d014159,19,9376
Zm00001d014166,Zm00001d014168,7,9377
Zm00001d014166,Zm00001d014169,7,9378
Zm00001d014166,Zm00001d014173,7,9379
Zm00001d014166,Zm00001d014175,7,9380
Zm00001d014168,Zm00001d014173,7,9381
Zm00001d014169,Zm00001d014173,7,9382
Zm00001d014168,Zm00001d014175,7,9383
Zm00001d014169,Zm00001d014175,7,9384
Zm00001d014166,Zm00001d014178,7,9385
Zm00001d014196,Zm00001d014199,1,9386
Zm00001d014200,Zm00001d014201,1,9387
Zm00001d014223,Zm00001d014226,1,9388
Zm00001d014224,Zm00001d014226,1,9389
Zm00001d014232,Zm00001d014239,1,9390
Zm00001d014241,Zm00001d014243,1,9391
Zm00001d014253,Zm00001d014254,2,9392
Zm00001d014253,Zm00001d014255,2,9393
Zm00001d014258,Zm00001d014262,5,9394
Zm00001d014262,Zm00001d014271,5,9395
Zm00001d014271,Zm00001d014272,5,9396
Zm00001d014291,Zm00001d014292,3,9397
Zm00001d013746,Zm00001d014313,32,9398
Zm00001d013747,Zm00001d014313,32,9399
Zm00001d014313,Zm00001d014314,32,9400
Zm00001d014313,Zm00001d014315,32,9401
Zm00001d014313,Zm00001d014316,32,9402
Zm00001d014313,Zm00001d014317,32,9403
Zm00001d014315,Zm00001d014317,32,9404
Zm00001d014316,Zm00001d014317,32,9405
Zm00001d014315,Zm00001d014321,32,9406
Zm00001d014316,Zm00001d014321,32,9407
Zm00001d014317,Zm00001d014321,32,9408
Zm00001d014324,Zm00001d014325,43,9409
Zm00001d014324,Zm00001d014327,43,9410
Zm00001d014324,Zm00001d014328,43,9411
Zm00001d014324,Zm00001d014331,43,9412
Zm00001d014324,Zm00001d014329,43,9413
Zm00001d014325,Zm00001d014327,43,9414
Zm00001d014325,Zm00001d014328,43,9415
Zm00001d014325,Zm00001d014331,43,9416
Zm00001d014325,Zm00001d014329,43,9417
Zm00001d014341,Zm00001d014343,2,9418
Zm00001d014365,Zm00001d014366,3,9419
Zm00001d014366,Zm00001d014368,3,9420
Zm00001d013873,Zm00001d014378,14,9421
Zm00001d013874,Zm00001d014378,14,9422
Zm00001d013873,Zm00001d014379,14,9423
Zm00001d013874,Zm00001d014379,14,9424
Zm00001d014378,Zm00001d014381,14,9425
Zm00001d014379,Zm00001d014381,14,9426
Zm00001d014378,Zm00001d014382,14,9427
Zm00001d014379,Zm00001d014382,14,9428
Zm00001d014418,Zm00001d014419,1,9429
Zm00001d014422,Zm00001d014423,6,9430
Zm00001d014428,Zm00001d014435,1,9431
Zm00001d014449,Zm00001d014451,10,9432
Zm00001d014455,Zm00001d014458,10,9433
Zm00001d014456,Zm00001d014458,10,9434
Zm00001d014458,Zm00001d014459,10,9435
Zm00001d014459,Zm00001d014462,10,9436
Zm00001d014459,Zm00001d014463,10,9437
Zm00001d014462,Zm00001d014467,10,9438
Zm00001d014463,Zm00001d014467,10,9439
Zm00001d014481,Zm00001d014483,1,9440
Zm00001d014486,Zm00001d014488,16,9441
Zm00001d014486,Zm00001d014489,16,9442
Zm00001d014488,Zm00001d014490,16,9443
Zm00001d014489,Zm00001d014490,16,9444
Zm00001d014488,Zm00001d014491,16,9445
Zm00001d014489,Zm00001d014491,16,9446
Zm00001d014490,Zm00001d014491,16,9447
Zm00001d014491,Zm00001d014492,16,9448
Zm00001d014490,Zm00001d014493,16,9449
Zm00001d014491,Zm00001d014493,16,9450
Zm00001d014488,Zm00001d014494,16,9451
Zm00001d014489,Zm00001d014494,16,9452
Zm00001d014491,Zm00001d014494,16,9453
Zm00001d014493,Zm00001d014494,16,9454
Zm00001d014490,Zm00001d014496,16,9455
Zm00001d014490,Zm00001d014495,16,9456
Zm00001d014493,Zm00001d014496,16,9457
Zm00001d014493,Zm00001d014495,16,9458
Zm00001d014494,Zm00001d014496,16,9459
Zm00001d014494,Zm00001d014495,16,9460
Zm00001d014496,Zm00001d014499,16,9461
Zm00001d014495,Zm00001d014499,16,9462
Zm00001d014517,Zm00001d014519,5,9463
Zm00001d014518,Zm00001d014519,5,9464
Zm00001d014517,Zm00001d014520,5,9465
Zm00001d014518,Zm00001d014520,5,9466
Zm00001d014518,Zm00001d014519,5,9467
Zm00001d014518,Zm00001d014520,5,9468
Zm00001d014526,Zm00001d014530,8,9469
Zm00001d014525,Zm00001d014530,8,9470
Zm00001d014530,Zm00001d014532,8,9471
Zm00001d014550,Zm00001d014553,5,9472
Zm00001d014550,Zm00001d014554,5,9473
Zm00001d014553,Zm00001d014555,5,9474
Zm00001d014554,Zm00001d014555,5,9475
Zm00001d014553,Zm00001d014557,5,9476
Zm00001d014554,Zm00001d014557,5,9477
Zm00001d014553,Zm00001d014556,5,9478
Zm00001d014554,Zm00001d014556,5,9479
Zm00001d014562,Zm00001d014563,9,9480
Zm00001d014563,Zm00001d014565,9,9481
Zm00001d014583,Zm00001d014584,29,9482
Zm00001d014583,Zm00001d014585,29,9483
Zm00001d014583,Zm00001d014587,29,9484
Zm00001d014595,Zm00001d014596,2,9485
Zm00001d014596,Zm00001d014597,2,9486
Zm00001d014596,Zm00001d014599,2,9487
Zm00001d014596,Zm00001d014598,2,9488
Zm00001d014606,Zm00001d014608,29,9489
Zm00001d014608,Zm00001d014609,29,9490
Zm00001d014608,Zm00001d014610,29,9491
Zm00001d014609,Zm00001d014610,29,9492
Zm00001d014608,Zm00001d014611,29,9493
Zm00001d014608,Zm00001d014612,29,9494
Zm00001d014609,Zm00001d014611,29,9495
Zm00001d014609,Zm00001d014612,29,9496
Zm00001d014608,Zm00001d014613,29,9497
Zm00001d014611,Zm00001d014613,29,9498
Zm00001d014612,Zm00001d014613,29,9499
Zm00001d014611,Zm00001d014613,29,9500
Zm00001d014611,Zm00001d014614,29,9501
Zm00001d014612,Zm00001d014614,29,9502
Zm00001d014611,Zm00001d014615,29,9503
Zm00001d014612,Zm00001d014615,29,9504
Zm00001d014613,Zm00001d014614,29,9505
Zm00001d014613,Zm00001d014615,29,9506
Zm00001d014608,Zm00001d014617,29,9507
Zm00001d014608,Zm00001d014618,29,9508
Zm00001d014613,Zm00001d014617,29,9509
Zm00001d014613,Zm00001d014618,29,9510
Zm00001d014614,Zm00001d014617,29,9511
Zm00001d014615,Zm00001d014617,29,9512
Zm00001d014614,Zm00001d014618,29,9513
Zm00001d014615,Zm00001d014618,29,9514
Zm00001d014617,Zm00001d014619,29,9515
Zm00001d014618,Zm00001d014619,29,9516
Zm00001d014620,Zm00001d014623,9,9517
Zm00001d014621,Zm00001d014623,9,9518
Zm00001d014620,Zm00001d014625,9,9519
Zm00001d014621,Zm00001d014625,9,9520
Zm00001d014623,Zm00001d014625,9,9521
Zm00001d014625,Zm00001d014626,9,9522
Zm00001d014626,Zm00001d014629,9,9523
Zm00001d014626,Zm00001d014630,9,9524
Zm00001d014628,Zm00001d014629,9,9525
Zm00001d014628,Zm00001d014630,9,9526
Zm00001d013237,Zm00001d014640,6,9527
Zm00001d013238,Zm00001d014640,6,9528
Zm00001d013239,Zm00001d014640,6,9529
Zm00001d014641,Zm00001d014642,140,9530
Zm00001d014641,Zm00001d014643,140,9531
Zm00001d014641,Zm00001d014644,140,9532
Zm00001d014642,Zm00001d014648,140,9533
Zm00001d014643,Zm00001d014648,140,9534
Zm00001d014644,Zm00001d014648,140,9535
Zm00001d014649,Zm00001d014650,1,9536
Zm00001d013218,Zm00001d014654,101,9537
Zm00001d014654,Zm00001d014655,101,9538
Zm00001d014656,Zm00001d014657,140,9539
Zm00001d014642,Zm00001d014658,140,9540
Zm00001d014643,Zm00001d014658,140,9541
Zm00001d014644,Zm00001d014658,140,9542
Zm00001d014656,Zm00001d014658,140,9543
Zm00001d013708,Zm00001d014663,140,9544
Zm00001d013709,Zm00001d014663,140,9545
Zm00001d014658,Zm00001d014663,140,9546
Zm00001d014658,Zm00001d014664,140,9547
Zm00001d014659,Zm00001d014664,140,9548
Zm00001d014658,Zm00001d014665,140,9549
Zm00001d014658,Zm00001d014666,140,9550
Zm00001d014664,Zm00001d014665,140,9551
Zm00001d014664,Zm00001d014666,140,9552
Zm00001d014664,Zm00001d014665,140,9553
Zm00001d014664,Zm00001d014666,140,9554
Zm00001d014664,Zm00001d014667,140,9555
Zm00001d014664,Zm00001d014668,140,9556
Zm00001d014665,Zm00001d014667,140,9557
Zm00001d014666,Zm00001d014667,140,9558
Zm00001d014665,Zm00001d014668,140,9559
Zm00001d014666,Zm00001d014668,140,9560
Zm00001d014664,Zm00001d014669,140,9561
Zm00001d014667,Zm00001d014669,140,9562
Zm00001d014668,Zm00001d014669,140,9563
Zm00001d014669,Zm00001d014671,140,9564
Zm00001d014669,Zm00001d014672,140,9565
Zm00001d014671,Zm00001d014673,140,9566
Zm00001d014672,Zm00001d014673,140,9567
Zm00001d014671,Zm00001d014674,140,9568
Zm00001d014672,Zm00001d014674,140,9569
Zm00001d014680,Zm00001d014681,2,9570
Zm00001d014681,Zm00001d014683,2,9571
Zm00001d014686,Zm00001d014687,5,9572
Zm00001d014685,Zm00001d014687,5,9573
